,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,9997149,0,0,8219990.0,0.0,1777159.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
1,2,0,0,0,1777158.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
2,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
3,4,10004512,0,0,5760.0,0.0,9998753.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
4,5,0,0,0,0.0,0.0,9998753.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
5,6,10003360,0,0,1.0,0.0,20002112.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
6,7,0,0,10003226,9997521.0,0.0,10004591.0,0.0,0.0,0.0,8225431.0,0.0,1777795.0,18222952
7,8,9999591,0,0,0.0,0.0,20004182.0,0.0,0.0,0.0,1777795.0,0.0,0.0,18222952
8,9,0,0,0,0.0,0.0,20004182.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
9,10,0,0,0,0.0,0.0,20004182.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
10,11,0,0,0,0.0,0.0,20004182.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
11,12,0,0,0,10001271.0,0.0,10002911.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
12,13,0,0,0,0.0,0.0,10002911.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
13,14,0,0,0,0.0,0.0,10002911.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
14,15,0,0,9998991,0.0,0.0,10002911.0,0.0,0.0,0.0,9998991.0,0.0,0.0,18222952
15,16,0,0,0,2.0,0.0,10002909.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
16,17,0,0,0,0.0,0.0,10002909.0,0.0,0.0,0.0,0.0,0.0,0.0,18222952
17,18,0,0,10000224,0.0,0.0,10002909.0,0.0,0.0,0.0,5013867.0,0.0,4986357.0,18222952
18,19,0,0,10001661,0.0,0.0,10002909.0,0.0,0.0,0.0,0.0,0.0,14988018.0,18222952
19,20,0,0,0,0.0,0.0,10002909.0,0.0,0.0,0.0,0.0,0.0,14988018.0,18222952
20,21,0,0,0,0.0,0.0,10002909.0,0.0,0.0,0.0,0.0,0.0,14988018.0,18222952
21,22,0,10002962,0,0.0,8219990.0,1782919.0,10002962.0,0.0,0.0,0.0,0.0,14988018.0,18222952
22,23,0,0,0,0.0,1777158.0,5761.0,0.0,0.0,0.0,0.0,0.0,14988018.0,18222952
23,24,0,10003849,0,0.0,0.0,5761.0,4997506.0,0.0,5006343.0,0.0,0.0,14988018.0,18222952
24,25,0,0,0,0.0,5760.0,1.0,0.0,0.0,5006343.0,8223178.0,0.0,6764840.0,18222952
