,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,9996456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,9998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,10002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,0,0.0,0.0,0.0,0.0,0.0,5007606.5,0.0,0.0,0.0,0.0,0.0,5007606.5
19,19,0,0.0,0.0,0.0,0.0,0.0,5007606.5,0.0,0.0,0.0,0.0,0.0,5007606.5
20,20,10002994,0.0,913.5,0.0,0.0,0.0,5007606.5,0.0,913.5,0.0,0.0,0.0,5007606.5
21,21,9999704,0.0,10000617.5,0.0,0.0,0.0,15007427.5,0.0,10000617.5,0.0,0.0,0.0,15007427.5
22,22,0,0.0,10000617.5,0.0,0.0,0.0,15007427.5,0.0,10000617.5,0.0,0.0,0.0,15007427.5
23,23,0,0.0,10000617.5,0.0,0.0,0.0,15007427.5,0.0,10000617.5,0.0,0.0,0.0,15007427.5
24,24,9998459,9996456.0,10002620.5,0.0,0.0,0.0,15007427.5,9996456.0,10002620.5,0.0,0.0,0.0,15007427.5
25,25,0,0.0,10002620.5,0.0,0.0,0.0,15007427.5,0.0,10002620.5,0.0,0.0,0.0,15007427.5
26,26,0,0.0,10002620.5,0.0,0.0,0.0,15007427.5,0.0,10002620.5,0.0,0.0,0.0,15007427.5
27,27,0,0.0,10002620.5,0.0,0.0,0.0,15007427.5,0.0,10002620.5,0.0,0.0,0.0,15007427.5
28,28,0,0.0,10002620.5,0.0,0.0,0.0,25004399.5,0.0,10002620.5,0.0,0.0,0.0,25004399.5
29,29,0,0.0,10002620.5,0.0,0.0,0.0,25004399.5,0.0,10002620.5,0.0,0.0,0.0,25004399.5
30,30,0,0.0,10002620.5,0.0,0.0,0.0,25004399.5,0.0,10002620.5,0.0,0.0,0.0,25004399.5
31,31,0,0.0,10002620.5,0.0,0.0,0.0,25004399.5,0.0,10002620.5,0.0,0.0,0.0,25004399.5
32,32,0,0.0,10002620.5,0.0,9279.0,0.0,25004399.5,0.0,10002620.5,0.0,9279.0,0.0,25004399.5
33,33,9999188,0.0,20001808.5,0.0,9279.0,0.0,25004399.5,0.0,20001808.5,0.0,9279.0,0.0,25004399.5
34,34,0,9998863.0,10002945.5,0.0,9279.0,0.0,25004399.5,9998863.0,10002945.5,0.0,9279.0,0.0,25004399.5
35,35,0,0.0,10002945.5,0.0,10007111.0,0.0,25004399.5,0.0,10002945.5,0.0,10007111.0,0.0,25004399.5
36,36,10001516,0.0,20004461.5,9999496.0,7615.0,0.0,25004399.5,0.0,20004461.5,9999496.0,7615.0,0.0,25004399.5
37,37,0,10002381.0,10002080.5,0.0,10004547.0,0.0,25004399.5,10002381.0,10002080.5,0.0,10004547.0,0.0,25004399.5
38,38,0,0.0,10002080.5,0.0,10004547.0,0.0,25004399.5,0.0,10002080.5,0.0,10004547.0,0.0,25004399.5
39,39,0,0.0,10002080.5,0.0,3027.0,0.0,25004399.5,0.0,10002080.5,0.0,3027.0,0.0,25004399.5
40,40,0,0.0,10002080.5,0.0,9995455.0,0.0,25004399.5,0.0,10002080.5,0.0,9995455.0,0.0,25004399.5
41,41,0,10002080.5,0.0,0.0,19994532.0,0.0,25004399.5,10002080.5,0.0,0.0,19994532.0,0.0,25004399.5
42,42,0,0.0,0.0,0.0,29995704.0,0.0,25004399.5,0.0,0.0,0.0,29995704.0,0.0,25004399.5
43,43,0,0.0,0.0,0.0,29995704.0,0.0,25004399.5,0.0,0.0,0.0,29995704.0,0.0,25004399.5
44,44,0,0.0,0.0,0.0,29995704.0,0.0,25004399.5,0.0,0.0,0.0,29995704.0,0.0,25004399.5
45,45,0,0.0,0.0,0.0,29995704.0,9999643.0,15004756.5,0.0,0.0,0.0,29995704.0,9999643.0,15004756.5
46,46,0,0.0,0.0,0.0,29995704.0,0.0,15004756.5,0.0,0.0,0.0,29995704.0,0.0,15004756.5
47,47,0,0.0,0.0,10001424.0,19989898.0,0.0,15004756.5,0.0,0.0,10001424.0,19989898.0,0.0,15004756.5
48,48,0,0.0,0.0,0.0,19986677.0,0.0,15004756.5,0.0,0.0,0.0,19986677.0,0.0,15004756.5
49,49,0,0.0,0.0,0.0,19990119.0,10005070.0,4999686.5,0.0,0.0,0.0,19990119.0,10005070.0,4999686.5
50,50,0,0.0,0.0,0.0,19990119.0,0.0,4999686.5,0.0,0.0,0.0,19990119.0,0.0,4999686.5
51,51,0,0.0,0.0,0.0,19990119.0,0.0,15003661.5,0.0,0.0,0.0,19990119.0,0.0,15003661.5
52,52,0,0.0,0.0,0.0,29989163.0,0.0,15005155.5,0.0,0.0,0.0,29989163.0,0.0,15005155.5
53,53,10002290,0.0,0.0,10003312.0,19985851.0,0.0,15005155.5,0.0,0.0,10003312.0,19985851.0,0.0,15005155.5
54,54,0,0.0,0.0,0.0,9992750.0,0.0,15005155.5,0.0,0.0,0.0,9992750.0,0.0,15005155.5
55,55,0,0.0,0.0,0.0,9992750.0,0.0,14991339.5,0.0,0.0,0.0,9992750.0,0.0,14991339.5
56,56,0,0.0,0.0,0.0,9992750.0,0.0,14991339.5,0.0,0.0,0.0,9992750.0,0.0,14991339.5
57,57,0,0.0,0.0,0.0,9992750.0,9998293.0,4993046.5,0.0,0.0,0.0,9992750.0,9998293.0,4993046.5
58,58,0,0.0,0.0,0.0,9992750.0,4993046.5,0.0,0.0,0.0,0.0,9992750.0,4993046.5,0.0
59,59,0,0.0,0.0,0.0,9992750.0,0.0,0.0,0.0,0.0,0.0,9992750.0,0.0,0.0
60,60,0,0.0,0.0,9992750.0,0.0,0.0,0.0,0.0,0.0,9992750.0,0.0,0.0,0.0
61,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,9999739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,10005240,0.0,4999695.5,0.0,0.0,0.0,0.0,0.0,4999695.5,0.0,0.0,0.0,0.0
67,67,0,0.0,4999695.5,10001520.0,0.0,0.0,0.0,0.0,4999695.5,10001520.0,0.0,0.0,0.0
68,68,10006727,0.0,15006422.5,0.0,0.0,0.0,0.0,0.0,15006422.5,0.0,0.0,0.0,0.0
69,69,0,0.0,15006422.5,0.0,0.0,0.0,0.0,0.0,15006422.5,0.0,0.0,0.0,0.0
70,70,0,0.0,15006422.5,0.0,0.0,0.0,0.0,0.0,15006422.5,0.0,0.0,0.0,0.0
71,71,10002419,0.0,25008841.5,0.0,0.0,0.0,0.0,0.0,25008841.5,0.0,0.0,0.0,0.0
72,72,0,0.0,25008841.5,0.0,0.0,0.0,0.0,0.0,25008841.5,0.0,0.0,0.0,0.0
73,73,0,0.0,15002583.5,0.0,0.0,0.0,0.0,0.0,15002583.5,0.0,0.0,0.0,0.0
74,74,0,10002290.0,5000293.5,0.0,0.0,0.0,0.0,10002290.0,5000293.5,0.0,0.0,0.0,0.0
75,75,0,0.0,5000293.5,10004624.0,0.0,0.0,0.0,0.0,5000293.5,10004624.0,0.0,0.0,0.0
