,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,0.0,0.0,10001503.0,0.0,0.0,0.0,0.0,0.0,10001503.0
2,2,0,0.0,0.0,0.0,0.0,0.0,10001503.0,0.0,0.0,0.0,0.0,0.0,10001503.0
3,3,0,0.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0,3385.0
4,4,0,0.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0,3385.0
5,5,0,0.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0,3385.0
6,6,0,0.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0,0.0,3385.0
7,7,0,0.0,0.0,0.0,0.0,0.0,10005544.0,0.0,0.0,0.0,0.0,0.0,10005544.0
8,8,0,0.0,0.0,0.0,0.0,0.0,4341.0,0.0,0.0,0.0,0.0,0.0,4341.0
9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,10000798,0.0,4998637.5,0.0,0.0,0.0,0.0,0.0,4998637.5,0.0,0.0,0.0,0.0
14,14,0,0.0,4998637.5,0.0,0.0,0.0,0.0,0.0,4998637.5,0.0,0.0,0.0,0.0
15,15,10001366,0.0,15000003.5,0.0,0.0,0.0,0.0,0.0,15000003.5,0.0,0.0,0.0,0.0
16,16,0,0.0,15000003.5,0.0,0.0,0.0,0.0,0.0,15000003.5,0.0,0.0,0.0,0.0
17,17,0,0.0,15000003.5,0.0,0.0,0.0,0.0,0.0,15000003.5,0.0,0.0,0.0,0.0
18,18,0,0.0,5000949.5,0.0,0.0,0.0,0.0,0.0,5000949.5,0.0,0.0,0.0,0.0
19,19,0,0.0,4995039.5,0.0,0.0,0.0,0.0,0.0,4995039.5,0.0,0.0,0.0,0.0
20,20,0,0.0,4995039.5,0.0,0.0,0.0,0.0,0.0,4995039.5,0.0,0.0,0.0,0.0
21,21,10005984,0.0,15001023.5,0.0,0.0,0.0,0.0,0.0,15001023.5,0.0,0.0,0.0,0.0
22,22,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
23,23,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
24,24,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
25,25,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
26,26,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
27,27,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
28,28,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
29,29,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
30,30,0,0.0,5002160.5,0.0,3402.0,0.0,0.0,0.0,5002160.5,0.0,3402.0,0.0,0.0
31,31,0,0.0,5002160.5,0.0,10000041.0,0.0,0.0,0.0,5002160.5,0.0,10000041.0,0.0,0.0
32,32,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
33,33,0,0.0,5002160.5,0.0,0.0,0.0,0.0,0.0,5002160.5,0.0,0.0,0.0,0.0
34,34,0,5002160.5,0.0,9994841.0,455.0,0.0,0.0,5002160.5,0.0,9994841.0,455.0,0.0,0.0
35,35,0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
36,36,0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
37,37,0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
38,38,0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
39,39,9999054,9999054.0,0.0,0.0,455.0,0.0,0.0,9999054.0,0.0,0.0,455.0,0.0,0.0
40,40,10001891,5910.0,0.0,0.0,455.0,0.0,0.0,5910.0,0.0,0.0,455.0,0.0,0.0
41,41,0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
42,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,9998863,9998863.0,0.0,0.0,0.0,9998118.0,0.0,9998863.0,0.0,0.0,0.0,9998118.0,0.0
44,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,0,0.0,0.0,0.0,9995834.0,0.0,0.0,0.0,0.0,0.0,9995834.0,0.0,0.0
47,47,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
48,48,0,0.0,0.0,0.0,19995397.0,10001203.0,0.0,0.0,0.0,0.0,19995397.0,10001203.0,0.0
49,49,0,0.0,0.0,0.0,19995397.0,4341.0,0.0,0.0,0.0,0.0,19995397.0,4341.0,0.0
50,50,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
51,51,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
52,52,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
53,53,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
54,54,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
55,55,0,0.0,0.0,0.0,19995397.0,0.0,0.0,0.0,0.0,0.0,19995397.0,0.0,0.0
56,56,9999973,0.0,0.0,9996063.0,9999334.0,0.0,0.0,0.0,0.0,9996063.0,9999334.0,0.0,0.0
57,57,0,0.0,0.0,0.0,9999334.0,0.0,0.0,0.0,0.0,0.0,9999334.0,0.0,0.0
58,58,0,0.0,0.0,9999334.0,0.0,0.0,0.0,0.0,0.0,9999334.0,0.0,0.0,0.0
59,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0,0.0,0.0,10000041.0,882.0,0.0,0.0,0.0,0.0,10000041.0,882.0,0.0,0.0
61,61,9995981,9995981.0,0.0,0.0,882.0,0.0,0.0,9995981.0,0.0,0.0,882.0,0.0,0.0
62,62,0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0
63,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0,0.0,0.0,10002553.0,2401.0,0.0,1380.0,0.0,0.0,10002553.0,2401.0,0.0,1380.0
71,71,0,0.0,0.0,0.0,2401.0,0.0,1380.0,0.0,0.0,0.0,2401.0,0.0,1380.0
72,72,9995617,0.0,9995617.0,0.0,2401.0,0.0,1380.0,0.0,9995617.0,0.0,2401.0,0.0,1380.0
73,73,0,0.0,9995617.0,0.0,2401.0,0.0,10001950.0,0.0,9995617.0,0.0,2401.0,0.0,10001950.0
74,74,10002423,0.0,19998040.0,2401.0,0.0,0.0,10001950.0,0.0,19998040.0,2401.0,0.0,0.0,10001950.0
75,75,0,0.0,9999973.0,0.0,0.0,0.0,10001950.0,0.0,9999973.0,0.0,0.0,0.0,10001950.0
76,76,0,0.0,9999973.0,0.0,0.0,0.0,20001042.0,0.0,9999973.0,0.0,0.0,0.0,20001042.0
77,77,0,9999973.0,0.0,0.0,0.0,10000108.0,10000934.0,9999973.0,0.0,0.0,0.0,10000108.0,10000934.0
78,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,10001397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,0,0.0,0.0,0.0,0.0,0.0,9998502.0,0.0,0.0,0.0,0.0,0.0,9998502.0
85,85,0,0.0,0.0,0.0,0.0,0.0,9998502.0,0.0,0.0,0.0,0.0,0.0,9998502.0
86,86,0,0.0,0.0,0.0,0.0,0.0,9998502.0,0.0,0.0,0.0,0.0,0.0,9998502.0
87,87,10001842,0.0,4991704.5,0.0,0.0,0.0,9998502.0,0.0,4991704.5,0.0,0.0,0.0,9998502.0
88,88,0,0.0,4991704.5,0.0,0.0,0.0,9998502.0,0.0,4991704.5,0.0,0.0,0.0,9998502.0
89,89,0,0.0,4991704.5,0.0,0.0,9997481.0,1021.0,0.0,4991704.5,0.0,0.0,9997481.0,1021.0
90,90,0,0.0,0.0,0.0,0.0,0.0,9999105.0,0.0,0.0,0.0,0.0,0.0,9999105.0
91,91,0,0.0,0.0,0.0,10000645.0,9994276.0,10007676.0,0.0,0.0,0.0,10000645.0,9994276.0,10007676.0
92,92,0,0.0,0.0,0.0,19997802.0,0.0,10007676.0,0.0,0.0,0.0,19997802.0,0.0,10007676.0
93,93,0,0.0,0.0,0.0,19997802.0,0.0,10007676.0,0.0,0.0,0.0,19997802.0,0.0,10007676.0
94,94,0,0.0,0.0,0.0,19997802.0,0.0,5000576.0,0.0,0.0,0.0,19997802.0,0.0,5000576.0
95,95,0,0.0,0.0,0.0,19997802.0,0.0,5002615.0,0.0,0.0,0.0,19997802.0,0.0,5002615.0
96,96,10003958,9998067.0,0.0,0.0,20005171.0,0.0,15002898.0,9998067.0,0.0,0.0,20005171.0,0.0,15002898.0
97,97,0,0.0,0.0,0.0,20005171.0,10005466.0,4997432.0,0.0,0.0,0.0,20005171.0,10005466.0,4997432.0
98,98,0,0.0,0.0,0.0,20005171.0,0.0,4997432.0,0.0,0.0,0.0,20005171.0,0.0,4997432.0
99,99,0,0.0,0.0,0.0,10004504.0,0.0,4997432.0,0.0,0.0,0.0,10004504.0,0.0,4997432.0
100,100,0,0.0,0.0,0.0,0.0,0.0,4997432.0,0.0,0.0,0.0,0.0,0.0,4997432.0
101,101,0,0.0,0.0,0.0,0.0,0.0,14997522.0,0.0,0.0,0.0,0.0,0.0,14997522.0
102,102,9996630,0.0,5008504.5,0.0,0.0,0.0,25001893.0,0.0,5008504.5,0.0,0.0,0.0,25001893.0
103,103,10003030,0.0,15011534.5,0.0,0.0,0.0,25001893.0,0.0,15011534.5,0.0,0.0,0.0,25001893.0
104,104,0,10001397.0,5010137.5,0.0,0.0,9995123.0,25004712.0,10001397.0,5010137.5,0.0,0.0,9995123.0,25004712.0
105,105,0,0.0,5010137.5,0.0,0.0,10002455.0,15002257.0,0.0,5010137.5,0.0,0.0,10002455.0,15002257.0
106,106,0,0.0,5010137.5,0.0,0.0,0.0,15002257.0,0.0,5010137.5,0.0,0.0,0.0,15002257.0
107,107,0,0.0,5010137.5,0.0,0.0,0.0,15002257.0,0.0,5010137.5,0.0,0.0,0.0,15002257.0
108,108,0,5010137.5,0.0,0.0,0.0,0.0,25001455.0,5010137.5,0.0,0.0,0.0,0.0,25001455.0
109,109,0,0.0,0.0,0.0,0.0,10001601.0,14999854.0,0.0,0.0,0.0,0.0,10001601.0,14999854.0
110,110,0,0.0,0.0,0.0,0.0,9995742.0,0.0,0.0,0.0,0.0,0.0,9995742.0,0.0
111,111,9999448,4991704.5,5007743.5,0.0,0.0,0.0,0.0,4991704.5,5007743.5,0.0,0.0,0.0,0.0
112,112,0,0.0,5007743.5,0.0,0.0,0.0,0.0,0.0,5007743.5,0.0,0.0,0.0,0.0
113,113,0,0.0,5007743.5,0.0,0.0,0.0,0.0,0.0,5007743.5,0.0,0.0,0.0,0.0
114,114,0,0.0,5007743.5,0.0,0.0,0.0,0.0,0.0,5007743.5,0.0,0.0,0.0,0.0
115,115,0,0.0,5007743.5,0.0,0.0,0.0,0.0,0.0,5007743.5,0.0,0.0,0.0,0.0
116,116,0,0.0,5007743.5,0.0,0.0,0.0,0.0,0.0,5007743.5,0.0,0.0,0.0,0.0
117,117,0,5891.0,5001852.5,0.0,0.0,0.0,0.0,5891.0,5001852.5,0.0,0.0,0.0,0.0
118,118,0,0.0,5001852.5,0.0,0.0,10000934.0,0.0,0.0,5001852.5,0.0,0.0,10000934.0,0.0
119,119,0,0.0,5001852.5,0.0,0.0,0.0,0.0,0.0,5001852.5,0.0,0.0,0.0,0.0
120,120,10000755,0.0,15002607.5,0.0,0.0,0.0,0.0,0.0,15002607.5,0.0,0.0,0.0,0.0
121,121,0,0.0,15002607.5,0.0,0.0,0.0,0.0,0.0,15002607.5,0.0,0.0,0.0,0.0
122,122,0,0.0,15002607.5,0.0,0.0,0.0,0.0,0.0,15002607.5,0.0,0.0,0.0,0.0
123,123,9997758,4988125.5,20012240.0,0.0,0.0,0.0,0.0,4988125.5,20012240.0,0.0,0.0,0.0,0.0
124,124,0,0.0,20012240.0,9991935.0,0.0,0.0,0.0,0.0,20012240.0,9991935.0,0.0,0.0,0.0
125,125,0,0.0,20012240.0,0.0,0.0,0.0,0.0,0.0,20012240.0,0.0,0.0,0.0,0.0
126,126,0,0.0,20012240.0,0.0,0.0,0.0,0.0,0.0,20012240.0,0.0,0.0,0.0,0.0
127,127,0,0.0,20012240.0,10000667.0,0.0,0.0,0.0,0.0,20012240.0,10000667.0,0.0,0.0,0.0
128,128,0,0.0,20012240.0,10004504.0,0.0,0.0,0.0,0.0,20012240.0,10004504.0,0.0,0.0,0.0
129,129,0,0.0,20012240.0,0.0,5003590.5,0.0,0.0,0.0,20012240.0,0.0,5003590.5,0.0,0.0
130,130,10002271,0.0,30014511.0,0.0,0.0,0.0,0.0,0.0,30014511.0,0.0,0.0,0.0,0.0
131,131,0,0.0,30014511.0,0.0,5006618.5,0.0,0.0,0.0,30014511.0,0.0,5006618.5,0.0,0.0
132,132,0,0.0,30014511.0,0.0,5006618.5,0.0,0.0,0.0,30014511.0,0.0,5006618.5,0.0,0.0
133,133,0,0.0,30014511.0,0.0,5006618.5,0.0,0.0,0.0,30014511.0,0.0,5006618.5,0.0,0.0
134,134,0,0.0,30014511.0,0.0,5006618.5,5007100.0,0.0,0.0,30014511.0,0.0,5006618.5,5007100.0,0.0
135,135,0,0.0,30014511.0,0.0,15004151.5,9999265.0,0.0,0.0,30014511.0,0.0,15004151.5,9999265.0,0.0
136,136,0,0.0,30014511.0,0.0,25004775.5,0.0,0.0,0.0,30014511.0,0.0,25004775.5,0.0,0.0
137,137,0,0.0,30014511.0,9999763.0,15005012.5,0.0,0.0,0.0,30014511.0,9999763.0,15005012.5,0.0,0.0
138,138,0,0.0,30014511.0,0.0,25007325.5,0.0,0.0,0.0,30014511.0,0.0,25007325.5,0.0,0.0
139,139,0,0.0,20012905.0,0.0,25007325.5,0.0,0.0,0.0,20012905.0,0.0,25007325.5,0.0,0.0
