,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,9995491.0,0.0,0.0,0.0,0.0,0.0,9995491.0,0.0,0.0
2,2,0,0.0,0.0,0.0,9989229.0,0.0,0.0,0.0,0.0,0.0,9989229.0,0.0,0.0
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0.0,0.0,0.0,9998934.0,0.0,0.0,0.0,0.0,0.0,9998934.0,0.0,0.0
5,5,10002012,0.0,4882.0,0.0,9998934.0,0.0,0.0,0.0,4882.0,0.0,9998934.0,0.0,0.0
6,6,0,0.0,4882.0,0.0,9998934.0,0.0,0.0,0.0,4882.0,0.0,9998934.0,0.0,0.0
7,7,0,0.0,4882.0,0.0,479.0,0.0,0.0,0.0,4882.0,0.0,479.0,0.0,0.0
8,8,0,0.0,4882.0,0.0,479.0,0.0,0.0,0.0,4882.0,0.0,479.0,0.0,0.0
9,9,0,0.0,4882.0,0.0,130.0,0.0,0.0,0.0,4882.0,0.0,130.0,0.0,0.0
10,10,9998737,0.0,10003619.0,0.0,130.0,0.0,0.0,0.0,10003619.0,0.0,130.0,0.0,0.0
11,11,0,0.0,10003619.0,0.0,130.0,0.0,0.0,0.0,10003619.0,0.0,130.0,0.0,0.0
12,12,10000971,0.0,10002176.0,0.0,130.0,0.0,0.0,0.0,10002176.0,0.0,130.0,0.0,0.0
13,13,0,0.0,10002176.0,0.0,130.0,0.0,0.0,0.0,10002176.0,0.0,130.0,0.0,0.0
14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0,0.0,0.0,0.0,0.0,0.0,4997102.5,0.0,0.0,0.0,0.0,0.0,4997102.5
22,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,10003486,0.0,9997130.0,0.0,0.0,0.0,0.0,0.0,9997130.0,0.0,0.0,0.0,0.0
25,25,0,0.0,9997130.0,0.0,0.0,0.0,0.0,0.0,9997130.0,0.0,0.0,0.0,0.0
26,26,0,9997130.0,0.0,0.0,0.0,0.0,0.0,9997130.0,0.0,0.0,0.0,0.0,0.0
27,27,0,0.0,0.0,0.0,6670.0,0.0,0.0,0.0,0.0,0.0,6670.0,0.0,0.0
28,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,0,0.0,0.0,6262.0,0.0,0.0,0.0,0.0,0.0,6262.0,0.0,0.0,0.0
31,31,0,0.0,0.0,9989229.0,5824.0,0.0,0.0,0.0,0.0,9989229.0,5824.0,0.0,0.0
32,32,0,0.0,0.0,1156.0,0.0,0.0,0.0,0.0,0.0,1156.0,0.0,0.0,0.0
33,33,10002414,10002414.0,0.0,0.0,0.0,0.0,0.0,10002414.0,0.0,0.0,0.0,0.0,0.0
34,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,10002176,10002176.0,0.0,9998455.0,0.0,0.0,0.0,10002176.0,0.0,9998455.0,0.0,0.0,0.0
36,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0
38,38,10000211,0.0,10000211.0,0.0,0.0,0.0,0.0,0.0,10000211.0,0.0,0.0,0.0,0.0
39,39,0,0.0,10000211.0,0.0,0.0,0.0,0.0,0.0,10000211.0,0.0,0.0,0.0,0.0
40,40,0,0.0,5001378.0,0.0,0.0,0.0,4992354.5,0.0,5001378.0,0.0,0.0,0.0,4992354.5
41,41,0,0.0,6356.0,0.0,0.0,0.0,14993317.5,0.0,6356.0,0.0,0.0,0.0,14993317.5
42,42,0,0.0,6356.0,130.0,9998114.0,9999001.0,0.0,0.0,6356.0,130.0,9998114.0,9999001.0,0.0
43,43,0,0.0,6356.0,0.0,19999428.0,0.0,0.0,0.0,6356.0,0.0,19999428.0,0.0,0.0
44,44,0,0.0,6356.0,0.0,19999428.0,0.0,0.0,0.0,6356.0,0.0,19999428.0,0.0,0.0
45,45,0,6356.0,0.0,0.0,19999428.0,0.0,0.0,6356.0,0.0,0.0,19999428.0,0.0,0.0
46,46,0,0.0,0.0,0.0,19999428.0,0.0,0.0,0.0,0.0,0.0,19999428.0,0.0,0.0
47,47,10002053,0.0,10002053.0,0.0,19999428.0,0.0,0.0,0.0,10002053.0,0.0,19999428.0,0.0,0.0
48,48,0,0.0,10002053.0,9997603.0,10001825.0,0.0,0.0,0.0,10002053.0,9997603.0,10001825.0,0.0,0.0
49,49,0,0.0,10002053.0,0.0,19995512.0,0.0,0.0,0.0,10002053.0,0.0,19995512.0,0.0,0.0
50,50,0,0.0,10002053.0,0.0,19995512.0,0.0,0.0,0.0,10002053.0,0.0,19995512.0,0.0,0.0
51,51,0,0.0,10002053.0,0.0,19995512.0,0.0,0.0,0.0,10002053.0,0.0,19995512.0,0.0,0.0
52,52,0,0.0,4998612.0,10004825.0,9990687.0,0.0,0.0,0.0,4998612.0,10004825.0,9990687.0,0.0,0.0
53,53,0,0.0,4998612.0,0.0,9990687.0,0.0,0.0,0.0,4998612.0,0.0,9990687.0,0.0,0.0
54,54,0,0.0,4998612.0,0.0,9990687.0,0.0,0.0,0.0,4998612.0,0.0,9990687.0,0.0,0.0
55,55,0,0.0,4998612.0,9990687.0,0.0,0.0,0.0,0.0,4998612.0,9990687.0,0.0,0.0,0.0
56,56,0,0.0,4998612.0,6670.0,9995053.0,0.0,0.0,0.0,4998612.0,6670.0,9995053.0,0.0,0.0
57,57,0,0.0,0.0,0.0,9995053.0,0.0,0.0,0.0,0.0,0.0,9995053.0,0.0,0.0
58,58,0,0.0,0.0,9995053.0,0.0,0.0,0.0,0.0,0.0,9995053.0,0.0,0.0,0.0
59,59,9994417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0,0.0,0.0,10001343.0,0.0,0.0,4999287.5,0.0,0.0,10001343.0,0.0,0.0,4999287.5
61,61,10000245,4998833.0,0.0,0.0,0.0,4999287.5,0.0,4998833.0,0.0,0.0,0.0,4999287.5,0.0
62,62,10000396,4995022.0,5005374.0,0.0,0.0,4997102.5,5005384.5,4995022.0,5005374.0,0.0,0.0,4997102.5,5005384.5
63,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0,0.0,0.0,9998575.0,0.0,0.0,0.0,0.0,0.0,9998575.0,0.0,0.0,0.0
66,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
