,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,9997622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,10002246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,9997520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,10004409,0.0,10001136.5,0.0,0.0,0.0,0.0,0.0,10001136.5,0.0,0.0,0.0,0.0
14,14,0,0.0,10001136.5,0.0,0.0,0.0,0.0,0.0,10001136.5,0.0,0.0,0.0,0.0
15,15,0,0.0,10001136.5,0.0,10000895.0,0.0,0.0,0.0,10001136.5,0.0,10000895.0,0.0,0.0
16,16,0,0.0,10001136.5,0.0,10001175.0,0.0,0.0,0.0,10001136.5,0.0,10001175.0,0.0,0.0
17,17,0,0.0,10001136.5,0.0,10001175.0,0.0,9999098.0,0.0,10001136.5,0.0,10001175.0,0.0,9999098.0
18,18,0,0.0,10001136.5,0.0,10001175.0,0.0,9999098.0,0.0,10001136.5,0.0,10001175.0,0.0,9999098.0
19,19,0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0
20,20,0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0
21,21,0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0,0.0,10001136.5,0.0,19999853.0,0.0,20001156.0
