,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,2325.5,0.0,0.0,0.0,0.0,0.0,2325.5,0.0,0.0
2,2,0,0.0,0.0,0.0,2325.5,0.0,0.0,0.0,0.0,0.0,2325.5,0.0,0.0
3,3,0,0.0,0.0,0.0,2325.5,0.0,0.0,0.0,0.0,0.0,2325.5,0.0,0.0
4,4,0,0.0,0.0,0.0,2325.5,0.0,0.0,0.0,0.0,0.0,2325.5,0.0,0.0
5,5,0,0.0,0.0,0.0,2325.5,0.0,0.0,0.0,0.0,0.0,2325.5,0.0,0.0
6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,9990367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,10004220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,9994697,0.0,4997765.0,0.0,0.0,0.0,0.0,0.0,4997765.0,0.0,0.0,0.0,0.0
17,17,0,0.0,4997765.0,0.0,0.0,0.0,0.0,0.0,4997765.0,0.0,0.0,0.0,0.0
18,18,0,0.0,4997765.0,0.0,0.0,0.0,9994922.0,0.0,4997765.0,0.0,0.0,0.0,9994922.0
19,19,0,0.0,4997765.0,0.0,0.0,0.0,0.0,0.0,4997765.0,0.0,0.0,0.0,0.0
20,20,0,0.0,4997765.0,0.0,0.0,0.0,0.0,0.0,4997765.0,0.0,0.0,0.0,0.0
21,21,0,0.0,4997765.0,0.0,0.0,0.0,9999201.0,0.0,4997765.0,0.0,0.0,0.0,9999201.0
22,22,0,0.0,4997765.0,0.0,0.0,0.0,9999201.0,0.0,4997765.0,0.0,0.0,0.0,9999201.0
23,23,0,0.0,4997765.0,0.0,0.0,0.0,9999201.0,0.0,4997765.0,0.0,0.0,0.0,9999201.0
24,24,9995276,0.0,14993041.0,0.0,0.0,0.0,0.0,0.0,14993041.0,0.0,0.0,0.0,0.0
25,25,0,0.0,4993913.0,0.0,468.5,0.0,0.0,0.0,4993913.0,0.0,468.5,0.0,0.0
26,26,0,0.0,4993913.0,0.0,468.5,0.0,10001220.0,0.0,4993913.0,0.0,468.5,0.0,10001220.0
27,27,9997654,0.0,14991567.0,0.0,468.5,0.0,0.0,0.0,14991567.0,0.0,468.5,0.0,0.0
28,28,0,9990367.0,5001200.0,0.0,10002410.5,0.0,0.0,9990367.0,5001200.0,0.0,10002410.5,0.0,0.0
29,29,0,0.0,5001200.0,10002410.5,0.0,0.0,0.0,0.0,5001200.0,10002410.5,0.0,0.0,0.0
30,30,0,0.0,5001200.0,0.0,0.0,0.0,0.0,0.0,5001200.0,0.0,0.0,0.0,0.0
31,31,0,0.0,5001200.0,0.0,0.0,0.0,0.0,0.0,5001200.0,0.0,0.0,0.0,0.0
32,32,9999952,0.0,15001152.0,0.0,0.0,0.0,10007728.0,0.0,15001152.0,0.0,0.0,0.0,10007728.0
33,33,0,10004220.0,4996932.0,0.0,0.0,0.0,10007728.0,10004220.0,4996932.0,0.0,0.0,0.0,10007728.0
34,34,0,0.0,4996932.0,2325.5,9998577.5,0.0,20003243.0,0.0,4996932.0,2325.5,9998577.5,0.0,20003243.0
35,35,0,0.0,4996932.0,0.0,9998577.5,0.0,10009448.0,0.0,4996932.0,0.0,9998577.5,0.0,10009448.0
36,36,0,0.0,4996932.0,0.0,9998577.5,0.0,10009448.0,0.0,4996932.0,0.0,9998577.5,0.0,10009448.0
37,37,0,4996932.0,0.0,0.0,9998577.5,0.0,10009448.0,4996932.0,0.0,0.0,9998577.5,0.0,10009448.0
38,38,0,0.0,0.0,0.0,9998577.5,0.0,10009448.0,0.0,0.0,0.0,9998577.5,0.0,10009448.0
39,39,0,0.0,0.0,0.0,9998577.5,0.0,20011517.0,0.0,0.0,0.0,9998577.5,0.0,20011517.0
40,40,0,0.0,0.0,0.0,9998577.5,0.0,20011517.0,0.0,0.0,0.0,9998577.5,0.0,20011517.0
41,41,0,0.0,0.0,0.0,20001980.5,0.0,20011517.0,0.0,0.0,0.0,20001980.5,0.0,20011517.0
42,42,0,0.0,0.0,9995458.0,10006522.5,9998626.0,10012891.0,0.0,0.0,9995458.0,10006522.5,9998626.0,10012891.0
43,43,0,0.0,0.0,0.0,10006522.5,0.0,10012891.0,0.0,0.0,0.0,10006522.5,0.0,10012891.0
44,44,0,0.0,0.0,9998937.0,7585.5,9997771.0,15120.0,0.0,0.0,9998937.0,7585.5,9997771.0,15120.0
45,45,0,0.0,0.0,0.0,7585.5,0.0,0.0,0.0,0.0,0.0,7585.5,0.0,0.0
46,46,9999128,9999128.0,0.0,0.0,10006139.5,0.0,21843.0,9999128.0,0.0,0.0,10006139.5,0.0,21843.0
47,47,0,0.0,0.0,0.0,10006139.5,0.0,21843.0,0.0,0.0,0.0,10006139.5,0.0,21843.0
48,48,0,0.0,0.0,0.0,9995162.0,0.0,21843.0,0.0,0.0,0.0,9995162.0,0.0,21843.0
49,49,0,0.0,0.0,9995162.0,0.0,0.0,0.0,0.0,0.0,9995162.0,0.0,0.0,0.0
50,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,9999349,0.0,9999349.0,9994437.5,8624.5,0.0,0.0,0.0,9999349.0,9994437.5,8624.5,0.0,0.0
54,54,0,0.0,9999349.0,0.0,0.0,0.0,0.0,0.0,9999349.0,0.0,0.0,0.0,0.0
55,55,0,0.0,9999349.0,0.0,0.0,0.0,0.0,0.0,9999349.0,0.0,0.0,0.0,0.0
56,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,0,0.0,0.0,0.0,8563.0,0.0,0.0,0.0,0.0,0.0,8563.0,0.0,0.0
59,59,0,0.0,0.0,0.0,8563.0,9994922.0,3746.0,0.0,0.0,0.0,8563.0,9994922.0,3746.0
60,60,0,0.0,0.0,0.0,8563.0,0.0,3746.0,0.0,0.0,0.0,8563.0,0.0,3746.0
61,61,0,0.0,0.0,0.0,8563.0,3746.0,0.0,0.0,0.0,0.0,8563.0,3746.0,0.0
62,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,10002638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0,0.0,0.0,0.0,0.0,9999201.0,1892.0,0.0,0.0,0.0,0.0,9999201.0,1892.0
65,65,0,0.0,0.0,0.0,0.0,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,1892.0
66,66,0,0.0,0.0,0.0,0.0,1892.0,0.0,0.0,0.0,0.0,0.0,1892.0,0.0
67,67,9996582,0.0,0.0,0.0,0.0,10001220.0,0.0,0.0,0.0,0.0,0.0,10001220.0,0.0
68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
