,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,9998997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,9997620,0.0,1295.5,0.0,0.0,0.0,0.0,0.0,1295.5,0.0,0.0,0.0,0.0
8,8,10002406,0.0,10003701.5,0.0,0.0,0.0,0.0,0.0,10003701.5,0.0,0.0,0.0,0.0
9,9,0,0.0,10003701.5,0.0,10000922.0,0.0,0.0,0.0,10003701.5,0.0,10000922.0,0.0,0.0
10,10,0,0.0,10003701.5,0.0,10000922.0,0.0,0.0,0.0,10003701.5,0.0,10000922.0,0.0,0.0
11,11,0,0.0,10003701.5,0.0,10000922.0,0.0,0.0,0.0,10003701.5,0.0,10000922.0,0.0,0.0
12,12,0,0.0,10003701.5,0.0,4999104.0,0.0,0.0,0.0,10003701.5,0.0,4999104.0,0.0,0.0
13,13,0,0.0,10003701.5,0.0,4999104.0,0.0,0.0,0.0,10003701.5,0.0,4999104.0,0.0,0.0
14,14,0,0.0,10003701.5,0.0,4999104.0,0.0,0.0,0.0,10003701.5,0.0,4999104.0,0.0,0.0
15,15,9998581,0.0,10001099.5,0.0,4999104.0,0.0,0.0,0.0,10001099.5,0.0,4999104.0,0.0,0.0
16,16,0,0.0,10001099.5,0.0,4999104.0,0.0,0.0,0.0,10001099.5,0.0,4999104.0,0.0,0.0
17,17,0,0.0,10001099.5,0.0,14993824.0,0.0,0.0,0.0,10001099.5,0.0,14993824.0,0.0,0.0
18,18,0,0.0,10001099.5,0.0,4998703.0,0.0,0.0,0.0,10001099.5,0.0,4998703.0,0.0,0.0
19,19,0,0.0,10001099.5,0.0,4998703.0,0.0,0.0,0.0,10001099.5,0.0,4998703.0,0.0,0.0
20,20,0,0.0,10001099.5,0.0,4998703.0,0.0,0.0,0.0,10001099.5,0.0,4998703.0,0.0,0.0
21,21,0,0.0,10001099.5,0.0,0.0,0.0,0.0,0.0,10001099.5,0.0,0.0,0.0,0.0
22,22,0,9998997.0,2102.5,0.0,0.0,0.0,0.0,9998997.0,2102.5,0.0,0.0,0.0,0.0
23,23,9994222,0.0,9996324.5,0.0,5003982.0,0.0,9994562.5,0.0,9996324.5,0.0,5003982.0,0.0,9994562.5
24,24,0,0.0,9996324.5,0.0,5003982.0,0.0,19994764.5,0.0,9996324.5,0.0,5003982.0,0.0,19994764.5
25,25,0,0.0,9996324.5,0.0,0.0,0.0,19994764.5,0.0,9996324.5,0.0,0.0,0.0,19994764.5
26,26,0,0.0,9996324.5,0.0,0.0,0.0,19994764.5,0.0,9996324.5,0.0,0.0,0.0,19994764.5
