,giorno,ndosi,5c_second_doses_Pfizer,5c_stock_values_Pfizer,5c_second_doses_Moderna,5c_stock_values_Moderna,5c_second_doses_Astrazeneca,5c_stock_values_Astrazeneca,10c_second_doses_Pfizer,10c_stock_values_Pfizer,10c_second_doses_Moderna,10c_stock_values_Moderna,10c_second_doses_Astrazeneca,10c_stock_values_Astrazeneca
1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0,0.0,0.0,0.0,0.0,0.0,9997908.0,0.0,0.0,0.0,0.0,0.0,9997908.0
4,4,0,0.0,0.0,0.0,0.0,0.0,9997908.0,0.0,0.0,0.0,0.0,0.0,9997908.0
5,5,0,0.0,0.0,0.0,11439.5,0.0,9997908.0,0.0,0.0,0.0,11439.5,0.0,9997908.0
6,6,0,0.0,0.0,0.0,11439.5,0.0,20000284.0,0.0,0.0,0.0,11439.5,0.0,20000284.0
7,7,0,0.0,0.0,0.0,11439.5,0.0,20000284.0,0.0,0.0,0.0,11439.5,0.0,20000284.0
8,8,0,0.0,0.0,0.0,11439.5,0.0,20000284.0,0.0,0.0,0.0,11439.5,0.0,20000284.0
9,9,0,0.0,0.0,0.0,11439.5,0.0,20000284.0,0.0,0.0,0.0,11439.5,0.0,20000284.0
10,10,9996408,0.0,0.0,0.0,0.0,0.0,20000284.0,0.0,0.0,0.0,0.0,0.0,20000284.0
11,11,10001789,0.0,0.0,0.0,0.0,0.0,20000284.0,0.0,0.0,0.0,0.0,0.0,20000284.0
12,12,0,0.0,0.0,0.0,20073.5,0.0,20000284.0,0.0,0.0,0.0,20073.5,0.0,20000284.0
13,13,0,0.0,0.0,0.0,10020524.5,0.0,20000284.0,0.0,0.0,0.0,10020524.5,0.0,20000284.0
14,14,0,0.0,0.0,0.0,10020524.5,0.0,20000284.0,0.0,0.0,0.0,10020524.5,0.0,20000284.0
15,15,0,0.0,0.0,0.0,10020524.5,0.0,24983951.0,0.0,0.0,0.0,10020524.5,0.0,24983951.0
16,16,0,0.0,0.0,0.0,10020524.5,0.0,14989897.0,0.0,0.0,0.0,10020524.5,0.0,14989897.0
17,17,10000446,0.0,0.0,0.0,10020524.5,0.0,14989897.0,0.0,0.0,0.0,10020524.5,0.0,14989897.0
18,18,0,0.0,0.0,0.0,10020524.5,0.0,4988794.0,0.0,0.0,0.0,10020524.5,0.0,4988794.0
19,19,0,0.0,0.0,0.0,10019090.5,0.0,4988794.0,0.0,0.0,0.0,10019090.5,0.0,4988794.0
20,20,0,0.0,0.0,0.0,10019090.5,0.0,4988794.0,0.0,0.0,0.0,10019090.5,0.0,4988794.0
21,21,0,0.0,0.0,0.0,20019536.5,0.0,4988794.0,0.0,0.0,0.0,20019536.5,0.0,4988794.0
22,22,0,0.0,0.0,0.0,20019536.5,0.0,4988794.0,0.0,0.0,0.0,20019536.5,0.0,4988794.0
23,23,0,0.0,0.0,0.0,20019536.5,0.0,4988794.0,0.0,0.0,0.0,20019536.5,0.0,4988794.0
24,24,0,0.0,0.0,0.0,20019536.5,0.0,4988794.0,0.0,0.0,0.0,20019536.5,0.0,4988794.0
25,25,10007948,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0
26,26,0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0
27,27,0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0
28,28,0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0,0.0,10007948.0,0.0,20019536.5,0.0,4988794.0
29,29,0,0.0,10007948.0,0.0,19993626.5,0.0,4988794.0,0.0,10007948.0,0.0,19993626.5,0.0,4988794.0
30,30,0,0.0,10007948.0,0.0,19993626.5,0.0,4988794.0,0.0,10007948.0,0.0,19993626.5,0.0,4988794.0
31,31,0,9996408.0,11540.0,0.0,19993626.5,0.0,4988794.0,9996408.0,11540.0,0.0,19993626.5,0.0,4988794.0
32,32,9998461,10001789.0,8212.0,10001106.0,9992520.5,0.0,4988794.0,10001789.0,8212.0,10001106.0,9992520.5,0.0,4988794.0
33,33,0,0.0,8212.0,9992520.5,0.0,0.0,4988794.0,0.0,8212.0,9992520.5,0.0,0.0,4988794.0
34,34,10002147,0.0,10764.0,0.0,0.0,0.0,4988794.0,0.0,10764.0,0.0,0.0,0.0,4988794.0
35,35,10002566,0.0,10000446.0,0.0,0.0,0.0,14990460.0,0.0,10000446.0,0.0,0.0,0.0,14990460.0
36,36,0,0.0,10000446.0,0.0,0.0,0.0,14990460.0,0.0,10000446.0,0.0,0.0,0.0,14990460.0
37,37,0,0.0,10000446.0,0.0,0.0,0.0,14990460.0,0.0,10000446.0,0.0,0.0,0.0,14990460.0
38,38,0,10000446.0,0.0,11439.5,9985536.5,0.0,14990460.0,10000446.0,0.0,11439.5,9985536.5,0.0,14990460.0
39,39,0,0.0,0.0,0.0,9985536.5,0.0,5019300.0,0.0,0.0,0.0,9985536.5,0.0,5019300.0
40,40,0,0.0,0.0,9985536.5,0.0,0.0,5019300.0,0.0,0.0,9985536.5,0.0,0.0,5019300.0
41,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,0,0.0,0.0,9999984.0,0.0,0.0,0.0,0.0,0.0,9999984.0,0.0,0.0,0.0
48,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,9999595,9999595.0,0.0,0.0,0.0,5017704.0,0.0,9999595.0,0.0,0.0,0.0,5017704.0,0.0
56,56,9998701,12884.0,0.0,0.0,0.0,9994054.0,0.0,12884.0,0.0,0.0,0.0,9994054.0,0.0
57,57,0,0.0,0.0,25910.0,9978257.0,0.0,0.0,0.0,0.0,25910.0,9978257.0,0.0,0.0
58,58,0,0.0,0.0,0.0,9978257.0,10001103.0,0.0,0.0,0.0,0.0,9978257.0,10001103.0,0.0
59,59,0,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
60,60,0,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
61,61,0,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
62,62,0,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
63,63,0,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
64,64,9998974,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
65,65,9997581,0.0,0.0,0.0,9978257.0,0.0,0.0,0.0,0.0,0.0,9978257.0,0.0,0.0
66,66,9997003,0.0,9985889.0,0.0,9997928.0,0.0,0.0,0.0,9985889.0,0.0,9997928.0,0.0,0.0
67,67,0,0.0,9985889.0,0.0,9997928.0,0.0,0.0,0.0,9985889.0,0.0,9997928.0,0.0,0.0
68,68,10000157,0.0,9981305.0,0.0,9997928.0,0.0,0.0,0.0,9981305.0,0.0,9997928.0,0.0,0.0
69,69,0,0.0,9981305.0,0.0,9997928.0,0.0,0.0,0.0,9981305.0,0.0,9997928.0,0.0,0.0
70,70,0,0.0,9981305.0,0.0,9997928.0,0.0,0.0,0.0,9981305.0,0.0,9997928.0,0.0,0.0
71,71,0,0.0,9981305.0,0.0,4142.0,0.0,0.0,0.0,9981305.0,0.0,4142.0,0.0,0.0
72,72,0,0.0,9981305.0,0.0,4142.0,0.0,0.0,0.0,9981305.0,0.0,4142.0,0.0,0.0
73,73,0,0.0,9981305.0,0.0,4142.0,0.0,0.0,0.0,9981305.0,0.0,4142.0,0.0,0.0
74,74,0,0.0,9981305.0,0.0,4142.0,0.0,0.0,0.0,9981305.0,0.0,4142.0,0.0,0.0
75,75,9998366,0.0,19979671.0,0.0,4142.0,0.0,0.0,0.0,19979671.0,0.0,4142.0,0.0,0.0
