;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;10001760;0;23056540;0,0;0,0;0,0;0,0;0,0;10001760,0;0,0;0,0;0,0
2;3;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;10001760,0;0,0;0,0;0,0
3;4;0;9999547;9999468;23056540;0,0;0,0;0,0;0,0;0,0;20001307,0;9999468,0;0,0;0,0
4;5;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;20001307,0;0,0;0,0;0,0
5;6;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;20001307,0;0,0;0,0;0,0
6;7;0;0;10003861;23056540;0,0;0,0;0,0;0,0;0,0;20001307,0;10003861,0;0,0;0,0
7;8;0;0;0;23056540;0,0;0,0;0,0;10000004,0;0,0;10001303,0;0,0;0,0;0,0
8;9;0;0;0;23056540;0,0;0,0;0,0;10001303,0;0,0;0,0;0,0;0,0;0,0
9;10;9997789;0;0;23056540;4997271,0;0,0;5000518,0;0,0;0,0;0,0;0,0;0,0;0,0
10;11;0;0;0;23056540;0,0;0,0;5000518,0;0,0;0,0;0,0;0,0;0,0;0,0
11;12;0;0;0;23056540;5000518,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
12;13;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
13;14;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
14;15;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
15;16;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
16;17;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
17;18;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
18;19;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
19;20;0;9998000;9996893;23056540;0,0;0,0;0,0;9998000,0;0,0;0,0;9996893,0;0,0;0,0
20;21;0;0;9999768;23056540;0,0;0,0;0,0;0,0;0,0;0,0;9999768,0;0,0;0,0
21;22;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
22;23;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
23;24;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
24;25;0;0;0;23056540;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
25;26;10003188;0;10000563;23056540;3062049,0;0,0;6941139,0;0,0;0,0;0,0;4996752,0;0,0;5003811,0
26;27;9996013;0;9995679;23056540;11939880,0;0,0;4997272,0;0,0;0,0;0,0;0,0;0,0;14999490,0
27;28;0;0;0;23056540;0,0;0,0;4997272,0;0,0;0,0;0,0;0,0;0,0;14999490,0
28;29;0;0;0;23056540;0,0;0,0;4997272,0;0,0;0,0;0,0;0,0;0,0;14999490,0
29;30;0;0;0;23056540;0,0;0,0;4997272,0;0,0;0,0;0,0;0,0;0,0;14999490,0
30;31;0;0;9997280;23056540;0,0;4997271,0;1,0;0,0;0,0;0,0;0,0;0,0;24996770,0
31;32;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;24996770,0
32;33;10001762;0;0;23056540;0,0;5000518,0;5001245,0;0,0;0,0;0,0;0,0;0,0;24996770,0
33;34;0;0;10001357;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;34998127,0
34;35;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;34998127,0
35;36;0;10002451;0;23056540;0,0;0,0;5001245,0;2447,0;10000004,0;0,0;0,0;0,0;34998127,0
36;37;0;10001303;0;23056540;0,0;0,0;5001245,0;0,0;10001303,0;0,0;0,0;0,0;34998127,0
37;38;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;34998127,0
38;39;0;0;9999157;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;44997284,0
39;40;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;44997284,0
40;41;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;0,0;0,0;0,0;44997284,0
41;42;0;9994078;0;23056540;0,0;0,0;5001245,0;5006149,0;0,0;4987929,0;9998174,0;0,0;34999110,0
42;43;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;4987929,0;0,0;0,0;34999110,0
43;44;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;4987929,0;0,0;0,0;34999110,0
44;45;0;0;0;23056540;0,0;0,0;5001245,0;0,0;0,0;4987929,0;0,0;0,0;34999110,0
45;46;0;10003966;0;23056540;0,0;0,0;5001245,0;0,0;0,0;14991895,0;0,0;0,0;34999110,0
46;47;10000685;9993018;0;23056540;0,0;3062049,0;11939881,0;9996933,0;0,0;14987980,0;9997558,0;0,0;25001552,0
47;48;0;0;0;23056540;0,0;11939880,0;1,0;0,0;9998000,0;4989980,0;0,0;0,0;25001552,0
48;49;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;4989980,0;0,0;0,0;25001552,0
49;50;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;4989980,0;0,0;0,0;25001552,0
50;51;0;0;0;23056540;0,0;0,0;1,0;4989980,0;0,0;0,0;0,0;0,0;25001552,0
51;52;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;25001552,0
52;53;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;25001552,0
53;54;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;25001552,0
54;55;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;25001552,0
55;56;0;0;0;23056540;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;25001552,0
56;57;0;10001900;0;23056540;0,0;0,0;1,0;5009753,0;0,0;4992147,0;0,0;0,0;25001552,0
