;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;10004377;0;0;25833585;10004376,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
2;3;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
3;4;0;10000163;0;25833585;0,0;0,0;1,0;10000163,0;0,0;0,0;0,0;0,0;0,0
4;5;0;9993294;0;25833585;0,0;0,0;1,0;9993292,0;0,0;2,0;0,0;0,0;0,0
5;6;0;0;0;25833585;0,0;0,0;1,0;1,0;0,0;1,0;0,0;0,0;0,0
6;7;0;10001603;0;25833585;0,0;0,0;1,0;9995288,0;0,0;6316,0;0,0;0,0;0,0
7;8;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;6316,0;0,0;0,0;0,0
8;9;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;6316,0;0,0;0,0;0,0
9;10;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;6316,0;0,0;0,0;0,0
10;11;0;0;10004420;25833585;0,0;0,0;1,0;1,0;0,0;6315,0;10004420,0;0,0;0,0
11;12;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;6315,0;0,0;0,0;0,0
12;13;9995135;9998919;10000960;25833585;1,0;0,0;9995135,0;1,0;0,0;10005233,0;10000960,0;0,0;0,0
13;14;9997868;0;0;25833585;10001429,0;0,0;9991574,0;0,0;0,0;10005233,0;0,0;0,0;0,0
14;15;0;0;0;25833585;0,0;0,0;9991574,0;10005231,0;0,0;2,0;0,0;0,0;0,0
15;16;0;0;0;25833585;9991574,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
16;17;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
17;18;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
18;19;10001091;9999377;0;25833585;0,0;0,0;10001091,0;1,0;0,0;9999378,0;0,0;0,0;0,0
19;20;9997255;0;0;25833585;0,0;0,0;19998346,0;0,0;0,0;9999378,0;0,0;0,0;0,0
20;21;0;0;9997344;25833585;0,0;0,0;19998346,0;0,0;0,0;9999378,0;9997344,0;0,0;0,0
21;22;0;0;9997950;25833585;0,0;0,0;19998346,0;0,0;0,0;9999378,0;9997950,0;0,0;0,0
22;23;0;10002695;0;25833585;1,0;10004376,0;9993969,0;1,0;0,0;20002072,0;0,0;0,0;0,0
23;24;0;0;0;25833585;0,0;0,0;9993969,0;0,0;0,0;20002072,0;0,0;0,0;0,0
24;25;10000741;0;0;25833585;10009380,0;0,0;9985330,0;0,0;0,0;20002072,0;0,0;0,0;0,0
25;26;0;0;0;25833585;0,0;0,0;9985330,0;0,0;0,0;20002072,0;0,0;0,0;0,0
26;27;0;0;0;25833585;0,0;0,0;9985330,0;0,0;0,0;20002072,0;0,0;0,0;0,0
27;28;10002973;0;0;25833585;9990539,0;0,0;9997764,0;0,0;0,0;20002072,0;0,0;0,0;0,0
28;29;0;0;0;25833585;0,0;0,0;9997764,0;0,0;0,0;20002072,0;0,0;0,0;0,0
29;30;0;0;0;25833585;9997763,0;0,0;1,0;0,0;0,0;20002072,0;0,0;0,0;0,0
30;31;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;20002072,0;0,0;0,0;0,0
31;32;0;0;0;25833585;0,0;0,0;1,0;0,0;10000163,0;10001909,0;0,0;0,0;0,0
32;33;0;0;0;25833585;0,0;0,0;1,0;0,0;9993292,0;8617,0;0,0;0,0;0,0
33;34;0;10002860;0;25833585;0,0;1,0;0,0;0,0;1,0;10011476,0;0,0;0,0;0,0
34;35;10001430;0;0;25833585;0,0;10001429,0;1,0;16187,0;9995288,0;1,0;0,0;0,0;0,0
35;36;0;0;0;25833585;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
36;37;9999526;0;10004106;25833585;7952,0;9991574,0;0,0;0,0;0,0;1,0;10004106,0;0,0;0,0
37;38;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
38;39;0;9999273;0;25833585;0,0;0,0;0,0;9999272,0;1,0;1,0;0,0;0,0;0,0
39;40;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
40;41;0;0;0;25833585;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0
41;42;0;0;9996311;25833585;0,0;0,0;0,0;0,0;0,0;0,0;9996311,0;0,0;0,0
42;43;0;10005233;0;25833585;0,0;0,0;0,0;0,0;10005231,0;2,0;0,0;0,0;0,0
43;44;9997001;0;0;25833585;9997000,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
44;45;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
45;46;10009380;0;0;25833585;0,0;10009380,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
46;47;0;0;0;25833585;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0
47;48;0;0;9997507;25833585;0,0;0,0;0,0;0,0;0,0;1,0;9997507,0;0,0;0,0
48;49;10001580;0;0;25833585;11041,0;9990539,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
49;50;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
50;51;9997764;0;0;25833585;0,0;9997763,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0
51;52;10004360;0;0;25833585;4992233,0;0,0;5012128,0;0,0;0,0;0,0;0,0;0,0;0,0
52;53;0;0;0;25833585;0,0;0,0;5012128,0;0,0;0,0;0,0;0,0;0,0;0,0
53;54;0;0;0;25833585;0,0;0,0;5012128,0;0,0;0,0;0,0;0,0;0,0;0,0
54;55;0;0;0;25833585;0,0;0,0;5012128,0;0,0;0,0;0,0;0,0;0,0;0,0
55;56;0;0;0;25833585;0,0;0,0;5012128,0;0,0;0,0;0,0;0,0;0,0;0,0
56;57;9998855;0;9998224;25833585;0,0;1,0;15010982,0;0,0;0,0;0,0;9998224,0;0,0;0,0
57;58;0;0;0;25833585;0,0;7952,0;15003030,0;0,0;0,0;0,0;0,0;0,0;0,0
58;59;0;0;0;25833585;0,0;0,0;15003030,0;0,0;0,0;0,0;0,0;0,0;0,0
59;60;0;0;0;25833585;10000382,0;0,0;5002648,0;0,0;0,0;0,0;0,0;0,0;0,0
60;61;0;0;10001898;25833585;5002648,0;0,0;0,0;0,0;0,0;0,0;10001898,0;0,0;0,0
61;62;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
62;63;0;9997565;9994412;25833585;0,0;0,0;0,0;4996894,0;16187,0;4984484,0;1200,0;0,0;9993212,0
63;64;9999835;0;0;25833585;4998585,0;0,0;5001250,0;0,0;0,0;4984484,0;0,0;0,0;9993212,0
64;65;9999026;10004794;10000622;25833585;0,0;9997000,0;5003276,0;1,0;0,0;14989277,0;0,0;0,0;19993834,0
65;66;0;0;0;25833585;0,0;0,0;5003276,0;0,0;0,0;14989277,0;0,0;0,0;19993834,0
66;67;0;0;0;25833585;0,0;0,0;5003276,0;0,0;9999272,0;4990005,0;0,0;0,0;19993834,0
67;68;0;9999482;0;25833585;0,0;0,0;5003276,0;0,0;0,0;14989487,0;0,0;0,0;19993834,0
68;69;0;10000801;0;25833585;0,0;0,0;5003276,0;0,0;0,0;24990288,0;0,0;0,0;19993834,0
69;70;0;0;9999631;25833585;0,0;11041,0;4992235,0;0,0;0,0;24990288,0;0,0;0,0;29993465,0
70;71;0;0;0;25833585;1,0;0,0;4992234,0;1,0;0,0;24990287,0;0,0;0,0;29993465,0
71;72;0;0;0;25833585;0,0;0,0;4992234,0;9994570,0;0,0;14995717,0;0,0;0,0;29993465,0
72;73;0;0;10000833;25833585;0,0;4992233,0;1,0;0,0;0,0;14995717,0;0,0;0,0;39994298,0
73;74;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;14995717,0;0,0;0,0;39994298,0
74;75;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;14995717,0;0,0;0,0;39994298,0
75;76;0;0;9998300;25833585;0,0;0,0;1,0;0,0;0,0;14995717,0;0,0;0,0;49992598,0
76;77;0;0;0;25833585;0,0;0,0;1,0;9998822,0;0,0;4996895,0;0,0;0,0;49992598,0
77;78;0;0;10000383;25833585;0,0;0,0;1,0;0,0;0,0;4996895,0;9997890,0;0,0;49995091,0
78;79;0;0;10004444;25833585;0,0;0,0;1,0;0,0;0,0;4996895,0;0,0;0,0;59999535,0
79;80;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;4996895,0;0,0;0,0;59999535,0
80;81;10000381;0;0;25833585;0,0;10000382,0;0,0;0,0;0,0;4996895,0;0,0;0,0;59999535,0
81;82;10001235;0;0;25833585;0,0;5002648,0;4998587,0;0,0;0,0;4996895,0;0,0;0,0;59999535,0
82;83;0;0;0;25833585;0,0;0,0;4998587,0;0,0;0,0;4996895,0;0,0;0,0;59999535,0
83;84;0;0;10000469;25833585;0,0;0,0;4998587,0;0,0;0,0;4996895,0;0,0;0,0;70000004,0
84;85;0;0;0;25833585;0,0;4998585,0;2,0;0,0;0,0;4996895,0;0,0;0,0;70000004,0
85;86;0;0;0;25833585;0,0;0,0;2,0;0,0;0,0;4996895,0;10001715,0;0,0;59998289,0
86;87;0;0;0;25833585;0,0;0,0;2,0;0,0;0,0;4996895,0;10001098,0;0,0;49997191,0
87;88;0;0;0;25833585;1,0;0,0;1,0;0,0;0,0;4996895,0;0,0;0,0;49997191,0
88;89;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;4996895,0;0,0;10004420,0;39992771,0
89;90;0;0;0;25833585;0,0;0,0;1,0;0,0;0,0;4996895,0;0,0;0,0;39992771,0
90;91;0;0;0;25833585;1,0;0,0;0,0;0,0;4996894,0;1,0;0,0;10000960,0;29991811,0
91;92;10000821;0;9997724;25833585;1063,0;1,0;9999757,0;0,0;0,0;1,0;0,0;0,0;39989535,0
92;93;0;0;10000827;25833585;0,0;0,0;9999757,0;0,0;1,0;0,0;9998190,0;0,0;39992172,0
93;94;0;0;0;25833585;0,0;0,0;9999757,0;0,0;0,0;0,0;0,0;0,0;39992172,0
94;95;0;0;10000050;25833585;0,0;0,0;9999757,0;0,0;0,0;0,0;0,0;0,0;49992222,0
95;96;0;0;0;25833585;9999757,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49992222,0
96;97;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49992222,0
97;98;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49992222,0
98;99;0;10000179;10005431;25833585;0,0;0,0;0,0;10000177,0;1,0;1,0;0,0;9997344,0;50000309,0
99;100;0;9994571;0;25833585;0,0;0,0;0,0;1,0;9994570,0;1,0;0,0;9997950,0;40002359,0
100;101;0;9997624;0;25833585;0,0;0,0;0,0;9997625,0;0,0;0,0;0,0;0,0;40002359,0
101;102;0;10002524;0;25833585;0,0;0,0;0,0;10002524,0;0,0;0,0;9999986,0;0,0;30002373,0
102;103;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30002373,0
103;104;0;0;0;25833585;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30002373,0
