,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
4,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
6,7,0,9998556,0,0.0,0.0,0.0,6221428.0,0.0,3777128.0,0.0,0.0,0.0,16221604
7,8,0,0,0,0.0,0.0,0.0,3769687.0,0.0,7441.0,0.0,0.0,0.0,16221604
8,9,0,0,0,0.0,0.0,0.0,0.0,0.0,7441.0,0.0,0.0,0.0,16221604
9,10,9999244,0,0,9999244.0,0.0,0.0,1.0,0.0,7440.0,0.0,0.0,0.0,16221604
10,11,0,10000339,9993955,0.0,0.0,0.0,1.0,0.0,10007778.0,9993955.0,0.0,0.0,16221604
11,12,0,0,0,0.0,0.0,0.0,0.0,0.0,10007778.0,0.0,0.0,0.0,16221604
12,13,0,0,0,0.0,0.0,0.0,0.0,0.0,10007778.0,0.0,0.0,0.0,16221604
13,14,10006056,0,0,10000174.0,0.0,5882.0,0.0,0.0,10007778.0,0.0,0.0,0.0,16221604
14,15,0,9992997,0,0.0,0.0,5882.0,0.0,0.0,20000775.0,0.0,0.0,0.0,16221604
15,16,0,0,0,0.0,0.0,5882.0,0.0,0.0,20000775.0,0.0,0.0,0.0,16221604
16,17,0,0,10000468,0.0,0.0,5882.0,1.0,0.0,20000774.0,9997017.0,0.0,3451.0,16221604
17,18,0,0,0,0.0,0.0,5882.0,0.0,0.0,20000774.0,0.0,0.0,3451.0,16221604
18,19,0,0,0,0.0,0.0,5882.0,1.0,0.0,20000773.0,0.0,0.0,3451.0,16221604
19,20,0,0,0,0.0,0.0,5882.0,10005303.0,0.0,9995470.0,0.0,0.0,3451.0,16221604
20,21,9997976,0,0,0.0,0.0,10003858.0,9995470.0,0.0,0.0,3451.0,0.0,0.0,16221604
21,22,0,9999676,0,0.0,0.0,10003858.0,2.0,0.0,9999674.0,0.0,0.0,0.0,16221604
22,23,0,0,0,0.0,0.0,10003858.0,0.0,0.0,9999674.0,0.0,0.0,0.0,16221604
23,24,0,0,0,0.0,0.0,10003858.0,0.0,0.0,9999674.0,0.0,0.0,0.0,16221604
24,25,0,0,0,0.0,0.0,10003858.0,0.0,0.0,9999674.0,0.0,0.0,0.0,16221604
25,26,0,9997698,9999461,0.0,0.0,10003858.0,10002821.0,0.0,9994551.0,10921.0,0.0,9988540.0,16221604
26,27,0,0,0,0.0,0.0,10003858.0,0.0,0.0,9994551.0,9988540.0,0.0,0.0,16221604
27,28,9995561,0,0,0.0,0.0,19999419.0,0.0,0.0,9994551.0,0.0,0.0,0.0,16221604
28,29,0,0,0,0.0,0.0,19999419.0,0.0,0.0,9994551.0,0.0,0.0,0.0,16221604
29,30,0,0,0,0.0,0.0,19999419.0,0.0,0.0,9994551.0,0.0,0.0,0.0,16221604
30,31,0,0,0,0.0,9999244.0,10000175.0,3433.0,0.0,9991118.0,0.0,0.0,0.0,16221604
31,32,0,0,0,0.0,0.0,10000175.0,1.0,0.0,9991117.0,0.0,0.0,0.0,16221604
32,33,0,0,0,0.0,0.0,10000175.0,0.0,0.0,9991117.0,0.0,0.0,0.0,16221604
33,34,0,0,0,0.0,0.0,10000175.0,0.0,0.0,9991117.0,0.0,0.0,0.0,16221604
34,35,0,0,0,0.0,10000174.0,1.0,0.0,6221428.0,3769689.0,0.0,0.0,0.0,16221604
35,36,0,0,0,0.0,0.0,1.0,0.0,3769687.0,2.0,0.0,0.0,0.0,16221604
36,37,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,16221604
37,38,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16221604
38,39,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16221604
39,40,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
40,41,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
41,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
42,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
43,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
44,45,0,9999694,0,0.0,0.0,0.0,9999691.0,1.0,2.0,0.0,0.0,0.0,16221604
45,46,9999494,0,0,9999494.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16221604
46,47,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16221604
47,48,0,10005303,0,0.0,0.0,0.0,0.0,10005303.0,0.0,0.0,0.0,0.0,16221604
48,49,0,10001273,0,0.0,0.0,0.0,5800.0,9995470.0,3.0,0.0,0.0,0.0,16221604
49,50,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,16221604
50,51,9995960,0,0,3772154.0,0.0,6223806.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
51,52,0,0,0,0.0,0.0,6223806.0,1.0,0.0,0.0,0.0,0.0,0.0,16221604
52,53,0,0,0,0.0,0.0,6223806.0,0.0,0.0,0.0,0.0,0.0,0.0,16221604
53,54,0,10002824,0,0.0,0.0,6223806.0,0.0,10002821.0,3.0,0.0,0.0,0.0,16221604
54,55,0,0,10002206,6219398.0,0.0,4408.0,0.0,0.0,3.0,10002206.0,0.0,0.0,16221604
55,56,0,0,0,0.0,0.0,4408.0,0.0,0.0,3.0,0.0,0.0,0.0,16221604
56,57,0,0,0,4408.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16221604
57,58,0,0,10000346,0.0,0.0,0.0,0.0,0.0,3.0,10000346.0,0.0,0.0,16221604
58,59,0,10002591,0,0.0,0.0,0.0,9999159.0,3433.0,2.0,0.0,0.0,0.0,16221604
59,60,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16221604
60,61,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
61,62,10000477,0,0,10000476.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
62,63,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
63,64,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
64,65,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16221604
