instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value,2c vs c,3c vs 2c,4c vs 3c,5c vs 4c,6c vs 5c,7c vs 6c,8c vs 7c,9c vs 8c,10c vs 9c ,,Valori medi,
893,69670126196,55242353277,47469910162,43584405881,43575747001,43575745109,43575747052,43575746874,43575746926,43575745057,"26,12%","16,37%","8,91%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
894,106591273524,86681200476,85540247508,85492462294,85483568456,85483568489,85483568488,85483568456,85483568517,85483568457,"22,97%","1,33%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
895,114305975670,59872697072,51230196192,49681103158,49668602896,49663880946,49662204397,49662204400,49662204391,49662204414,"90,92%","16,87%","3,12%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
896,110195373747,51962943934,51488370174,51445956349,51439685565,51434741346,51434417300,51434417235,51434417196,51434417236,"112,07%","0,92%","0,08%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
897,99569330175,47728894701,47592676021,47551099412,47537182741,47532569801,47530255863,47530255874,47530255876,47530255876,"108,61%","0,29%","0,09%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
898,86226499517,51951660326,50306803895,50267240949,50256256057,50251478409,50250138718,50250138708,50250138712,50250138712,"65,97%","3,27%","0,08%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
899,106621685709,60320411926,55741928051,55702929174,55686978864,55686978864,55686978900,55686978900,55686978884,55686978884,"76,76%","8,21%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
900,112760779290,74942657539,74769005693,74708058547,74680990545,74662768933,74652128800,74652128819,74652128778,74652128778,"50,46%","0,23%","0,08%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
901,116526833514,45719358414,45549664455,45517564366,45502010134,45502010134,45502010134,45502010134,45502010134,45502010134,"154,87%","0,37%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
902,140715696143,103936551153,101215668387,101204943468,101199156915,101199156915,101199156915,101199156915,101199156915,101199156915,"35,39%","2,69%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
903,154863489637,81478074337,81291130281,81261127654,81241142569,81241139009,81241139133,81241140814,81241139021,81241139002,"90,07%","0,23%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
904,149168207193,50457776545,48944101489,48909479317,48900826305,48900826358,48900824501,48900824481,48900824466,48900826369,"195,63%","3,09%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
905,88722396257,47296865757,46041900467,45993333692,45974311293,45969924357,45966254669,45966254669,45966254636,45966254572,"87,59%","2,73%","0,11%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
906,85256192675,78396062680,78278533179,78251006172,78241006491,78241006491,78241006492,78241006487,78241006487,78241006521,"8,75%","0,15%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
907,108545423559,48912793665,43331001554,43277000209,43245007698,43240999051,43236998803,43234999893,43235001708,43234999937,"121,92%","12,88%","0,12%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
908,137543249783,54586185773,54393120470,54349361948,54333583084,54328801641,54324856926,54322472500,54322472499,54322472499,"151,97%","0,35%","0,08%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
909,135966435755,50179753897,49969505263,49911804805,49893928252,49893928189,49893928217,49893928202,49893928244,49893928191,"170,96%","0,42%","0,12%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
910,84834423858,45749167167,45603137374,45579141584,45571145037,45571145040,45571145047,45571145029,45571145018,45571145015,"85,43%","0,32%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
911,66738057632,54814091880,46475829765,44666027817,44651364528,44651364533,44651364551,44651364551,44651364522,44651364517,"21,75%","17,94%","4,05%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
912,133344652346,117685172324,114369217971,114349114970,114334918689,114334918689,114334918689,114334918689,114334918689,114334918689,"13,31%","2,90%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
913,108296227135,49537514982,44931938750,44891086938,44874436681,44874436681,44874436681,44874436681,44874436681,44874436681,"118,61%","10,25%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
914,132998287879,47861668473,47680973781,47644759476,47622987340,47622987340,47622987340,47622987228,47622987228,47622987228,"177,88%","0,38%","0,08%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
915,114206031554,72337802603,72200326314,72171166503,72162001923,72157835177,72157822439,72157822435,72157822445,72157822436,"57,88%","0,19%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
916,119049023276,46307478022,45705201818,45654730299,45631499631,45623388226,45615276873,45612055788,45612055788,45612055760,"157,08%","1,32%","0,11%","0,05%","0,02%","0,02%","0,01%","0,00%","0,00%",,,
917,118250268255,39327549571,39160487040,39146486301,39132485600,39122486153,39122486128,39122486128,39122486067,39122486178,"200,68%","0,43%","0,04%","0,04%","0,03%","0,00%","0,00%","0,00%","0,00%",,,
918,88501214483,40499183854,40322669850,40273494196,40265827694,40261169389,40257336131,40254175022,40254175022,40254175022,"118,53%","0,44%","0,12%","0,02%","0,01%","0,01%","0,01%","0,00%","0,00%",,,
919,61973236840,44774800013,44668248532,44643550084,44634266471,44631230925,44631229044,44631229099,44631229020,44631229020,"38,41%","0,24%","0,06%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
920,66353686370,45067454262,44983231998,44952390237,44945736873,44945738749,44945736918,44945738757,44945738770,44945738719,"47,23%","0,19%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
921,95077247486,69082977503,68936536352,68899533716,68899533703,68899533703,68899533703,68899533775,68899533720,68899533746,"37,63%","0,21%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
922,91676003360,52275090443,52169356033,52130702402,52130700524,52130700550,52130700639,52130702405,52130702565,52130700539,"75,37%","0,20%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
923,115700367890,71520544019,63088284617,63041954058,63031621148,63023284752,63023286636,63023282922,63023282922,63023282967,"61,77%","13,37%","0,07%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
924,82607152565,49967772115,49846179421,49808048311,49796084137,49786306519,49784976327,49784976327,49784976306,49784976306,"65,32%","0,24%","0,08%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
925,77483934934,49717192644,49589032746,49534211747,49525388279,49520555100,49519571886,49519571886,49519571905,49519571905,"55,85%","0,26%","0,11%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
926,60669715942,46977428657,46454743046,46407774481,46399809347,46399809347,46399809335,46399809335,46399809335,46399809321,"29,15%","1,13%","0,10%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
927,114349229619,104205512350,99420462263,95121851331,94312529254,94304423555,94303097206,94303097223,94303097227,94303097227,"9,73%","4,81%","4,52%","0,86%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
928,124387619623,56310015116,56149511955,56056240157,56056240164,56056240157,56056240144,56056240147,56056240163,56056240145,"120,90%","0,29%","0,17%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
929,137579465067,56501664964,56373075260,56335314519,56331418310,56331420138,56331420138,56331418332,56331418332,56331418325,"143,50%","0,23%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
930,118360678505,55937878982,55845052784,55810901376,55796663005,55790574335,55790574335,55790574335,55790574335,55790574335,"111,59%","0,17%","0,06%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
931,70696376706,47178457574,43476512115,43427216491,43406895608,43402560436,43398563324,43398561504,43398561504,43398563269,"49,85%","8,51%","0,11%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
932,81856918321,47288960755,42195730729,42116461341,42063637437,42063637437,42063637437,42063637398,42063637398,42063637396,"73,10%","12,07%","0,19%","0,13%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
933,92713516770,70641081418,68393539273,68347597686,68336097702,68333616219,68333616192,68333616183,68333616183,68333616183,"31,25%","3,29%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
934,95527278858,56347103142,52399973222,48545634807,45952826450,45948548773,45944271111,45944227070,45944227083,45944227070,"69,53%","7,53%","7,94%","5,64%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
935,75005912772,47309163489,46421702714,46395009109,46386892560,46382335271,46379664683,46379664649,46379662856,46379662856,"58,54%","1,91%","0,06%","0,02%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
936,65705656398,45475307712,44559814470,44539464573,44534136103,44534136103,44534136103,44534136103,44534136122,44534136118,"44,49%","2,05%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
937,87057045377,58272752060,46985549992,46902090641,46871613480,46862502866,46857165767,46857165767,46857165834,46857165834,"49,40%","24,02%","0,18%","0,07%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
938,71086795134,56097391442,47158881198,43898539735,43879510520,43875121959,43871470585,43871470585,43871470585,43871470585,"26,72%","18,95%","7,43%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
939,74998707288,49104928182,42598288070,42551015186,42534396599,42530121090,42525843728,42525793783,42525793783,42525793881,"52,73%","15,27%","0,11%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
940,58050540397,39419310023,39181707769,39126812541,39098361375,39098361380,39098359597,39098359613,39098361380,39098361396,"47,26%","0,61%","0,14%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
941,64329990999,37978234267,37787183562,37741915163,37731250979,37728915071,37727911753,37727911786,37727911755,37727911755,"69,39%","0,51%","0,12%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
942,74481851670,37913010082,37491021576,37425487434,37405977219,37394389360,37386944864,37379500420,37379057082,37379057111,"96,45%","1,13%","0,18%","0,05%","0,03%","0,02%","0,02%","0,00%","0,00%",,,
943,76715898919,41051468284,40788923590,40742388568,40722724559,40719399056,40719399026,40719399026,40719399026,40719399088,"86,88%","0,64%","0,11%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
944,87331055747,47782746713,47617754835,47565545344,47547770258,47547770258,47547770267,47547770247,47547770244,47547770255,"82,77%","0,35%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
945,91275598920,50673552694,50470662767,50413768636,50409319510,50409319569,50409319510,50409319519,50409319555,50409319555,"80,12%","0,40%","0,11%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
946,151450174473,138134991896,138035658544,138008797701,138003575652,137999685619,137999685661,137999685630,137999685663,137999685638,"9,64%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
947,135821004034,53919229375,52804679305,52755463405,52750997015,52750997015,52750997017,52750997051,52750997038,52750997020,"151,90%","2,11%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
948,131914243056,57935458473,57804226330,57756345214,57751123220,57747231108,57747231108,57747231143,57747231126,57747231146,"127,69%","0,23%","0,08%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
949,94981664448,51271926993,51055266666,51004309276,51002093780,51002093780,51002093780,51002093780,51002093780,51002093780,"85,25%","0,42%","0,10%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
950,106477440883,54126930600,53994467379,53962542099,53958641111,53958641111,53958641111,53958641111,53958641111,53958641111,"96,72%","0,25%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
951,89014421028,50439771414,50358871409,50328895152,50328878118,50328878118,50328878065,50328878065,50328878106,50328878106,"76,48%","0,16%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
952,94952861524,52010849075,51870157901,51842147451,51842147437,51842147449,51842147405,51842147405,51842147431,51842147435,"82,56%","0,27%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
953,108397526647,79997774116,79921246022,79861913554,79859337026,79859337026,79859337031,79859337020,79859337010,79859337010,"35,50%","0,10%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
954,153562297062,89236039583,89110010313,89067504206,89058345203,89053511666,89052498778,89052498806,89052498805,89052498815,"72,09%","0,14%","0,05%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
955,155620666027,57111569525,56961868322,56922544738,56903881258,56903881258,56903881258,56903881258,56903881258,56903881258,"172,49%","0,26%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
956,132603272649,54430215795,54274327044,54233320182,54211441143,54207327992,54203218473,54201991155,54201991155,54201991155,"143,62%","0,29%","0,08%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
957,129252594968,75386810244,75245343704,75207355817,75188636416,75184358535,75180080697,75180026460,75180026460,75180026460,"71,45%","0,19%","0,05%","0,02%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
958,149896251295,55645643907,55500706643,55464088912,55457810755,55452866108,55452526398,55452526373,55452526391,55452526384,"169,38%","0,26%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
959,145285725240,50649004134,50441964510,50402298810,50392961661,50392961661,50392961661,50392961661,50392961661,50392961661,"186,85%","0,41%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
960,128335987293,65272277764,65089880382,65046307754,65027249672,65022860487,65019182646,65019182646,65019182646,65019182646,"96,62%","0,28%","0,07%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
961,120593687028,88524159233,88330494537,88296541942,88268927064,88266992590,88266992577,88266992695,88266992606,88266990739,"36,23%","0,22%","0,04%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
962,126570887286,49448034024,49316971112,49289216552,49280322326,49280320551,49280320551,49280320551,49280320559,49280320559,"155,97%","0,27%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
963,80485092291,45551219364,45336797834,45252920447,45215163094,45211847613,45211847597,45211847587,45211847569,45211847572,"76,69%","0,47%","0,19%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
964,89168667469,76319242697,76229851750,76188935454,76181829550,76181829550,76181829550,76181829550,76181829550,76181829550,"16,84%","0,12%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
965,71472973109,55823004944,51699806959,47690341503,46128673132,46128673132,46128673132,46128673132,46128673132,46128673132,"28,03%","7,98%","8,41%","3,39%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
966,87066796852,58914533554,55072805706,51312778222,47603153432,43911535149,43828209809,43811484115,43811484115,43811484115,"47,78%","6,98%","7,33%","7,79%","8,41%","0,19%","0,04%","0,00%","0,00%",,,
967,112630741087,89602400863,83544115459,83508965463,83495650544,83495650544,83495650544,83495650544,83495650544,83495650544,"25,70%","7,25%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
968,111825606470,52953371600,47887458460,47839675425,47821889814,47817445522,47814109324,47814109324,47814111083,47814111083,"111,18%","10,58%","0,10%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
969,168712143079,88644392797,87975333647,87927137279,87918258990,87918259120,87918260821,87918260864,87918259002,87918260864,"90,32%","0,76%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
970,123578497873,48813331887,47439750589,47411538858,47399100677,47399102485,47399102528,47399102522,47399100665,47399102532,"153,17%","2,90%","0,06%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
971,112860257556,47884217462,47735116184,47707908315,47692067560,47687789772,47683512059,47683462636,47683462636,47683462560,"135,69%","0,31%","0,06%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
972,74968307018,47311531543,47185489370,47158871325,47146534917,47139960147,47137624012,47137624001,47137624064,47137624037,"58,46%","0,27%","0,06%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
973,73466009757,42076047727,41927021887,41876913994,41850976434,41847371182,41847371182,41847371182,41847371182,41847371182,"74,60%","0,36%","0,12%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
974,71303169166,39207014510,38987258229,38916617051,38881118438,38874963016,38871018726,38868632253,38868630440,38868630454,"81,86%","0,56%","0,18%","0,09%","0,02%","0,01%","0,01%","0,00%","0,00%",,,
975,85917164757,42272722358,42095005936,42055564491,42036122867,42033339190,42033339190,42033339190,42033339259,42033339190,"103,24%","0,42%","0,09%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
976,151408637001,115904995882,113770157715,113724606878,113704614906,113700170600,113696840766,113696840673,113696838879,113696838812,"30,63%","1,88%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
977,142734684729,55392629257,55081485037,55011012376,54994747650,54989260781,54988929780,54988929782,54988929782,54988929789,"157,68%","0,56%","0,13%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
978,135622555014,47910608452,47674400646,47610359202,47587034577,47579588912,47575918754,47575918797,47575918751,47575918790,"183,07%","0,50%","0,13%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
979,62615474088,43336034535,43198030389,43159372169,43142710850,43136033852,43136033819,43136033868,43136033838,43136033847,"44,49%","0,32%","0,09%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
980,62275356425,39976235566,39849392127,39814628851,39794184736,39790073626,39789741792,39789743615,39789743690,39789741761,"55,78%","0,32%","0,09%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
