instance,c_optimal_value,1.1c_optimal_value,1.2c_optimal_value,1.3c_optimal_value,1.4c_optimal_value,1.5c_optimal_value,1.6c_optimal_value,1.7c_optimal_value,1.8c_optimal_value,1.9c_optimal_value,2c_optimal_value
,258.46612248282764,82.77732803237296,44.58120934817287,30.592224022494413,24.259930422626976,20.09329437079359,17.15221457718323,14.963346680280674,13.267346012522912,11.915667103200919,10.81420262992067
,318.02548421358364,97.50318972484743,56.53134963469815,36.42446989333103,26.0942204987129,20.560798706701775,17.519264118323072,15.258710323139724,13.510634889086893,12.125031347008129,10.996887624599706
,227.41493360654036,66.9770049079703,40.03327542031713,29.511279799736684,23.402444620714505,19.39541776441046,16.567119640599888,14.459815232785814,12.827003227861669,11.5260899311677,10.46373846877786
,226.78020572772226,95.42345177357412,57.00283546628569,37.95917873764504,27.78496713029611,22.18991820623404,18.294117978234063,15.820969824167914,13.906154144344017,12.380598109836738,11.136530366038684
,204.22108302854502,88.59216285665183,50.3253702152742,31.35424633202836,24.495097570595856,20.145192920078408,17.061186878182095,14.760605202849808,12.97814015493199,11.556148643070914,10.394761125922384
,187.45668563282644,75.96317586092394,48.17910764161235,34.42982042287972,26.222939617264643,20.885419656702414,17.566107566751786,15.085576375530456,13.159657698734977,11.621111521356495,10.405578152439608
,166.02213860602407,64.243912361005,39.527290526814504,28.47688283426451,22.637611780772055,18.77550869010989,16.04237860008144,14.000371821500849,12.416499336736576,11.151996686413717,10.119417424690754
,352.4581626310268,171.39698594661667,112.80140381905636,83.57562299987212,66.06987885294781,54.411714174369905,46.09220261380909,39.85690931240826,35.01124617456446,31.139728874015383,27.973189787662356
,368.9053341334915,132.91872509252119,60.80254057513209,41.43322031605059,30.062918381866616,23.448698132664195,19.67107414721142,16.8656046841609,14.699458126622863,12.974961104253294,11.57211997380805
,443.98855327622954,166.9963885505361,84.00958760964069,53.08791562828548,35.612510117724895,29.362514830924717,24.977148740714217,21.72834319554928,19.229249744177036,17.244561322642742,15.6294956903068
,401.3093863390816,142.41531762342515,70.07879224137844,42.423190046530735,27.486115980008346,22.05347283849992,18.70863753957083,16.240137147967395,14.342568732499341,12.851395622919553,11.642807375673028
,258.3633624709773,102.13358698815223,59.30843924846017,39.52331564937763,27.767670940364738,21.087018027288586,17.977915396438632,15.669683055240776,13.885777023111492,12.4654484279152,11.309472234341076
,246.26521819308417,103.27517077882543,59.238955659125814,38.60642670686757,26.4591610573664,19.375341564348734,16.455811043087973,14.315586558645386,12.6684762766273,11.361696156519246,10.299027060744432
,181.5765477466426,57.554649336668,37.38013835467771,27.784129998466046,22.1092322404562,18.359575499438442,15.69631953468782,13.708148106604037,12.167526508274976,10.938179936935459,9.934116087652201
,215.8575357003537,67.88445275758428,43.666330908226406,32.1230334877374,25.32170791978595,20.849101439624636,17.67225477797566,15.304443546766983,13.467999666046614,12.003654488056107,10.807728966248325
,295.855921501242,119.45518233426341,73.76636804729115,51.40231143493713,38.63853365790066,31.364789178085196,26.49196666920803,22.854177465091933,20.03507518848939,17.786158708301517,15.950675921691515
,253.4831796732172,103.14548627931255,66.42581896082832,48.257320333742385,37.40641646386197,30.19603396427883,25.070394014027247,21.235669783560734,18.258996777629314,15.881151433833889,13.937873908680482
,253.29607827640507,89.70640730989489,52.97622006860636,38.06574339465434,29.22310714413223,23.39459360236858,19.25973905839826,16.17247168024826,13.779032985485621,12.140114256455767,11.012910972745152
,242.86782388001038,110.33032146045548,71.33080719080147,51.993693096309066,40.434219481644796,33.259713498201904,28.445504297329588,24.848918950527732,22.05756560378533,19.832571408942506,18.014109776683483
,229.71589936578997,92.06437220213546,49.090401507723136,31.059233824681304,24.187120663195266,20.04621120501062,17.116127801008403,14.93309089345966,13.241766778653782,11.893687739376931,10.793562106724762
,296.33783426431773,122.94597102105787,65.8024062442605,40.26421986249471,29.272349783920973,24.21153217360474,20.646029812074612,17.994768920665884,15.946370321418044,14.316258884648803,12.987167334549222
,277.6817565819551,120.5635389274904,71.413031754866,48.19275014856507,37.46953380030046,30.37100459072297,25.33160237698603,21.57098603912206,18.659480576460837,16.339223502966302,14.445833662758977
,273.2463575800525,92.16286558150018,42.5801663930706,31.424272663039577,24.913023311392475,20.626247502066967,17.599480758832513,15.348730103255791,13.609062833383879,12.224108402635764,11.093702440927924
,276.64522846596935,91.99981505375679,44.13454581129465,30.88793655655661,24.214363930273237,20.034402706853133,17.079286635255176,14.885696172336306,13.19481153386971,11.849544570418258,10.752430552824023
,326.1742061628175,154.28007652091924,99.7522585891864,74.08360737358224,59.144403355080584,49.22145461505156,42.14596788692693,36.84756214246753,32.73342533383259,29.444939984488137,26.75565312419896
,330.0681285122767,113.24355102046178,69.24068123862794,50.14248359091475,38.808972384575846,31.319257209895824,25.999116744120784,22.02292562691199,18.943572164911814,16.49499164101834,14.4959127518655
,213.57518226953144,92.27773361179628,59.75355012534918,43.618414152656705,33.9678978140418,27.559471288215576,22.99234093037599,19.572819443937412,16.918601411134663,14.798435954720466,13.066060785688183
,253.68271898967268,114.80191188933735,69.20064921603965,46.76550000010482,33.4024971589328,24.58984064512958,18.34329126201072,15.563094562333768,13.547816875375409,11.945880076679774,10.64534733721093
,149.11853130176613,55.825008333941526,36.64941853111106,27.341823090721203,21.79307937320798,18.11153456550542,15.492418097116138,13.534099016368899,12.014172145131663,10.801528164506841,9.811164513964943
,146.3522727740535,55.925457793900925,36.862442011002095,27.44868137339856,21.869549082107277,18.187035734761267,15.566697068647187,13.604828390968455,12.081882425780696,10.864049807902363,9.868675419047348
,139.46244462754882,54.8889456486969,36.09716327213484,26.910841654938345,21.44242502047003,17.829182482327713,15.256296414791764,13.329442011988895,11.834619221036375,10.640621489542301,9.665976771877608
,177.21158378767583,60.119925646951586,38.873606039070864,28.95801565231193,23.076023854915242,19.179721725298837,16.40464979679035,14.32935425244981,12.71845412713067,11.432607712574406,10.386557464261982
,231.7933221694127,93.26661535976436,56.018954331718284,40.72478144221711,32.45136328329221,26.967495101536336,23.06959320795001,20.154018305430736,17.891332212918584,16.084494174288153,14.608444861226983
,288.7291932737839,112.46458597605604,58.20306838080943,35.026609087899494,25.618874729194435,21.1825687957084,18.065005200435184,15.746321558790603,13.952447131274457,12.529661930473699,11.370603617213217
,341.8594248938557,130.86422495929895,69.8715692957016,45.91536518796774,34.433094991949034,27.97322469401584,23.416010617716513,20.031764177298772,17.41204565947241,15.324464116667267,13.621973935061979
,252.29122263742588,87.51136551262513,53.81527378265787,38.98916772818436,30.186987406751665,24.3667483664052,20.233020967667514,17.144348624273803,14.752816861675386,12.846329873714492,11.290863777518526
,168.74701264942107,73.62769240963195,47.245258439087905,34.360530737600435,26.962553492671663,22.052000970706885,18.561918773694753,15.954328097313391,13.933132722414658,12.318287565967369,10.999099350040627
,230.71838335091337,58.654463370019904,37.97169069875835,28.18818222948765,22.401306569332494,18.569316674139557,15.851905673165254,13.828718083144627,12.268048822756077,11.025395853582296,10.010367792022784
,186.2369674241465,57.62657153897592,37.831832629962946,28.147427783524076,22.395348868023436,18.585452309095224,15.880736752283775,13.861077212821312,12.295914501365193,11.047351849043977,10.026797853904782
,182.05099305516904,57.21603975707292,37.38853187910302,27.746450919596494,22.031481102295913,18.251716819421677,15.573150233453054,13.592124501179095,12.064127622664987,10.843310546683911,9.84615204039991
,203.9006958901042,68.75347241235691,43.01366634620258,30.504873671138554,23.102038380341845,19.0342862295893,16.243059761492386,14.163953143636316,12.555756997348292,11.279165613907248,10.23717058505335
