instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value
765,86714140504.0,51150260274.0,51046158739.0,50987945865.0,50983164917.0,50983164900.0,50983164882.0,50983164890.0,50983164890.0,50983164892.0
766,85000926179.0,57172781162.0,50732222805.0,46811479920.0,44418265850.0,44418265841.0,44418265879.0,44418265879.0,44418265879.0,44418265828.0
767,67922904109.0,42367053161.0,40671706670.0,40655472707.0,40648359510.0,40648359480.0,40648359480.0,40648359480.0,40648359481.0,40648359481.0
768,78263247569.0,44938128178.0,43676224640.0,43644735665.0,43637398824.0,43637398814.0,43637398830.0,43637398828.0,43637398800.0,43637398828.0
769,110695357093.0,47794993915.0,47688434443.0,47660119341.0,47653463984.0,47653463972.0,47653464001.0,47653465821.0,47653463991.0,47653463991.0
770,133451291230.0,86066013852.0,85931680963.0,85890919820.0,85876976333.0,85875029205.0,85875031043.0,85875029221.0,85875031027.0,85875031027.0
771,132866196405.0,47267450388.0,45439940506.0,45371627919.0,45326750705.0,45310304867.0,45293862741.0,45288983956.0,45288983925.0,45288983958.0
772,170272243953.0,122442994452.0,120734697297.0,120694703640.0,120662713971.0,120662712215.0,120662712215.0,120662713944.0,120662713972.0,120662712165.0
773,143037137469.99997,72127828190.0,66457815891.0,66420826660.0,66398855174.0,66391860842.0,66387638603.0,66387197310.0,66387197259.0,66387197209.0
774,163769345639.0,50949560118.0,50803544450.0,50773560236.0,50765602320.0,50765602240.0,50765602250.0,50765602241.0,50765602257.0,50765602326.0
775,117085542387.0,47754841259.0,47601773527.0,47543493821.0,47523503619.0,47523503675.0,47523503672.0,47523503685.0,47523503666.0,47523503666.0
776,94226568314.99977,47955778724.0,46876763021.0,46849543576.0,46838433785.0,46838433775.0,46838433820.0,46838433825.0,46838433812.0,46838433806.0
777,102106963779.0,52745558816.0,48739394036.0,46936350939.0,46895702145.0,46887035665.0,46879052203.0,46879052203.0,46879052203.0,46879052146.0
778,136349917527.0,65239588094.0,54039024585.0,53734259229.0,53693787122.0,53693787177.0,53693787176.0,53693787183.0,53693787183.0,53693787183.0
779,122002531589.00003,48861122588.0,48573144329.0,48510179772.0,48488198766.0,48488198759.0,48488198768.0,48488198749.0,48488198701.0,48488198701.0
780,62733169193.0,42505704515.0,42325409054.0,42276088046.0,42247773729.0,42243440502.0,42239444203.0,42239444203.0,42239444203.0,42239444199.0
781,59030038156.0,40483067607.0,40345587253.0,40292139519.0,40262001777.0,40259935892.0,40259935892.0,40259935905.0,40259935905.0,40259935905.0
782,75559710945.0,45895653545.0,45768141841.0,45744532550.0,45733432967.0,45730657964.0,45730656100.0,45730656100.0,45730657908.0,45730656064.0
783,78155845383.0,45984285953.0,45838838110.0,45773957409.0,45750640998.0,45743860529.0,45741199697.0,45741199697.0,45741199697.0,45741199697.0
784,84633338436.0,46073364746.0,44773245626.0,44737581407.0,44727584829.0,44723251462.0,44719258193.0,44719258193.0,44719258193.0,44719258193.0
785,90922683779.0,51768308952.0,48117764787.0,48083264914.0,48070770441.0,48066272336.0,48063271324.0,48063273161.0,48063273170.0,48063273154.0
786,102149467605.0,49754435541.0,44365408982.0,44338164680.0,44325173476.0,44325173494.0,44325173494.0,44325173494.0,44325173494.0,44325173514.0
787,80035398660.0,60430657805.0,50082235552.0,50037810246.0,50027730509.0,50022952981.0,50021620487.0,50021620487.0,50021620473.0,50021620473.0
788,90774862915.0,61137984515.0,51791383638.0,51740456190.0,51733529793.0,51728585494.0,51728273866.0,51728273865.0,51728273885.0,51728273865.0
789,75680673746.0,53908969404.0,53818949023.0,53795279070.0,53788395791.0,53785619700.0,53785619783.0,53785619790.0,53785619750.0,53785619757.0
790,52613871250.0,42430988526.0,42304563754.0,42254061282.0,42239554774.0,42237040127.0,42237040151.0,42237040128.0,42237040073.0,42237040141.0
791,86940749132.99997,54416454983.0,54260652782.0,54205616477.0,54171062483.0,54163175034.0,54158897665.0,54158837567.0,54158837548.0,54158837571.0
792,100116675781.0,46313180977.0,46056555959.0,45985224185.0,45956907597.0,45952574444.0,45948578119.0,45948578119.0,45948578140.0,45948578146.0
793,148822770824.0,129137261375.0,129052070859.0,129019883706.0,129014717190.0,129010548625.0,129010548596.0,129010548599.0,129010548599.0,129010548632.0
794,134999620493.0,70815571376.0,69831898251.0,69782251445.0,69766463605.0,69764233479.0,69764233499.0,69764233499.0,69764233483.0,69764233483.0
795,143276985014.0,54746901272.0,54498949477.0,54437250182.0,54430080492.0,54425136016.0,54424805665.0,54424805644.0,54424805631.0,54424805631.0
796,94949867884.0,65045082063.0,64902180655.0,64865187669.0,64852204184.0,64852202263.0,64852202307.0,64852204153.0,64852206005.0,64852206005.0
797,96856288485.99997,76535046208.0,74796060229.0,74767945635.0,74759054510.0,74759056314.0,74759054503.0,74759054503.0,74759058347.0,74759054530.0
798,102871800294.0,44899026431.0,40588426950.0,40549439101.0,40537939007.0,40532438030.0,40530439867.0,40530439832.0,40530439867.0,40530439867.0
799,113993362362.0,43637969399.0,41283974619.0,41237806375.0,41218639941.0,41214474993.0,41214474993.0,41214474929.0,41214474993.0,41214474993.0
800,138172430926.0,137120530805.0,137020217196.0,136988337153.0,136970575596.0,136970575615.0,136970575600.0,136970575617.0,136970575598.0,136970575598.0
801,106806908002.0,49355785809.0,49201938526.0,49164723721.0,49149507048.0,49144951197.0,49142279827.0,49142279827.0,49142279776.0,49142279776.0
802,116303599916.0,50311284307.0,47975035821.0,47945975966.0,47936194627.0,47936194627.0,47936194624.0,47936194624.0,47936194643.0,47936194624.0
803,78141725973.0,49107565526.0,45653310879.0,45607818451.0,45585857512.0,45585857533.0,45585859388.0,45585859388.0,45585859388.0,45585857591.0
804,109221527926.0,45445004454.0,44597533365.0,44532220093.0,44503549143.0,44491214355.0,44482663654.0,44480232944.0,44480231168.0,44480232973.0
805,103022265907.0,51979171269.0,51865332089.0,51833661027.0,51830318708.0,51830318670.0,51830318681.0,51830318689.0,51830318687.0,51830318687.0
806,99663880531.0,52176149078.0,50442430921.0,50384947061.0,50370617613.0,50360951113.0,50358975348.0,50358975344.0,50358975344.0,50358975344.0
807,93278393504.0,60441679243.0,60336090921.0,60307207665.0,60302152100.0,60297424341.0,60297424322.0,60297424335.0,60297424331.0,60297424342.0
808,131373614114.0,53331399693.0,53216276016.0,53194765139.0,53189152796.0,53184208349.0,53183868650.0,53183868675.0,53183868618.0,53183868618.0
809,110492771536.0,48004707490.0,47896698966.0,47849719707.0,47828733541.0,47821745681.0,47818750146.0,47818750121.0,47818750123.0,47818750111.0
810,93738684015.0,47533638818.0,47403750544.0,47361207175.0,47348776601.0,47348776629.0,47348774743.0,47348776642.0,47348776626.0,47348776603.0
811,78121976561.0,49552781617.0,49344636625.0,49290624565.0,49255124358.0,49252627207.0,49252627207.0,49252627207.0,49252627207.0,49252627207.0
812,91314395417.0,41000108224.0,40866363990.0,40835243733.0,40827465894.0,40823020124.0,40819131171.0,40816364266.0,40816364266.0,40816364266.0
813,112918330579.0,64488655994.0,64381289490.0,64355510612.0,64338847056.0,64334624775.0,64330402494.0,64329962571.0,64329962571.0,64329962569.0
814,90338270917.0,45522813211.0,44006166406.0,43984493148.0,43975157630.0,43975157630.0,43975157630.0,43975157648.0,43975157648.0,43975157648.0
815,95407264310.0,53558910385.0,49672371730.0,45931591403.0,43190075289.0,43190075289.0,43190075289.0,43190075285.0,43190075285.0,43190075303.0
816,86405652486.0,77064080712.0,74506520796.0,74481528916.0,74469541021.0,74464545342.0,74464545342.0,74464545342.0,74464545326.0,74464545326.0
817,68641137492.0,44065744828.0,42267255697.0,42245366705.0,42230256566.0,42230256566.0,42230256566.0,42230256566.0,42230256566.0,42230256566.0
818,61403220763.0,38867002169.0,38693102014.0,38667527712.0,38651972213.0,38649759818.0,38649759818.0,38649759768.0,38649759768.0,38649759768.0
819,58369563386.0,41599359894.0,41435053222.0,41390391818.0,41369077737.0,41369077706.0,41369077733.0,41369077769.0,41369077721.0,41369077724.0
820,78191924491.0,45908750973.0,44638358534.0,44599356806.0,44583350863.0,44583350879.0,44583350869.0,44583350885.0,44583350903.0,44583350877.0
821,96634209352.0,57414815629.0,56389149175.0,56354665380.0,56340184705.0,56337680872.0,56337680870.0,56337680825.0,56337680852.0,56337680865.0
822,81620542217.0,47538692122.0,46524820251.0,46487323123.0,46472818750.0,46470330044.0,46470330011.0,46470330011.0,46470330011.0,46470330011.0
823,81586051540.0,64412623315.0,64292078851.0,64263591493.0,64251603833.0,64251603817.0,64251605734.0,64251603793.0,64251603791.0,64251603791.0
824,79006495366.0,45063913322.0,44866650852.0,44813297850.0,44796634095.0,44796634153.0,44796634115.0,44796634115.0,44796634117.0,44796634117.0
825,147442714837.0,118550601218.0,118414717034.0,118382831841.0,118364490179.0,118360379166.0,118356268227.0,118355047961.0,118355049772.0,118355047966.0
826,118791275056.0,53875297832.0,53784210629.0,53745999930.0,53742895314.0,53742895397.0,53742895280.0,53742895280.0,53742895359.0,53742895348.0
827,134960821521.0,89361767182.0,89267754845.0,89242202903.0,89236480911.0,89230760775.0,89230109315.0,89230109331.0,89230109332.0,89230109324.0
828,116436749594.0,67225792071.0,61879596912.0,61851601686.0,61845611709.0,61845611694.0,61845611683.0,61845611678.0,61845611690.0,61845611707.0
829,126702911541.0,71269495896.0,70981699860.0,70881671069.0,70876620696.0,70871620669.0,70871616872.0,70871616897.0,70871616897.0,70871616872.0
830,96562334079.0,56980371539.0,48957426192.0,45616645391.0,45599559852.0,45599559837.0,45599559861.0,45599559851.0,45599559851.0,45599559855.0
831,97548565470.0,56858326746.0,51545326565.0,47760039977.0,44970278637.0,44970278637.0,44970278634.0,44970278637.0,44970278634.0,44970278637.0
832,65436342768.0,38433567736.0,35774666564.0,35756613175.0,35750772456.0,35748830068.0,35748831901.0,35748830068.0,35748830032.0,35748830032.0
833,120627785997.0,59353854812.0,56673974519.0,56629022451.0,56609903061.0,56604129271.0,56604127467.0,56604127467.0,56604127469.0,56604127469.0
834,100873000820.0,39412948945.0,39242292559.0,39221659306.0,39210334188.0,39205341509.0,39205341486.0,39205341509.0,39205341479.0,39205341474.0
835,100790882785.0,47974901224.0,47825489321.0,47794943367.0,47783814879.0,47783814879.0,47783814819.0,47783814856.0,47783814904.0,47783814889.0
836,123266403387.0,44680154314.0,44531039915.0,44486857285.0,44462742579.0,44458579559.0,44458579593.0,44458579492.0,44458579492.0,44458579496.0
837,113484385580.0,55684864043.0,55548256707.0,55496665727.0,55489955313.0,55489690687.0,55489690682.0,55489690740.0,55489690566.0,55489690566.0
838,104191010129.0,46789584697.0,46634602558.0,46584619555.0,46570123637.0,46565623953.0,46562621574.0,46562621522.0,46562621500.0,46562621569.0
839,111485918617.0,70907520061.0,69187457123.0,69145913083.0,69138838891.0,69138838864.0,69138838891.0,69138838867.0,69138838926.0,69138838870.0
840,124099181854.0,60807872125.0,51836345131.0,47689380556.0,47617985734.0,47617985696.0,47617985734.0,47617985696.0,47617983892.0,47617985696.0
841,127209264209.0,62016089614.0,52853406218.0,50703025848.0,50690582934.0,50690582934.0,50690582934.0,50690582934.0,50690582934.0,50690582934.0
842,156999781894.0,56539478100.0,56150735771.0,56084386461.0,56084386388.0,56084384571.0,56084386484.0,56084384678.0,56084386412.0,56084384597.0
843,140676156629.0,67613540021.0,65487282222.0,65451716749.0,65438390868.0,65433944429.0,65430613773.0,65430611919.0,65430611918.0,65430613745.0
844,157446979902.0,120412195267.0,120256564910.0,120227571832.0,120211570589.0,120211570622.0,120211570614.0,120211570555.0,120211570562.0,120211570575.0
845,115367605384.0,37983077633.0,37712013025.0,37684276436.0,37666776669.0,37654298706.0,37654298553.0,37654298617.0,37654298629.0,37654298523.0
846,91283392464.0,45526446060.0,37932559895.0,37914505709.0,37896451536.0,37886736091.0,37886736102.0,37886736089.0,37886736098.0,37886736090.0
847,72646788956.0,41416454537.0,39293532488.0,39255094422.0,39227482817.0,39225537964.0,39225537957.0,39225537988.0,39225537966.0,39225537966.0
848,84417708293.0,43767911195.00002,42490411205.0,42442677448.0,42421707181.0,42414259191.0,42410587072.0,42410588840.0,42410588902.0,42410588856.0
849,116401568124.0,61489358758.0,61281929569.0,61213622769.0,61189693664.00001,61185304696.0,61181642044.0,61181642019.0,61181642019.0,61181641962.0
850,104594343381.0,40736592777.0,40590702109.0,40563156400.0,40548043039.0,40548043018.0,40548043051.0,40548043005.0,40548044833.0,40548043051.0
851,122496211571.0,57419711288.0,46915392154.0,42441783480.0,42395118394.0,42385147014.0,42381258259.0,42378467144.0,42378467144.0,42378467144.0
852,93015243885.0,49435438656.0,43330883382.0,43277548289.0,43255881626.0,43255881668.0,43255881658.0,43255881673.0,43255881673.0,43255881634.0
853,122842600840.0,105820783293.0,105183990017.0,105148854248.0,105140796443.0,105136074228.0,105134414083.0,105134414083.0,105134414105.0,105134414105.0
854,103227575913.0,48341580845.0,48221374524.0,48174148885.0,48167026195.0,48167026183.0,48167026190.0,48167026190.0,48167026212.0,48167026168.0
855,96396099147.0,47526523244.0,47309226531.0,47252246954.0,47236928603.0,47235259766.0,47235259785.0,47235259766.0,47235259762.0,47235259766.0
856,78920923879.0,39652704812.0,39433871677.0,39378887096.0,39347920169.0,39347916922.0,39347918795.0,39347916963.0,39347916914.0,39347916934.0
857,97629919321.0,53544100780.0,51593005027.0,51556020443.0,51536039474.0,51536032689.0,51536032658.0,51536032679.0,51536032775.0,51536032734.0
858,122143767260.0,52415437729.0,51247020534.0,51191531292.0,51173545194.0,51173545240.0,51173545188.0,51173545197.0,51173545182.0,51173545190.0
859,138039480664.0,52092038085.0,51950210351.0,51908426958.0,51904890194.0,51904890212.0,51904890204.0,51904890204.0,51904890231.0,51904890192.0
860,137908746999.0,114890534601.0,114754345431.0,114713232983.0,114707018714.0,114707018714.0,114707018714.0,114707018714.0,114707018686.0,114707018686.0
861,101368039697.0,44063119123.0,43932343617.0,43901524799.0,43884863385.0,43884863385.0,43884863385.0,43884863422.0,43884863422.0,43884863418.0
862,103423465200.0,42946074587.0,42729031577.0,42690068047.0,42671081985.0,42667074740.0,42666081962.0,42666081973.0,42666082042.0,42666081972.0
863,103350672214.0,68759990761.0,62568548795.0,62506894703.0,62488606473.0,62488606473.0,62488606473.0,62488606455.0,62488606455.0,62488606455.0
864,114635662423.0,58327433200.0,51000834264.0,47504000889.0,44038567120.0,43788489921.0,43787168282.0,43787168232.0,43787168232.0,43787168263.0
865,129865327524.0,57294021961.0,49572484900.0,46462233414.0,43394732677.0,41206514437.0,41206514429.0,41206514429.0,41206514451.0,41206514451.0
866,102765877870.0,43393776007.0,40318295429.0,40236313698.0,40202308562.0,40182329671.0,40182329671.0,40182329671.0,40182329650.0,40182329650.0
867,86223501262.0,41530224454.0,41003054731.0,40928261788.0,40874470298.0,40860067971.0,40860067971.0,40860067963.0,40860067963.0,40860067963.0
868,94648180041.0,50689924115.0,48214276503.0,48152386333.0,48129323484.0,48129325442.0,48129323526.0,48129323526.0,48129323526.0,48129323526.0
869,94437060389.0,47148472333.0,46899956130.0,46846985443.0,46828492321.0,46823994033.0,46821006689.0,46821006758.0,46821006743.0,46821006731.0
870,111875832733.0,64012746268.0,63875421689.0,63826683473.0,63822117216.0,63822117211.0,63822117179.0,63822117164.0,63822117173.0,63822117182.0
871,99393879446.0,46848542447.0,43740347252.0,43717833759.0,43707004900.0,43702862574.0,43702862535.0,43702862574.0,43702862574.0,43702862543.0
872,99707842265.0,59749954258.0,50841432415.0,48174006887.0,48162020450.0,48162020469.0,48162020460.0,48162020460.0,48162020446.0,48162020497.0
873,87214545581.0,48833740116.0,43632767332.0,43582394934.0,43549347341.0,43545291737.0,43544631892.0,43544631892.0,43544631892.0,43544631892.0
874,91845764867.0,60646813234.0,51325313080.0,49835786175.0,49816075701.0,49805231498.0,49801894896.0,49801894896.0,49801894911.0,49801894905.0
875,94600794768.0,52566353068.0,52367796704.0,52327804644.0,52322797752.0,52317798761.0,52317798759.0,52317798810.0,52317798810.0,52317798758.0
876,80622485544.99869,51472125170.0,51355343277.0,51317761530.0,51313646314.0,51313646278.0,51313646296.0,51313646269.0,51313646299.0,51313646262.0
877,90796352015.0,48638501462.0,48499528212.0,48437846714.0,48418049980.0,48411545032.0,48410549870.0,48410549861.0,48410549871.0,48410549871.0
878,76107518193.0,42224996196.0,42043552360.0,41993391033.0,41969795651.0,41965739983.0,41961684402.0,41960070701.0,41960070681.0,41960070664.0
879,86880958551.0,42736063985.0,42486811241.0,42435415740.0,42413041702.0,42407992147.0,42404047552.0,42401655695.0,42401655620.0,42401655620.0
880,90806382334.99998,40634802118.0,40390724969.0,40342506027.0,40322783218.0,40321396994.0,40321396965.0,40321396931.0,40321397020.0,40321396953.0
881,77315875822.0,41531543702.0,41358544498.0,41296423566.0,41271190102.0,41271191973.0,41271191973.0,41271191925.0,41271191925.0,41271191934.0
882,77989001455.99997,43467546121.0,43285485565.0,43243835789.0,43220518518.0,43220518518.0,43220518518.0,43220518497.0,43220518497.0,43220518497.0
883,78130608390.0,45408246697.0,45215665818.0,45144529188.0,45118116979.0,45113728151.0,45110068325.0,45110068325.0,45110068308.0,45110068325.0
884,92773743143.0,51838247355.0,51583755872.0,51522215141.0,51501325137.0,51490446717.0,51484899259.0,51480012276.0,51479133970.0,51479133970.0
885,78744289207.0,49594022757.0,49412749043.0,49376630689.0,49365653234.0,49355762440.0,49355103043.0,49355103018.0,49355104966.0,49355104966.0
886,69261909532.0,45299239893.0,44606889274.0,44576595641.0,44566605752.0,44564941664.0,44564941675.0,44564941660.0,44564941696.0,44564941712.0
887,85996404853.0,47558915450.0,43001793536.0,42972644455.0,42959331988.0,42959332002.0,42959332002.0,42959331997.0,42959331979.0,42959331994.0
888,89188427818.0,47299677371.0,46262676640.0,46228528840.0,46213860005.0,46213860005.0,46213859982.0,46213859982.0,46213859982.0,46213859979.0
889,86292004546.0,51516538226.0,51405914155.0,51360584731.0,51356611095.0,51356611082.0,51356611085.0,51356611086.0,51356611153.0,51356611126.0
890,69426330086.0,49328040979.0,49218031485.0,49158078422.0,49158067476.0,49158067455.0,49158069301.0,49158069301.0,49158069297.0,49158067490.0
891,71545298807.0,45651121171.0,45543893002.0,45514998033.0,45503899550.0,45503897689.0,45503897681.0,45503897692.0,45503897692.0,45503899564.0
892,73391827430.0,47423409019.0,45141613200.0,45108674107.0,45096455460.0,45096455384.0,45096455427.0,45096451669.00001,45096457248.0,45096453572.0
893,69670126196.0,55242353277.0,47469910162.0,43584405881.0,43575747001.0,43575745109.0,43575747052.0,43575746874.0,43575746926.0,43575745057.0
894,106591273524.0,86681200476.0,85540247508.0,85492462294.0,85483568456.0,85483568489.0,85483568488.0,85483568456.0,85483568517.0,85483568457.0
895,114305975670.0,59872697072.0,51230196192.0,49681103158.0,49668602896.0,49663880946.0,49662204397.0,49662204400.0,49662204391.0,49662204414.0
896,110195373747.0,51962943934.0,51488370174.0,51445956349.0,51439685565.0,51434741346.0,51434417300.0,51434417235.0,51434417196.0,51434417236.0
897,99569330175.0,47728894701.0,47592676021.0,47551099412.0,47537182741.0,47532569801.0,47530255863.0,47530255874.0,47530255876.0,47530255876.0
898,86226499517.0,51951660326.0,50306803895.0,50267240949.0,50256256057.0,50251478409.0,50250138718.0,50250138708.0,50250138712.0,50250138712.0
899,106621685708.99998,60320411926.0,55741928051.0,55702929174.0,55686978864.0,55686978864.0,55686978900.0,55686978900.0,55686978884.0,55686978884.0
900,112760779290.0,74942657539.0,74769005693.0,74708058547.0,74680990545.0,74662768933.0,74652128800.0,74652128819.0,74652128778.0,74652128778.0
901,116526833514.0,45719358414.0,45549664455.0,45517564366.0,45502010134.0,45502010134.0,45502010134.0,45502010134.0,45502010134.0,45502010134.0
902,140715696143.0,103936551153.0,101215668387.0,101204943468.0,101199156915.0,101199156915.0,101199156915.0,101199156915.0,101199156915.0,101199156915.0
903,154863489637.0,81478074337.0,81291130281.0,81261127654.0,81241142569.0,81241139009.0,81241139133.0,81241140814.0,81241139021.0,81241139002.0
904,149168207192.99997,50457776545.0,48944101489.0,48909479317.0,48900826305.0,48900826358.0,48900824501.0,48900824481.0,48900824466.0,48900826369.0
905,88722396256.99998,47296865757.0,46041900467.0,45993333692.0,45974311293.0,45969924357.0,45966254669.0,45966254669.0,45966254636.0,45966254572.0
906,85256192675.0,78396062680.0,78278533179.0,78251006172.0,78241006491.0,78241006491.0,78241006492.0,78241006487.0,78241006487.0,78241006521.0
907,108545423559.0,48912793665.0,43331001554.0,43277000209.0,43245007698.0,43240999051.0,43236998803.0,43234999893.0,43235001708.0,43234999937.0
908,137543249782.99997,54586185773.0,54393120470.0,54349361948.0,54333583084.0,54328801641.0,54324856926.0,54322472500.0,54322472499.0,54322472499.0
909,135966435755.0,50179753897.0,49969505263.0,49911804805.0,49893928252.0,49893928189.0,49893928217.0,49893928202.0,49893928244.0,49893928191.0
910,84834423858.0,45749167167.0,45603137374.0,45579141584.0,45571145037.0,45571145040.0,45571145047.0,45571145029.0,45571145018.0,45571145015.0
911,66738057632.0,54814091880.0,46475829765.0,44666027817.0,44651364528.0,44651364533.0,44651364551.0,44651364551.0,44651364522.0,44651364517.0
912,133344652346.0,117685172324.0,114369217971.0,114349114970.0,114334918689.0,114334918689.0,114334918689.0,114334918689.0,114334918689.0,114334918689.0
913,108296227135.0,49537514982.0,44931938750.0,44891086938.0,44874436681.0,44874436681.0,44874436681.0,44874436681.0,44874436681.0,44874436681.0
914,132998287879.00003,47861668473.0,47680973781.0,47644759476.0,47622987340.0,47622987340.0,47622987340.0,47622987228.0,47622987228.0,47622987228.0
915,114206031554.0,72337802603.0,72200326314.0,72171166503.0,72162001923.0,72157835177.0,72157822439.0,72157822435.0,72157822445.0,72157822436.0
916,119049023276.0,46307478022.0,45705201818.0,45654730299.0,45631499631.0,45623388226.0,45615276873.0,45612055788.0,45612055788.0,45612055760.0
917,118250268255.0,39327549571.0,39160487040.0,39146486301.0,39132485600.0,39122486153.0,39122486128.0,39122486128.0,39122486067.0,39122486178.0
918,88501214483.0,40499183854.0,40322669850.0,40273494196.0,40265827694.0,40261169389.0,40257336131.0,40254175022.0,40254175022.0,40254175022.0
919,61973236840.0,44774800013.0,44668248532.0,44643550084.0,44634266471.0,44631230925.0,44631229044.0,44631229099.0,44631229020.0,44631229020.0
920,66353686370.0,45067454262.0,44983231998.0,44952390237.0,44945736873.0,44945738749.0,44945736918.0,44945738757.0,44945738770.0,44945738719.0
921,95077247486.0,69082977503.0,68936536352.0,68899533716.0,68899533703.0,68899533703.0,68899533703.0,68899533775.0,68899533720.0,68899533746.0
922,91676003360.0,52275090443.0,52169356033.0,52130702402.0,52130700524.0,52130700550.0,52130700639.0,52130702405.0,52130702565.0,52130700539.0
923,115700367890.0,71520544019.0,63088284617.0,63041954058.0,63031621148.0,63023284752.0,63023286636.0,63023282922.0,63023282922.0,63023282967.0
924,82607152565.0,49967772115.0,49846179421.0,49808048311.0,49796084137.0,49786306519.0,49784976327.0,49784976327.0,49784976306.0,49784976306.0
925,77483934934.0,49717192644.0,49589032746.0,49534211747.0,49525388279.0,49520555100.0,49519571886.0,49519571886.0,49519571905.0,49519571905.0
926,60669715942.0,46977428657.0,46454743046.0,46407774481.0,46399809347.0,46399809347.0,46399809335.0,46399809335.0,46399809335.0,46399809321.0
927,114349229619.0,104205512350.0,99420462263.0,95121851331.0,94312529254.0,94304423555.0,94303097206.0,94303097223.0,94303097227.0,94303097227.0
928,124387619623.0,56310015116.0,56149511955.0,56056240157.0,56056240164.0,56056240157.0,56056240144.0,56056240147.0,56056240163.0,56056240145.0
929,137579465066.99985,56501664964.0,56373075260.0,56335314519.0,56331418310.0,56331420138.0,56331420138.0,56331418332.0,56331418332.0,56331418325.0
930,118360678504.99998,55937878982.0,55845052784.0,55810901376.0,55796663005.0,55790574335.0,55790574335.0,55790574335.0,55790574335.0,55790574335.0
931,70696376706.0,47178457574.0,43476512115.0,43427216491.0,43406895608.0,43402560436.0,43398563324.0,43398561504.0,43398561504.0,43398563269.0
932,81856918321.0,47288960755.0,42195730729.0,42116461341.0,42063637437.0,42063637437.0,42063637437.0,42063637398.0,42063637398.0,42063637396.0
933,92713516769.99997,70641081418.0,68393539273.0,68347597686.0,68336097702.0,68333616219.0,68333616192.0,68333616183.0,68333616183.0,68333616183.0
934,95527278858.0,56347103142.0,52399973222.0,48545634807.0,45952826450.0,45948548773.0,45944271111.0,45944227070.0,45944227083.0,45944227070.0
935,75005912772.0,47309163489.0,46421702714.0,46395009109.0,46386892560.0,46382335271.0,46379664683.0,46379664649.0,46379662856.0,46379662856.0
936,65705656398.0,45475307712.0,44559814470.0,44539464573.0,44534136103.0,44534136103.0,44534136103.0,44534136103.0,44534136122.0,44534136118.0
937,87057045377.0,58272752060.0,46985549992.0,46902090641.0,46871613480.0,46862502866.0,46857165767.0,46857165767.0,46857165834.0,46857165834.0
938,71086795134.0,56097391442.0,47158881198.0,43898539735.0,43879510520.0,43875121959.0,43871470585.0,43871470585.0,43871470585.0,43871470585.0
939,74998707288.0,49104928182.0,42598288070.0,42551015186.0,42534396599.0,42530121090.0,42525843728.0,42525793783.0,42525793783.0,42525793881.0
940,58050540397.0,39419310023.0,39181707769.0,39126812541.0,39098361375.0,39098361380.0,39098359597.0,39098359613.0,39098361380.0,39098361396.0
941,64329990999.0,37978234267.0,37787183562.0,37741915163.0,37731250979.0,37728915071.0,37727911753.0,37727911786.0,37727911755.0,37727911755.0
942,74481851670.0,37913010082.0,37491021576.0,37425487434.0,37405977219.0,37394389360.0,37386944864.0,37379500420.0,37379057082.0,37379057111.0
943,76715898919.0,41051468284.0,40788923590.0,40742388568.0,40722724559.0,40719399056.0,40719399026.0,40719399026.0,40719399026.0,40719399088.0
944,87331055747.0,47782746713.0,47617754835.0,47565545344.0,47547770258.0,47547770258.0,47547770267.0,47547770247.0,47547770244.0,47547770255.0
945,91275598920.0,50673552694.0,50470662767.0,50413768636.0,50409319510.0,50409319569.0,50409319510.0,50409319519.0,50409319555.0,50409319555.0
946,151450174473.0,138134991896.0,138035658544.0,138008797701.0,138003575652.0,137999685619.0,137999685661.0,137999685630.0,137999685663.0,137999685638.0
947,135821004034.0,53919229375.0,52804679305.0,52755463405.0,52750997015.0,52750997015.0,52750997017.0,52750997051.0,52750997038.0,52750997020.0
948,131914243056.0,57935458473.0,57804226330.0,57756345214.0,57751123220.0,57747231108.0,57747231108.0,57747231143.0,57747231126.0,57747231146.0
949,94981664448.0,51271926993.0,51055266666.0,51004309276.0,51002093780.0,51002093780.0,51002093780.0,51002093780.0,51002093780.0,51002093780.0
950,106477440883.0,54126930600.0,53994467379.0,53962542099.0,53958641111.0,53958641111.0,53958641111.0,53958641111.0,53958641111.0,53958641111.0
951,89014421028.0,50439771414.0,50358871409.0,50328895152.0,50328878118.0,50328878118.0,50328878065.0,50328878065.0,50328878106.0,50328878106.0
952,94952861524.0,52010849075.0,51870157901.0,51842147451.0,51842147437.0,51842147449.0,51842147405.0,51842147405.0,51842147431.0,51842147435.0
953,108397526647.0,79997774116.0,79921246022.0,79861913554.0,79859337026.0,79859337026.0,79859337031.0,79859337020.0,79859337010.0,79859337010.0
954,153562297062.0,89236039583.0,89110010313.0,89067504206.0,89058345203.0,89053511666.0,89052498778.0,89052498806.0,89052498805.0,89052498815.0
955,155620666027.0,57111569525.0,56961868322.0,56922544738.0,56903881258.0,56903881258.0,56903881258.0,56903881258.0,56903881258.0,56903881258.0
956,132603272649.0,54430215795.0,54274327044.0,54233320182.0,54211441143.0,54207327992.0,54203218473.0,54201991155.0,54201991155.0,54201991155.0
