;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;10001503;13166841;0,0;0,0;0,0;0,0;0,0;0,0;4998883,0;0,0;5002620,0
1;2;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5002620,0
2;3;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5002620,0
3;4;9999461;0;0;13166841;9999461,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5002620,0
4;5;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5002620,0
5;6;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;3167418,0;0,0;1835202,0
6;7;0;0;10002159;13166841;0,0;0,0;0,0;0,0;0,0;0,0;6831084,0;0,0;5006277,0
7;8;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5006277,0
8;9;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5006277,0
9;10;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5006277,0
10;11;10006306;0;0;13166841;10006306,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5006277,0
11;12;0;0;0;13166841;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5006277,0
12;13;10000045;0;0;13166841;6331658,0;0,0;3668387,0;0,0;0,0;0,0;3168193,0;0,0;1838084,0
13;14;9995148;0;0;13166841;8666755,0;0,0;4996780,0;0,0;0,0;0,0;0,0;0,0;1838084,0
14;15;0;0;0;13166841;0,0;0,0;4996780,0;0,0;0,0;0,0;0,0;0,0;1838084,0
