,giorno,ndosi,second_doses,stock_values
1,1,0,0.0,0.0
2,2,10000981,0.0,0.0
3,3,0,0.0,0.0
4,4,0,0.0,0.0
5,5,0,0.0,0.0
6,6,0,0.0,0.0
7,7,0,0.0,0.0
8,8,0,0.0,0.0
9,9,0,0.0,0.0
10,10,0,0.0,0.0
11,11,0,0.0,0.0
12,12,0,0.0,0.0
13,13,0,0.0,0.0
14,14,0,0.0,0.0
15,15,0,0.0,0.0
16,16,0,0.0,0.0
17,17,0,0.0,0.0
18,18,0,0.0,0.0
19,19,0,0.0,0.0
20,20,0,0.0,0.0
21,21,0,0.0,0.0
22,22,0,0.0,0.0
23,23,10001631,10000981.0,0.0
24,24,0,0.0,0.0
25,25,0,0.0,0.0
26,26,0,0.0,0.0
27,27,0,0.0,0.0
28,28,0,0.0,0.0
29,29,0,0.0,0.0
30,30,0,0.0,0.0
31,31,0,0.0,0.0
32,32,0,0.0,0.0
33,33,0,0.0,0.0
34,34,0,0.0,0.0
35,35,0,0.0,0.0
36,36,0,0.0,0.0
37,37,0,0.0,0.0
38,38,0,0.0,0.0
39,39,10002275,0.0,10002275.0
40,40,0,0.0,1414.0
41,41,0,0.0,1414.0
42,42,0,0.0,1414.0
43,43,0,0.0,0.0
44,44,9998487,650.0,9997837.0
45,45,0,0.0,0.0
46,46,0,0.0,0.0
47,47,0,0.0,0.0
48,48,0,0.0,0.0
49,49,0,0.0,0.0
50,50,0,0.0,0.0
51,51,0,0.0,0.0
52,52,0,0.0,0.0
53,53,0,0.0,0.0
54,54,0,0.0,0.0
55,55,0,0.0,0.0
56,56,0,0.0,0.0
57,57,0,0.0,0.0
58,58,0,0.0,0.0
59,59,0,0.0,0.0
60,60,0,0.0,0.0
61,61,10000861,10000861.0,0.0
62,62,0,0.0,0.0
63,63,0,0.0,0.0
64,64,9999335,1414.0,0.0
65,65,0,0.0,0.0
66,66,9999831,9997837.0,0.0
67,67,0,0.0,0.0
68,68,0,0.0,0.0
69,69,0,0.0,0.0
70,70,9995808,0.0,9986339.5
71,71,0,0.0,9986339.5
72,72,0,0.0,0.0
73,73,10000961,0.0,0.0
74,74,0,0.0,0.0
75,75,0,0.0,0.0
76,76,0,0.0,0.0
77,77,0,0.0,0.0
78,78,9999721,0.0,0.0
79,79,0,0.0,0.0
80,80,0,0.0,0.0
81,81,10003888,0.0,0.0
82,82,10004157,0.0,9997921.0
83,83,0,0.0,9997921.0
84,84,0,0.0,9997921.0
85,85,0,9997921.0,0.0
86,86,9996258,0.0,9996258.0
87,87,0,1994.0,9994264.0
88,88,0,0.0,9468.5
89,89,0,0.0,9468.5
90,90,0,0.0,9468.5
91,91,0,9468.5,0.0
92,92,0,0.0,0.0
93,93,9997165,9986339.5,10825.5
94,94,9995808,10000961.0,5672.5
95,95,10000250,0.0,10005922.5
96,96,9998928,0.0,10008380.0
97,97,0,0.0,10008380.0
98,98,0,0.0,12217.0
99,99,9997823,9999721.0,10319.0
100,100,0,0.0,10319.0
101,101,9999805,0.0,10010124.0
102,102,0,10003888.0,6236.0
103,103,0,6236.0,0.0
104,104,0,0.0,0.0
105,105,0,0.0,0.0
106,106,0,0.0,0.0
107,107,0,0.0,0.0
108,108,0,0.0,0.0
109,109,10000710,9984795.5,0.0
110,110,0,0.0,0.0
111,111,0,0.0,0.0
112,112,0,0.0,0.0
113,113,0,0.0,0.0
114,114,0,0.0,0.0
115,115,0,0.0,0.0
116,116,0,0.0,0.0
117,117,9999837,9996470.5,0.0
118,118,0,0.0,0.0
119,119,9996163,9996163.0,0.0
120,120,0,0.0,0.0
121,121,0,0.0,0.0
122,122,0,0.0,0.0
123,123,0,0.0,0.0
124,124,0,0.0,0.0
125,125,10003976,0.0,1606.0
126,126,10001613,0.0,10003219.0
127,127,0,0.0,10003219.0
128,128,10000171,0.0,20003390.0
129,129,9994820,0.0,29998210.0
130,130,9997329,15914.5,39979624.5
131,131,0,0.0,39979624.5
132,132,0,0.0,29981607.5
133,133,0,0.0,19997528.0
134,134,0,0.0,19997528.0
135,135,0,0.0,9993501.0
136,136,0,0.0,0.0
137,137,0,0.0,0.0
138,138,9996358,3366.5,9992991.5
139,139,0,0.0,9992991.5
140,140,0,0.0,9992991.5
141,141,0,0.0,9992991.5
142,142,0,0.0,9992991.5
143,143,0,0.0,9992991.5
144,144,0,0.0,9992991.5
145,145,0,0.0,0.0
146,146,10002370,10002370.0,0.0
147,147,0,0.0,0.0
148,148,0,0.0,0.0
149,149,0,0.0,0.0
150,150,0,0.0,0.0
151,151,0,0.0,0.0
152,152,0,0.0,0.0
153,153,9998017,9998017.0,0.0
154,154,9993952,9984079.5,0.0
155,155,0,0.0,0.0
156,156,10004027,10004027.0,0.0
157,157,9993501,9993501.0,0.0
158,158,0,0.0,0.0
159,159,0,0.0,0.0
160,160,0,0.0,0.0
161,161,0,0.0,0.0
162,162,0,0.0,0.0
163,163,0,0.0,0.0
164,164,0,0.0,0.0
165,165,0,0.0,0.0
166,166,10002864,9992991.5,9872.5
167,167,0,0.0,9872.5
168,168,0,0.0,9872.5
169,169,0,0.0,9872.5
170,170,0,0.0,9872.5
171,171,0,0.0,9872.5
172,172,0,0.0,9872.5
173,173,0,0.0,9872.5
174,174,0,0.0,9872.5
175,175,0,9872.5,0.0
176,176,0,0.0,0.0
177,177,0,0.0,0.0
178,178,0,0.0,0.0
179,179,0,0.0,0.0
180,180,0,0.0,0.0
