,giorno,ndosi,second_doses,stock_values
1,1,0,0.0,0.0
2,2,9995678,0.0,9995678.0
3,3,0,0.0,9995678.0
4,4,0,0.0,9995678.0
5,5,0,0.0,9995678.0
6,6,0,0.0,0.0
7,7,0,0.0,0.0
8,8,9996683,0.0,0.0
9,9,0,0.0,0.0
10,10,0,0.0,0.0
11,11,0,0.0,0.0
12,12,0,0.0,0.0
13,13,0,0.0,0.0
14,14,0,0.0,0.0
15,15,0,0.0,0.0
16,16,0,0.0,0.0
17,17,0,0.0,0.0
18,18,0,0.0,0.0
19,19,0,0.0,0.0
20,20,0,0.0,0.0
21,21,10002324,0.0,4995927.5
22,22,0,0.0,0.0
23,23,0,0.0,0.0
24,24,0,0.0,0.0
25,25,0,0.0,0.0
26,26,0,0.0,0.0
27,27,9998812,9995678.0,0.0
28,28,0,0.0,0.0
29,29,9996886,9996683.0,0.0
30,30,0,0.0,0.0
31,31,0,0.0,0.0
32,32,0,0.0,0.0
33,33,0,0.0,0.0
34,34,0,0.0,0.0
35,35,10001390,0.0,4999535.5
36,36,10001791,0.0,15001326.5
37,37,0,0.0,15001326.5
38,38,0,0.0,15001326.5
39,39,0,0.0,15001326.5
40,40,0,0.0,15001326.5
41,41,0,0.0,15001326.5
42,42,0,5006396.5,0.0
43,43,9999895,4995927.5,5003967.5
44,44,10000278,0.0,15004245.5
45,45,0,0.0,5005191.5
46,46,0,0.0,5005191.5
47,47,0,0.0,5005191.5
48,48,0,3134.0,5002057.5
49,49,0,0.0,5002057.5
50,50,0,203.0,5001854.5
51,51,0,0.0,5001854.5
52,52,0,0.0,5001854.5
53,53,0,0.0,5001854.5
54,54,0,0.0,5001854.5
55,55,0,0.0,5001854.5
56,56,0,5001854.5,0.0
57,57,0,0.0,0.0
58,58,0,0.0,0.0
59,59,0,0.0,0.0
60,60,0,0.0,0.0
61,61,0,0.0,0.0
62,62,0,0.0,0.0
63,63,9994930,9994930.0,0.0
64,64,0,0.0,0.0
65,65,0,0.0,0.0
66,66,10001744,9999054.0,2690.0
67,67,0,0.0,2690.0
68,68,9998781,0.0,10001471.0
69,69,0,0.0,10001471.0
70,70,0,0.0,10001471.0
71,71,0,0.0,1147.0
72,72,0,0.0,0.0
73,73,0,0.0,0.0
74,74,0,0.0,0.0
75,75,0,0.0,0.0
76,76,0,0.0,0.0
77,77,0,0.0,0.0
78,78,0,0.0,0.0
79,79,0,0.0,0.0
80,80,0,0.0,0.0
81,81,10001510,0.0,0.0
82,82,0,0.0,0.0
83,83,0,0.0,0.0
84,84,0,0.0,0.0
85,85,10002915,0.0,0.0
86,86,0,0.0,0.0
87,87,0,0.0,0.0
88,88,0,0.0,0.0
89,89,0,0.0,0.0
90,90,0,0.0,0.0
91,91,0,0.0,0.0
92,92,10003866,10000324.0,0.0
93,93,10001681,1147.0,0.0
94,94,0,0.0,0.0
95,95,0,0.0,0.0
96,96,0,0.0,0.0
97,97,0,0.0,0.0
98,98,10001188,0.0,10001188.0
99,99,0,0.0,10001188.0
100,100,0,0.0,7566.0
101,101,10000454,0.0,10008020.0
102,102,0,10001510.0,6510.0
103,103,0,0.0,6510.0
104,104,0,0.0,6510.0
105,105,9999947,0.0,10006457.0
106,106,0,10002915.0,3542.0
107,107,0,0.0,3542.0
108,108,0,0.0,3542.0
109,109,0,0.0,3542.0
110,110,0,0.0,3542.0
111,111,0,0.0,3542.0
112,112,0,0.0,3542.0
113,113,0,3542.0,0.0
114,114,10000534,10000534.0,0.0
115,115,0,0.0,0.0
116,116,0,0.0,0.0
117,117,0,0.0,0.0
118,118,0,0.0,0.0
119,119,0,0.0,0.0
120,120,0,0.0,0.0
121,121,9993622,9993622.0,0.0
122,122,0,0.0,0.0
123,123,0,0.0,0.0
124,124,0,0.0,0.0
125,125,9996837,0.0,9996837.0
126,126,0,0.0,0.0
127,127,0,0.0,0.0
128,128,0,0.0,0.0
129,129,0,0.0,0.0
130,130,0,0.0,0.0
131,131,0,0.0,0.0
132,132,0,0.0,0.0
133,133,0,0.0,0.0
134,134,0,0.0,0.0
135,135,0,0.0,0.0
136,136,0,0.0,0.0
137,137,0,0.0,0.0
138,138,0,0.0,0.0
139,139,0,0.0,0.0
140,140,9994778,0.0,0.0
141,141,0,0.0,0.0
142,142,0,0.0,0.0
143,143,0,0.0,0.0
144,144,0,0.0,0.0
145,145,0,0.0,0.0
146,146,0,0.0,0.0
147,147,10002640,9996837.0,0.0
148,148,10003478,0.0,0.0
149,149,0,0.0,0.0
150,150,9997258,0.0,1646.0
151,151,0,0.0,0.0
152,152,0,0.0,0.0
153,153,0,0.0,0.0
154,154,10000097,0.0,1421.0
155,155,0,0.0,1421.0
156,156,0,0.0,1421.0
157,157,9995570,0.0,9996991.0
158,158,9998002,0.0,19994993.0
159,159,0,0.0,19994993.0
160,160,0,0.0,19994993.0
161,161,0,9994778.0,10000215.0
162,162,0,0.0,10000215.0
163,163,0,0.0,10000215.0
164,164,10004678,0.0,20004893.0
165,165,0,0.0,20004893.0
166,166,0,0.0,20004893.0
167,167,0,0.0,20004893.0
168,168,0,5803.0,19999090.0
169,169,0,10003478.0,9995612.0
170,170,0,0.0,9995612.0
171,171,0,9995612.0,0.0
172,172,10000322,1646.0,9998676.0
173,173,0,0.0,9998676.0
174,174,0,0.0,9998676.0
175,175,0,9998676.0,0.0
176,176,0,0.0,0.0
177,177,0,0.0,0.0
178,178,0,0.0,0.0
179,179,0,0.0,0.0
180,180,0,0.0,0.0
