,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,9999335,0,0.0,0.0,0.0,4055569.0,0.0,5943766.0,0.0,0.0,0.0,4055569
1,2,0,9997029,0,0.0,0.0,0.0,4055569.0,0.0,11885226.0,0.0,0.0,0.0,4055569
2,3,0,9998821,9993697,0.0,0.0,0.0,1513348.0,0.0,20370699.0,2542221.0,0.0,7451476.0,4055569
3,4,9995129,0,0,1106395.0,0.0,8888734.0,542229.0,0.0,19828470.0,2406945.0,0.0,5044531.0,4055569
4,5,10002475,0,0,1060550.0,0.0,17830659.0,2995019.0,0.0,16833451.0,0.0,0.0,5044531.0,4055569
5,6,0,0,0,4055569.0,0.0,13775090.0,0.0,0.0,16833451.0,0.0,0.0,5044531.0,4055569
6,7,0,0,0,3776288.0,0.0,9998802.0,279281.0,0.0,16554170.0,0.0,0.0,5044531.0,4055569
7,8,0,0,0,0.0,0.0,9998802.0,4055569.0,0.0,12498601.0,0.0,0.0,5044531.0,4055569
8,9,0,0,0,0.0,0.0,9998802.0,4055569.0,0.0,8443032.0,0.0,0.0,5044531.0,4055569
9,10,0,0,0,0.0,0.0,9998802.0,2859000.0,0.0,5584032.0,991577.0,0.0,4052954.0,4055569
10,11,0,0,0,0.0,0.0,9998802.0,3953130.0,0.0,1630902.0,0.0,0.0,4052954.0,4055569
11,12,0,0,0,0.0,0.0,9998802.0,896660.0,0.0,734242.0,0.0,0.0,4052954.0,4055569
12,13,0,0,0,0.0,0.0,9998802.0,0.0,0.0,734242.0,4052954.0,0.0,0.0,4055569
13,14,0,0,0,0.0,0.0,9998802.0,734242.0,0.0,0.0,0.0,0.0,0.0,4055569
14,15,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
15,16,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
16,17,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
17,18,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
18,19,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
19,20,0,0,0,0.0,0.0,9998802.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
20,21,0,9999542,0,0.0,0.0,9998802.0,2431272.0,0.0,7568270.0,0.0,0.0,0.0,4055569
21,22,0,0,10001818,0.0,0.0,9998802.0,0.0,0.0,7568270.0,4055569.0,0.0,5946249.0,4055569
22,23,0,0,0,0.0,0.0,9998802.0,0.0,0.0,7568270.0,4055569.0,0.0,1890680.0,4055569
23,24,0,10003465,10000533,0.0,0.0,9998802.0,1.0,0.0,17571734.0,3394529.0,0.0,8496684.0,4055569
24,25,0,0,0,0.0,1106395.0,8892407.0,0.0,0.0,17571734.0,2949174.0,0.0,5547510.0,4055569
25,26,0,0,0,0.0,1060550.0,7831857.0,0.0,0.0,17571734.0,2995019.0,0.0,2552491.0,4055569
26,27,0,0,0,0.0,4055569.0,3776288.0,0.0,0.0,17571734.0,0.0,0.0,2552491.0,4055569
27,28,0,0,0,0.0,3776288.0,0.0,0.0,0.0,17571734.0,0.0,0.0,2552491.0,4055569
28,29,0,0,0,0.0,0.0,0.0,0.0,4055569.0,13516165.0,0.0,0.0,2552491.0,4055569
29,30,0,0,0,0.0,0.0,0.0,0.0,4055569.0,9460596.0,0.0,0.0,2552491.0,4055569
30,31,0,0,0,0.0,0.0,0.0,0.0,1513348.0,7947248.0,2542221.0,0.0,10270.0,4055569
31,32,0,0,0,0.0,0.0,0.0,3513340.0,542229.0,3891679.0,0.0,0.0,10270.0,4055569
32,33,0,0,0,0.0,0.0,0.0,896660.0,2995019.0,0.0,10270.0,0.0,0.0,4055569
33,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055569
34,35,0,9997440,9996017,0.0,0.0,0.0,734241.0,279281.0,8983918.0,3042046.0,0.0,6953971.0,4055569
35,36,0,0,9994694,0.0,0.0,0.0,0.0,4055569.0,4928349.0,0.0,0.0,16948665.0,4055569
36,37,10002029,10001525,0,0.0,0.0,10002029.0,0.0,4055569.0,10874305.0,0.0,0.0,16948665.0,4055569
37,38,0,0,0,0.0,0.0,10002029.0,0.0,2859000.0,8015305.0,1196569.0,0.0,15752096.0,4055569
38,39,0,0,0,0.0,0.0,10002029.0,0.0,3953130.0,4062175.0,102439.0,0.0,15649657.0,4055569
39,40,0,0,0,3158909.0,0.0,6843120.0,0.0,896660.0,3165515.0,0.0,0.0,15649657.0,4055569
40,41,0,0,0,3521793.0,0.0,3321327.0,0.0,0.0,3165515.0,533776.0,0.0,15115881.0,4055569
41,42,0,0,0,3321327.0,0.0,0.0,0.0,734242.0,2431273.0,0.0,0.0,15115881.0,4055569
42,43,0,0,0,0.0,0.0,0.0,0.0,0.0,2431273.0,4055569.0,0.0,11060312.0,4055569
43,44,0,0,0,0.0,0.0,0.0,0.0,0.0,2431273.0,4055569.0,0.0,7004743.0,4055569
