,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
1,2,10001562,0,0,4388841.0,0.0,5612721.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
2,3,0,9999369,0,1473415.0,0.0,4139306.0,2915426.0,0.0,7083943.0,0.0,0.0,0.0,4388841
3,4,0,0,0,0.0,0.0,4139306.0,0.0,0.0,7083943.0,0.0,0.0,0.0,4388841
4,5,10001095,10006567,0,722728.0,0.0,13417673.0,0.0,0.0,17090510.0,0.0,0.0,0.0,4388841
5,6,0,0,0,0.0,0.0,13417673.0,0.0,0.0,17090510.0,0.0,0.0,0.0,4388841
6,7,0,0,0,0.0,0.0,13417673.0,0.0,0.0,17090510.0,0.0,0.0,0.0,4388841
7,8,10004832,0,0,0.0,0.0,23422505.0,4388841.0,0.0,12701669.0,0.0,0.0,0.0,4388841
8,9,0,0,0,0.0,0.0,23422505.0,4388841.0,0.0,8312828.0,0.0,0.0,0.0,4388841
9,10,0,0,0,0.0,0.0,23422505.0,1221957.0,0.0,7090871.0,0.0,0.0,0.0,4388841
10,11,0,0,0,4388841.0,0.0,19033664.0,0.0,0.0,7090871.0,0.0,0.0,0.0,4388841
11,12,0,0,0,1932346.0,0.0,17101318.0,2456495.0,0.0,4634376.0,0.0,0.0,0.0,4388841
12,13,0,0,0,4388841.0,0.0,12712477.0,0.0,0.0,4634376.0,0.0,0.0,0.0,4388841
13,14,0,0,0,4388841.0,0.0,8323636.0,0.0,0.0,4634376.0,0.0,0.0,0.0,4388841
14,15,0,9994615,0,0.0,0.0,8323636.0,4388841.0,0.0,10240150.0,0.0,0.0,0.0,4388841
15,16,0,0,0,0.0,0.0,8323636.0,4388841.0,0.0,5851309.0,0.0,0.0,0.0,4388841
16,17,0,0,9998763,1449724.0,0.0,6873912.0,2939117.0,0.0,2912192.0,0.0,0.0,9998763.0,4388841
17,18,0,0,0,0.0,0.0,6873912.0,0.0,0.0,2912192.0,0.0,0.0,9998763.0,4388841
18,19,0,0,0,288928.0,0.0,6584984.0,0.0,0.0,2912192.0,0.0,0.0,9998763.0,4388841
19,20,0,10000557,0,0.0,0.0,6584984.0,3186346.0,0.0,9726403.0,0.0,0.0,9998763.0,4388841
20,21,0,0,0,0.0,0.0,6584984.0,4388841.0,0.0,5337562.0,0.0,0.0,9998763.0,4388841
21,22,0,0,0,0.0,0.0,6584984.0,2422136.0,0.0,2915426.0,0.0,0.0,9998763.0,4388841
22,23,0,0,0,0.0,4388841.0,2196143.0,0.0,0.0,2915426.0,0.0,0.0,9998763.0,4388841
23,24,0,0,0,0.0,1473415.0,722728.0,2915426.0,0.0,0.0,0.0,0.0,9998763.0,4388841
24,25,0,0,0,0.0,0.0,722728.0,0.0,0.0,0.0,4388841.0,0.0,5609922.0,4388841
25,26,0,0,0,0.0,722728.0,0.0,0.0,0.0,0.0,3666113.0,0.0,1943809.0,4388841
26,27,0,10001814,0,0.0,0.0,0.0,4388841.0,0.0,5612973.0,0.0,0.0,1943809.0,4388841
27,28,0,0,9998582,0.0,0.0,0.0,1349220.0,0.0,4263753.0,3039621.0,0.0,8902770.0,4388841
28,29,0,0,0,0.0,0.0,0.0,29429.0,0.0,4234324.0,4359412.0,0.0,4543358.0,4388841
29,30,0,0,0,0.0,0.0,0.0,942982.0,0.0,3291342.0,3445859.0,0.0,1097499.0,4388841
30,31,0,0,0,0.0,0.0,0.0,375916.0,2915426.0,0.0,1097499.0,0.0,0.0,4388841
31,32,10001321,0,0,0.0,4388841.0,5612480.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
32,33,9989525,0,0,2456495.0,1932346.0,11213164.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
33,34,0,0,0,0.0,4388841.0,6824323.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
34,35,0,0,0,0.0,4388841.0,2435482.0,0.0,0.0,0.0,0.0,0.0,0.0,4388841
