,giorno,ndosi,second_doses,stock_values
1,1,0,0.0,0.0
2,2,0,0.0,0.0
3,3,0,0.0,0.0
4,4,0,0.0,0.0
5,5,0,0.0,0.0
6,6,0,0.0,0.0
7,7,0,0.0,0.0
8,8,0,0.0,0.0
9,9,9998717,0.0,0.0
10,10,9995891,0.0,8412.0
11,11,0,0.0,8412.0
12,12,0,0.0,0.0
13,13,0,0.0,0.0
14,14,0,0.0,0.0
15,15,0,0.0,0.0
16,16,0,0.0,0.0
17,17,9996731,0.0,0.0
18,18,0,0.0,0.0
19,19,0,0.0,0.0
20,20,0,0.0,0.0
21,21,0,0.0,0.0
22,22,0,0.0,0.0
23,23,0,0.0,0.0
24,24,0,0.0,0.0
25,25,0,0.0,0.0
26,26,9997614,0.0,0.0
27,27,10005876,0.0,0.0
28,28,0,0.0,0.0
29,29,10000082,0.0,9991830.0
30,30,9994366,9998717.0,9987479.0
31,31,0,9987479.0,0.0
32,32,0,0.0,0.0
33,33,10007779,8412.0,0.0
34,34,0,0.0,0.0
35,35,0,0.0,0.0
36,36,0,0.0,0.0
37,37,10001764,0.0,10001764.0
38,38,0,9996731.0,5033.0
39,39,0,0.0,5033.0
40,40,0,0.0,5033.0
41,41,0,0.0,5033.0
42,42,10001529,0.0,9298.0
43,43,0,0.0,9298.0
44,44,10001659,0.0,10010957.0
45,45,0,0.0,10003908.0
46,46,0,0.0,10003908.0
47,47,0,9997614.0,6294.0
48,48,9999582,10005876.0,0.0
49,49,9993322,0.0,8252.0
50,50,0,8252.0,0.0
51,51,0,0.0,0.0
52,52,0,0.0,0.0
53,53,10000158,0.0,9999367.0
54,54,0,9999367.0,0.0
55,55,0,0.0,0.0
56,56,0,0.0,0.0
57,57,9997118,0.0,0.0
58,58,0,0.0,0.0
59,59,0,0.0,0.0
60,60,0,0.0,0.0
61,61,0,0.0,0.0
62,62,0,0.0,0.0
63,63,9998745,9997264.0,0.0
64,64,0,0.0,0.0
65,65,0,0.0,0.0
66,66,9996313,7049.0,9989264.0
67,67,0,0.0,0.0
68,68,0,0.0,0.0
69,69,0,0.0,0.0
70,70,10002372,9985070.0,0.0
71,71,9999604,0.0,0.0
72,72,10000241,0.0,0.0
73,73,9997815,0.0,9997455.0
74,74,0,791.0,0.0
75,75,0,0.0,0.0
76,76,0,0.0,0.0
77,77,9999465,0.0,9998599.0
78,78,0,9997118.0,1481.0
79,79,0,0.0,1481.0
80,80,0,0.0,1481.0
81,81,0,0.0,1481.0
82,82,0,0.0,1481.0
83,83,0,0.0,1481.0
84,84,0,1481.0,0.0
85,85,0,0.0,0.0
86,86,0,0.0,0.0
87,87,0,0.0,0.0
88,88,10001514,9989264.0,12250.0
89,89,0,0.0,12250.0
90,90,0,0.0,12250.0
91,91,10004656,17302.0,9999604.0
92,92,0,9999604.0,0.0
93,93,10000601,10000241.0,360.0
94,94,0,360.0,0.0
95,95,9997530,9996664.0,866.0
96,96,0,0.0,866.0
97,97,0,0.0,866.0
98,98,0,866.0,0.0
99,99,0,0.0,0.0
100,100,0,0.0,0.0
101,101,9997641,0.0,1106.0
102,102,9999538,0.0,10000644.0
103,103,0,0.0,10000644.0
104,104,0,0.0,6209.5
105,105,0,0.0,6209.5
106,106,0,0.0,0.0
107,107,0,0.0,0.0
108,108,0,0.0,0.0
109,109,0,0.0,0.0
110,110,10002931,0.0,0.0
111,111,0,0.0,0.0
112,112,0,0.0,0.0
113,113,0,0.0,0.0
114,114,9996062,0.0,0.0
115,115,0,0.0,0.0
116,116,0,0.0,0.0
117,117,10003506,0.0,0.0
118,118,0,0.0,0.0
119,119,0,0.0,0.0
120,120,0,0.0,0.0
121,121,0,0.0,0.0
122,122,9996535,9996535.0,0.0
123,123,0,0.0,0.0
124,124,0,0.0,0.0
125,125,9998179,9994434.5,0.0
126,126,0,0.0,0.0
127,127,9998047,6209.5,9991837.5
128,128,0,0.0,9991837.5
129,129,0,0.0,9991837.5
130,130,10002234,0.0,19994071.5
131,131,0,10002931.0,9991140.5
132,132,0,0.0,9991140.5
133,133,0,0.0,9991140.5
134,134,10006978,0.0,19998118.5
135,135,10004971,9996062.0,20007027.5
136,136,0,0.0,20007027.5
137,137,0,0.0,20007027.5
138,138,0,10003506.0,10003521.5
139,139,0,0.0,10003521.5
140,140,0,0.0,10003521.5
141,141,9996749,0.0,20000270.5
142,142,0,0.0,20000270.5
143,143,0,0.0,20000270.5
144,144,0,0.0,20000270.5
145,145,0,0.0,20000270.5
146,146,0,3744.5,19996526.0
147,147,0,0.0,19996526.0
148,148,0,0.0,19996526.0
149,149,0,0.0,19996526.0
150,150,0,0.0,19996526.0
151,151,0,0.0,19996526.0
152,152,0,0.0,19996526.0
153,153,0,0.0,19996526.0
154,154,10002835,0.0,19999749.0
155,155,0,0.0,19999749.0
156,156,0,0.0,9999343.0
157,157,0,0.0,9999343.0
158,158,0,0.0,0.0
159,159,0,0.0,0.0
160,160,0,0.0,0.0
161,161,0,0.0,0.0
162,162,0,0.0,0.0
163,163,0,0.0,0.0
164,164,0,0.0,0.0
165,165,0,0.0,0.0
166,166,0,0.0,0.0
167,167,0,0.0,0.0
168,168,0,0.0,0.0
169,169,0,0.0,0.0
170,170,0,0.0,0.0
171,171,0,0.0,0.0
172,172,0,0.0,0.0
173,173,0,0.0,0.0
174,174,0,0.0,0.0
175,175,9999612,9999612.0,0.0
176,176,0,0.0,0.0
177,177,10000406,10000406.0,0.0
178,178,0,0.0,0.0
179,179,9999343,9999343.0,0.0
180,180,0,0.0,0.0
