;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;3;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;4;9999468;9999461;0;8333366;0,0;0,0;9999468,0;8333366,0;0,0;1666095,0;0,0;0,0;0,0
4;5;0;0;0;8333366;6658920,0;0,0;3340548,0;1666094,0;0,0;1,0;0,0;0,0;0,0
5;6;0;0;0;8333366;3340548,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0
6;7;10003861;0;0;8333366;4999590,0;0,0;5004271,0;0,0;0,0;1,0;0,0;0,0;0,0
7;8;0;0;0;8333366;0,0;0,0;5004271,0;0,0;0,0;1,0;0,0;0,0;0,0
8;9;0;0;0;8333366;0,0;0,0;5004271,0;1,0;0,0;0,0;0,0;0,0;0,0
9;10;0;0;0;8333366;5004271,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;11;0;10006306;0;8333366;0,0;0,0;0,0;8333366,0;0,0;1672940,0;0,0;0,0;0,0
11;12;0;0;0;8333366;0,0;0,0;0,0;1672939,0;0,0;1,0;0,0;0,0;0,0
12;13;0;10000045;0;8333366;0,0;0,0;0,0;0,0;0,0;10000046,0;0,0;0,0;0,0
13;14;0;9995148;0;8333366;0,0;0,0;0,0;0,0;0,0;19995194,0;0,0;0,0;0,0
14;15;0;0;0;8333366;0,0;0,0;0,0;8333366,0;0,0;11661828,0;0,0;0,0;0,0
15;16;0;10008552;0;8333366;0,0;0,0;0,0;8333366,0;0,0;13337014,0;0,0;0,0;0,0
16;17;0;0;0;8333366;0,0;0,0;0,0;3342589,0;0,0;9994425,0;0,0;0,0;0,0
17;18;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;9994425,0;0,0;0,0;0,0
18;19;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;9994425,0;0,0;0,0;0,0
19;20;9996893;0;0;8333366;8333366,0;0,0;1663527,0;0,0;0,0;9994425,0;0,0;0,0;0,0
20;21;9999768;0;0;8333366;8333366,0;0,0;3329929,0;0,0;0,0;9994425,0;0,0;0,0;0,0
21;22;0;0;0;8333366;0,0;0,0;3329929,0;8333366,0;0,0;1661059,0;0,0;0,0;0,0
22;23;0;9998740;9995756;8333366;0,0;0,0;3329929,0;0,0;0,0;11659799,0;6636491,0;0,0;3359265,0
23;24;0;0;0;8333366;3329929,0;0,0;0,0;1644171,0;0,0;10015628,0;3359265,0;0,0;0,0
24;25;0;0;0;8333366;0,0;0,0;0,0;0,0;0,0;10015628,0;0,0;0,0;0,0
25;26;10000563;0;0;8333366;1674446,0;6658920,0;1667197,0;0,0;0,0;10015628,0;0,0;0,0;0,0
26;27;9995679;0;0;8333366;0,0;3340548,0;8322328,0;0,0;0,0;10015628,0;0,0;0,0;0,0
27;28;0;0;9998481;8333366;0,0;4999590,0;3322738,0;0,0;0,0;10015628,0;3333776,0;0,0;6664705,0
28;29;0;0;10002027;8333366;0,0;0,0;3322738,0;0,0;0,0;10015628,0;8333366,0;0,0;8333366,0
29;30;0;9996230;0;8333366;0,0;0,0;3322738,0;0,0;0,0;20011858,0;8333366,0;0,0;0,0
30;31;9997280;0;10001860;8333366;0,0;5004271,0;8315747,0;0,0;0,0;20011858,0;3329095,0;0,0;6672765,0
31;32;0;0;0;8333366;0,0;0,0;8315747,0;0,0;8333366,0;11678492,0;0,0;0,0;6672765,0
32;33;0;10003554;0;8333366;0,0;0,0;8315747,0;0,0;1666094,0;20015952,0;1673368,0;0,0;4999397,0
