,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18632794
1,2,0,10001895,9999326,0.0,0.0,0.0,10001895.0,0.0,0.0,8630899.0,0.0,1368427.0,18632794
2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1368427.0,0.0,0.0,18632794
3,4,0,0,10000367,0.0,0.0,0.0,0.0,0.0,0.0,10000367.0,0.0,0.0,18632794
4,5,0,10000789,0,0.0,0.0,0.0,1.0,0.0,10000788.0,0.0,0.0,0.0,18632794
5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,10000788.0,0.0,0.0,0.0,18632794
6,7,0,0,10004043,0.0,0.0,0.0,0.0,0.0,10000788.0,10004043.0,0.0,0.0,18632794
7,8,0,0,10002126,0.0,0.0,0.0,0.0,0.0,10000788.0,4214.0,0.0,9997912.0,18632794
8,9,0,0,0,0.0,0.0,0.0,0.0,0.0,10000788.0,0.0,0.0,9997912.0,18632794
9,10,9998391,0,10000225,8639355.0,0.0,1359036.0,7270139.0,0.0,2730649.0,0.0,0.0,19998137.0,18632794
10,11,9999944,9992175,0,11354983.0,0.0,3997.0,0.0,0.0,12722824.0,0.0,0.0,19998137.0,18632794
11,12,9997267,0,0,0.0,0.0,10001264.0,2723183.0,0.0,9999641.0,0.0,0.0,19998137.0,18632794
12,13,0,0,0,0.0,0.0,10001264.0,0.0,0.0,9999641.0,0.0,0.0,19998137.0,18632794
13,14,9990060,0,0,0.0,0.0,19991324.0,9999641.0,0.0,0.0,0.0,0.0,19998137.0,18632794
14,15,0,0,0,0.0,0.0,19991324.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
15,16,0,0,0,0.0,0.0,19991324.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
16,17,0,0,0,9998743.0,0.0,9992581.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
17,18,0,0,0,0.0,0.0,9992581.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
18,19,0,0,0,0.0,0.0,9992581.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
19,20,0,0,0,9992581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
20,21,9999176,0,0,7216.0,0.0,9991960.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
21,22,0,0,0,0.0,0.0,9991960.0,0.0,0.0,0.0,0.0,0.0,19998137.0,18632794
22,23,0,9998085,0,0.0,0.0,9991960.0,0.0,0.0,9998085.0,0.0,0.0,19998137.0,18632794
23,24,0,0,0,0.0,0.0,9991960.0,0.0,0.0,9998085.0,0.0,0.0,19998137.0,18632794
24,25,0,10003678,0,0.0,0.0,9991960.0,0.0,0.0,20001763.0,0.0,0.0,19998137.0,18632794
25,26,0,0,0,0.0,0.0,9991960.0,0.0,0.0,20001763.0,0.0,0.0,19998137.0,18632794
26,27,0,9997057,0,0.0,0.0,9991960.0,0.0,0.0,29998820.0,10004279.0,0.0,9993858.0,18632794
27,28,10002378,0,0,0.0,0.0,19994338.0,10003485.0,0.0,19995335.0,0.0,0.0,9993858.0,18632794
28,29,0,0,10002847,0.0,0.0,19994338.0,0.0,0.0,19995335.0,0.0,0.0,19996705.0,18632794
29,30,0,0,0,0.0,0.0,19994338.0,0.0,10001895.0,9993440.0,0.0,0.0,19996705.0,18632794
30,31,0,0,0,0.0,8639355.0,11354983.0,9993439.0,0.0,1.0,0.0,0.0,19996705.0,18632794
31,32,0,0,0,0.0,11354983.0,0.0,0.0,0.0,1.0,0.0,0.0,19996705.0,18632794
32,33,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19996705.0,18632794
33,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19996705.0,18632794
34,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19996705.0,18632794
35,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19996705.0,18632794
36,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19996705.0,18632794
37,38,9998743,9997163,0,0.0,9998743.0,0.0,1.0,7270139.0,2727023.0,1363911.0,0.0,18632794.0,18632794
38,39,0,0,0,0.0,0.0,0.0,0.0,0.0,2727023.0,18632794.0,0.0,0.0,18632794
39,40,0,0,0,0.0,0.0,0.0,3839.0,2723183.0,1.0,0.0,0.0,0.0,18632794
40,41,9999797,0,0,0.0,9992581.0,7216.0,0.0,0.0,1.0,0.0,0.0,0.0,18632794
41,42,0,9999641,0,0.0,7216.0,0.0,0.0,9999641.0,1.0,0.0,0.0,0.0,18632794
42,43,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18632794
43,44,0,0,9998132,0.0,0.0,0.0,0.0,0.0,1.0,4489.0,0.0,9993643.0,18632794
44,45,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
45,46,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
46,47,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
47,48,10003937,0,0,0.0,0.0,10003937.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
48,49,0,0,0,12103.0,0.0,9991834.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
49,50,0,0,0,9991831.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
50,51,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
51,52,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9993643.0,18632794
52,53,0,0,10001242,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,19994885.0,18632794
53,54,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,19994885.0,18632794
54,55,0,0,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,19994885.0,18632794
55,56,0,10003486,0,0.0,0.0,3.0,1.0,10003485.0,1.0,0.0,0.0,19994885.0,18632794
56,57,0,0,0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,19994885.0,18632794
57,58,0,0,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,19994885.0,18632794
58,59,0,9997391,0,0.0,0.0,2.0,2705.0,9993439.0,1248.0,0.0,0.0,19994885.0,18632794
59,60,0,0,10002927,0.0,0.0,2.0,0.0,0.0,1248.0,0.0,0.0,29997812.0,18632794
60,61,0,0,0,1.0,0.0,1.0,0.0,0.0,1248.0,0.0,0.0,29997812.0,18632794
61,62,0,0,0,0.0,0.0,1.0,0.0,0.0,1248.0,9995045.0,0.0,20002767.0,18632794
62,63,0,0,10002782,0.0,0.0,1.0,0.0,0.0,1248.0,0.0,0.0,30005549.0,18632794
63,64,0,10002645,0,0.0,0.0,1.0,0.0,0.0,10003893.0,0.0,0.0,30005549.0,18632794
64,65,0,0,0,0.0,0.0,1.0,0.0,0.0,10003893.0,0.0,0.0,30005549.0,18632794
65,66,0,0,0,0.0,0.0,1.0,0.0,1.0,10003892.0,0.0,0.0,30005549.0,18632794
66,67,0,0,0,0.0,0.0,1.0,0.0,0.0,10003892.0,9999979.0,0.0,20005570.0,18632794
67,68,0,0,0,0.0,0.0,1.0,9997347.0,3839.0,2706.0,0.0,0.0,20005570.0,18632794
68,69,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
69,70,10003531,0,0,9991429.0,12103.0,0.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
70,71,9995476,0,0,2.0,9991831.0,3643.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
71,72,0,0,0,3642.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
72,73,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
73,74,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
74,75,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
75,76,9991909,0,0,8633701.0,0.0,1358209.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
76,77,9994922,0,0,11353129.0,0.0,2.0,0.0,0.0,2706.0,0.0,0.0,20005570.0,18632794
77,78,9996347,0,9998065,9996347.0,1.0,1.0,0.0,0.0,2706.0,0.0,0.0,30003635.0,18632794
78,79,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,0.0,30003635.0,18632794
79,80,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,8630899.0,21372736.0,18632794
80,81,0,0,0,0.0,0.0,1.0,0.0,0.0,2706.0,0.0,1368427.0,20004309.0,18632794
81,82,0,0,10001715,0.0,1.0,0.0,0.0,0.0,2706.0,0.0,10000367.0,20005657.0,18632794
82,83,0,0,0,0.0,0.0,0.0,0.0,0.0,2706.0,0.0,0.0,20005657.0,18632794
83,84,9995744,0,0,8628514.0,0.0,1367230.0,0.0,1.0,2705.0,0.0,0.0,20005657.0,18632794
84,85,10000659,0,0,1383746.0,0.0,9984143.0,0.0,0.0,2705.0,0.0,10004043.0,10001614.0,18632794
85,86,10004459,0,0,0.0,0.0,19988602.0,0.0,0.0,2705.0,8634091.0,4214.0,1363309.0,18632794
86,87,0,0,0,9992549.0,0.0,9996053.0,0.0,2705.0,0.0,1363309.0,0.0,0.0,18632794
87,88,0,0,0,4622.0,0.0,9991431.0,0.0,0.0,0.0,0.0,0.0,0.0,18632794
88,89,0,0,0,0.0,0.0,9991431.0,0.0,0.0,0.0,0.0,0.0,0.0,18632794
89,90,0,0,10001113,0.0,0.0,9991431.0,0.0,0.0,0.0,2021.0,0.0,9999092.0,18632794
90,91,0,0,0,0.0,9991429.0,2.0,0.0,0.0,0.0,0.0,0.0,9999092.0,18632794
91,92,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9999092.0,18632794
92,93,10000076,0,0,0.0,3642.0,9996434.0,0.0,0.0,0.0,0.0,0.0,9999092.0,18632794
