;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;4722244;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;0;0;4722244;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;3;0;0;0;4722244;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;4;10000163;0;0;4722244;4722244,0;0,0;5277919,0;0,0;0,0;0,0;0,0;0,0;0,0
4;5;9993294;0;0;4722244;4722244,0;0,0;10548969,0;0,0;0,0;0,0;0,0;0,0;0,0
5;6;0;0;0;4722244;4722244,0;0,0;5826725,0;0,0;0,0;0,0;0,0;0,0;0,0
6;7;10001603;0;0;4722244;4722244,0;0,0;11106084,0;0,0;0,0;0,0;0,0;0,0;0,0
7;8;0;0;0;4722244;0,0;0,0;11106084,0;0,0;0,0;0,0;0,0;0,0;0,0
8;9;0;0;0;4722244;3386730,0;0,0;7719354,0;0,0;0,0;0,0;0,0;0,0;0,0
9;10;0;0;0;4722244;3281002,0;0,0;4438352,0;0,0;0,0;0,0;0,0;0,0;0,0
10;11;0;10004420;0;4722244;0,0;0,0;4438352,0;4722244,0;0,0;5282176,0;0,0;0,0;0,0
11;12;0;0;0;4722244;0,0;0,0;4438352,0;4722244,0;0,0;559932,0;0,0;0,0;0,0
12;13;9998919;10000960;0;4722244;4160393,0;0,0;10276878,0;561851,0;0,0;9999041,0;0,0;0,0;0,0
13;14;0;0;0;4722244;0,0;0,0;10276878,0;4722243,0;0,0;5276798,0;0,0;0,0;0,0
14;15;0;0;0;4722244;4722241,0;0,0;5554637,0;0,0;0,0;5276798,0;0,0;0,0;0,0
15;16;0;0;0;4722244;0,0;0,0;5554637,0;1533316,0;0,0;3743482,0;0,0;0,0;0,0
16;17;0;0;0;4722244;0,0;0,0;5554637,0;1441242,0;0,0;2302240,0;0,0;0,0;0,0
17;18;0;0;0;4722244;0,0;0,0;5554637,0;2302239,0;0,0;1,0;0,0;0,0;0,0
18;19;9999377;0;0;4722244;0,0;0,0;15554014,0;0,0;0,0;1,0;0,0;0,0;0,0
19;20;0;0;0;4722244;0,0;0,0;15554014,0;0,0;0,0;1,0;0,0;0,0;0,0
20;21;0;9997344;0;4722244;1,0;0,0;15554013,0;1959782,0;0,0;8037563,0;0,0;0,0;0,0
21;22;0;9997950;0;4722244;0,0;0,0;15554013,0;0,0;0,0;18035513,0;0,0;0,0;0,0
22;23;10002695;0;10000738;4722244;0,0;0,0;25556708,0;0,0;0,0;18035513,0;2837574,0;0,0;7163164,0
23;24;0;0;0;4722244;0,0;0,0;25556708,0;0,0;0,0;18035513,0;4722244,0;0,0;2440920,0
24;25;0;0;0;4722244;0,0;4722244,0;20834464,0;0,0;0,0;18035513,0;0,0;0,0;2440920,0
25;26;0;0;0;4722244;0,0;4722244,0;16112220,0;0,0;0,0;18035513,0;0,0;0,0;2440920,0
26;27;0;0;0;4722244;0,0;4722244,0;11389976,0;0,0;0,0;18035513,0;0,0;0,0;2440920,0
27;28;0;0;0;4722244;0,0;4722244,0;6667732,0;0,0;0,0;18035513,0;0,0;0,0;2440920,0
28;29;0;0;0;4722244;0,0;0,0;6667732,0;2563587,0;0,0;15471926,0;2158657,0;0,0;282263,0
29;30;0;0;0;4722244;0,0;3386730,0;3281002,0;1335514,0;0,0;14136412,0;0,0;0,0;282263,0
30;31;0;0;0;4722244;0,0;3281002,0;0,0;1441242,0;0,0;12695170,0;0,0;0,0;282263,0
31;32;0;0;0;4722244;0,0;0,0;0,0;1911575,0;0,0;10783595,0;282263,0;0,0;0,0
32;33;0;0;10006339;4722244;0,0;0,0;0,0;1,0;0,0;10783594,0;4722243,0;0,0;5284096,0
33;34;10002860;0;0;4722244;0,0;4160393,0;5842467,0;0,0;0,0;10783594,0;561851,0;0,0;4722245,0
34;35;0;0;0;4722244;0,0;0,0;5842467,0;1,0;0,0;10783593,0;4722243,0;0,0;2,0
35;36;0;0;0;4722244;1,0;4722241,0;1120225,0;0,0;0,0;10783593,0;1,0;0,0;1,0
36;37;0;10004106;9997279;4722244;0,0;0,0;1120225,0;0,0;0,0;20787699,0;4722244,0;0,0;5275036,0
