;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;10001503;0;0;3666522;3666522,0;0,0;6334981,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;10001934;0;3666522;0,0;0,0;6334981,0;3666522,0;0,0;6335412,0;0,0;0,0;0,0
2;3;0;0;0;3666522;3666522,0;0,0;2668459,0;0,0;0,0;6335412,0;0,0;0,0;0,0
3;4;0;0;0;3666522;2668459,0;0,0;0,0;998063,0;0,0;5337349,0;0,0;0,0;0,0
4;5;0;0;0;3666522;0,0;0,0;0,0;3666522,0;0,0;1670827,0;0,0;0,0;0,0
5;6;0;0;0;3666522;0,0;0,0;0,0;1670827,0;0,0;0,0;0,0;0,0;0,0
6;7;10002159;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
7;8;0;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
8;9;0;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
9;10;0;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
10;11;0;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
11;12;0;10003817;0;3666522;0,0;0,0;10002159,0;3666522,0;0,0;6337295,0;0,0;0,0;0,0
12;13;0;0;0;3666522;0,0;0,0;10002159,0;3666522,0;0,0;2670773,0;0,0;0,0;0,0
13;14;0;0;0;3666522;0,0;0,0;10002159,0;2670773,0;0,0;0,0;0,0;0,0;0,0
14;15;0;0;0;3666522;0,0;0,0;10002159,0;0,0;0,0;0,0;0,0;0,0;0,0
15;16;0;0;0;3666522;656,0;0,0;10001503,0;0,0;0,0;0,0;0,0;0,0;0,0
16;17;0;0;0;3666522;0,0;0,0;10001503,0;0,0;0,0;0,0;0,0;0,0;0,0
17;18;0;0;0;3666522;0,0;0,0;10001503,0;0,0;0,0;0,0;0,0;0,0;0,0
18;19;0;0;0;3666522;0,0;0,0;10001503,0;0,0;0,0;0,0;0,0;0,0;0,0
19;20;0;10002847;0;3666522;0,0;0,0;10001503,0;3666522,0;0,0;6336325,0;0,0;0,0;0,0
20;21;0;0;0;3666522;0,0;0,0;10001503,0;2998031,0;0,0;3338294,0;0,0;0,0;0,0
21;22;0;0;0;3666522;0,0;3666522,0;6334981,0;0,0;0,0;3338294,0;0,0;0,0;0,0
22;23;0;0;0;3666522;0,0;0,0;6334981,0;0,0;0,0;3338294,0;0,0;0,0;0,0
23;24;0;0;0;3666522;0,0;3666522,0;2668459,0;0,0;0,0;3338294,0;0,0;0,0;0,0
24;25;0;10000616;0;3666522;0,0;2668459,0;0,0;0,0;0,0;13338910,0;0,0;0,0;0,0
25;26;0;0;0;3666522;0,0;0,0;0,0;0,0;0,0;13338910,0;0,0;0,0;0,0
26;27;0;0;0;3666522;0,0;0,0;0,0;0,0;0,0;13338910,0;0,0;0,0;0,0
27;28;0;0;0;3666522;0,0;0,0;0,0;0,0;0,0;13338910,0;0,0;0,0;0,0
28;29;0;0;0;3666522;0,0;0,0;0,0;0,0;0,0;13338910,0;0,0;0,0;0,0
29;30;0;0;0;3666522;0,0;0,0;0,0;0,0;3666522,0;9672388,0;0,0;0,0;0,0
30;31;0;10000432;9999404;3666522;0,0;0,0;0,0;0,0;0,0;19672820,0;3666522,0;0,0;6332882,0
31;32;0;0;0;3666522;0,0;0,0;0,0;0,0;998063,0;18674757,0;2668459,0;0,0;3664423,0
32;33;0;0;0;3666522;0,0;0,0;0,0;0,0;3666522,0;15008235,0;0,0;0,0;3664423,0
33;34;0;0;0;3666522;0,0;0,0;0,0;1995695,0;1670827,0;11341713,0;0,0;0,0;3664423,0
34;35;0;0;0;3666522;0,0;0,0;0,0;3666522,0;0,0;7675191,0;0,0;0,0;3664423,0
35;36;0;9994735;0;3666522;0,0;0,0;0,0;1001556,0;0,0;16668370,0;2664966,0;0,0;999457,0
36;37;10000108;0;0;3666522;2666409,0;656,0;7333043,0;0,0;0,0;16668370,0;999457,0;0,0;0,0
37;38;0;0;0;3666522;3666522,0;0,0;3666521,0;0,0;0,0;16668370,0;0,0;0,0;0,0
38;39;0;0;0;3666522;3666521,0;0,0;0,0;0,0;0,0;16668370,0;0,0;0,0;0,0
39;40;0;0;9998314;3666522;0,0;0,0;0,0;0,0;3666522,0;13001848,0;0,0;0,0;9998314,0
40;41;0;0;0;3666522;0,0;0,0;0,0;0,0;3666522,0;9335326,0;0,0;0,0;9998314,0
41;42;0;0;0;3666522;0,0;0,0;0,0;0,0;2670773,0;6664553,0;995749,0;0,0;9002565,0
42;43;9998118;0;0;3666522;2177153,0;0,0;7820965,0;0,0;0,0;6664553,0;1489369,0;0,0;7513196,0
43;44;0;0;0;3666522;0,0;0,0;7820965,0;0,0;0,0;6664553,0;3666522,0;0,0;3846674,0
44;45;0;0;0;3666522;113968,0;0,0;7706997,0;0,0;0,0;6664553,0;3552554,0;0,0;294120,0
45;46;0;0;0;3666522;3666522,0;0,0;4040475,0;0,0;0,0;6664553,0;0,0;0,0;294120,0
46;47;0;0;0;3666522;3666522,0;0,0;373953,0;0,0;0,0;6664553,0;0,0;0,0;294120,0
47;48;10001203;0;0;3666522;0,0;0,0;10375156,0;0,0;3666522,0;2998031,0;0,0;0,0;294120,0
48;49;10001822;0;0;3666522;668491,0;0,0;19708487,0;0,0;2998031,0;0,0;0,0;0,0;294120,0
49;50;0;0;10001908;3666522;3666522,0;0,0;16041965,0;0,0;0,0;0,0;0,0;0,0;10296028,0
50;51;9994276;0;0;3666522;1228585,0;0,0;24807656,0;0,0;0,0;0,0;2437937,0;0,0;7858091,0
51;52;0;0;0;3666522;3666522,0;0,0;21141134,0;0,0;0,0;0,0;0,0;0,0;7858091,0
52;53;0;0;0;3666522;3184036,0;0,0;17957098,0;0,0;0,0;0,0;482486,0;0,0;7375605,0
53;54;0;0;0;3666522;3666522,0;0,0;14290576,0;0,0;0,0;0,0;0,0;0,0;7375605,0
54;55;0;0;0;3666522;1184602,0;0,0;13105974,0;0,0;0,0;0,0;2481920,0;0,0;4893685,0
55;56;0;0;0;3666522;3430330,0;0,0;9675644,0;0,0;0,0;0,0;236192,0;0,0;4657493,0
56;57;10005466;0;0;3666522;722196,0;0,0;18958914,0;0,0;0,0;0,0;2944326,0;0,0;1713167,0
57;58;0;0;0;3666522;1000113,0;2666409,0;15292392,0;0,0;0,0;0,0;0,0;0,0;1713167,0
58;59;0;0;10001031;3666522;0,0;3666522,0;11625870,0;0,0;0,0;0,0;0,0;0,0;11714198,0
59;60;0;0;0;3666522;0,0;3666521,0;7959349,0;0,0;0,0;0,0;1,0;0,0;11714197,0
60;61;0;0;0;3666522;0,0;0,0;7959349,0;0,0;0,0;0,0;3666522,0;0,0;8047675,0
61;62;0;10002491;0;3666522;1670827,0;0,0;6288522,0;0,0;1995695,0;8006796,0;0,0;0,0;8047675,0
62;63;0;0;0;3666522;0,0;0,0;6288522,0;0,0;3666522,0;4340274,0;0,0;0,0;8047675,0
63;64;9995123;9999854;0;3666522;0,0;2177153,0;14106492,0;0,0;1001556,0;13338572,0;487813,0;0,0;7559862,0
64;65;10002455;0;0;3666522;3666522,0;0,0;20442425,0;0,0;0,0;13338572,0;0,0;0,0;7559862,0
65;66;0;0;0;3666522;228471,0;113968,0;20099986,0;0,0;0,0;13338572,0;3324083,0;0,0;4235779,0
66;67;0;0;0;3666522;0,0;3666522,0;16433464,0;0,0;0,0;13338572,0;0,0;0,0;4235779,0
67;68;0;10001929;0;3666522;0,0;3666522,0;12766942,0;0,0;0,0;23340501,0;0,0;0,0;4235779,0
68;69;10001601;0;0;3666522;3180297,0;0,0;19588246,0;486225,0;0,0;22854276,0;0,0;0,0;4235779,0
69;70;9997122;0;0;3666522;0,0;668491,0;28916877,0;251621,0;0,0;22602655,0;2746410,0;0,0;1489369,0
70;71;0;0;0;3666522;0,0;3666522,0;25250355,0;0,0;0,0;22602655,0;0,0;0,0;1489369,0
71;72;0;0;0;3666522;948568,0;1228585,0;23073202,0;0,0;0,0;22602655,0;1489369,0;0,0;0,0
72;73;10000570;0;9998132;3666522;0,0;3666522,0;29407250,0;0,0;0,0;22602655,0;0,0;0,0;9998132,0
73;74;0;9997079;0;3666522;482486,0;3184036,0;25740728,0;0,0;0,0;32599734,0;0,0;0,0;9998132,0
74;75;0;0;0;3666522;0,0;3666522,0;22074206,0;0,0;0,0;32599734,0;0,0;0,0;9998132,0
75;76;9999092;0;0;3666522;0,0;1184602,0;30888696,0;1703488,0;0,0;30896246,0;778432,0;0,0;9219700,0
76;77;0;0;0;3666522;0,0;3430330,0;27458366,0;0,0;0,0;30896246,0;236192,0;0,0;8983508,0
77;78;0;0;9996234;3666522;0,0;722196,0;26736170,0;0,0;0,0;30896246,0;2944326,0;0,0;16035416,0
78;79;0;0;0;3666522;0,0;1000113,0;25736057,0;0,0;0,0;30896246,0;2666409,0;0,0;13369007,0
79;80;0;0;0;3666522;3666522,0;0,0;22069535,0;0,0;0,0;30896246,0;0,0;0,0;13369007,0
80;81;0;0;0;3666522;3666522,0;0,0;18403013,0;0,0;0,0;30896246,0;0,0;0,0;13369007,0
81;82;0;0;0;3666522;0,0;0,0;18403013,0;0,0;0,0;30896246,0;3666522,0;0,0;9702485,0
82;83;0;0;0;3666522;0,0;1670827,0;16732186,0;0,0;0,0;30896246,0;1995695,0;0,0;7706790,0
83;84;9998502;0;0;3666522;2401865,0;0,0;24328823,0;0,0;0,0;30896246,0;1264657,0;0,0;6442133,0
84;85;0;0;0;3666522;3178709,0;0,0;21150114,0;0,0;0,0;30896246,0;487813,0;0,0;5954320,0
85;86;0;0;0;3666522;0,0;3666522,0;17483592,0;0,0;0,0;30896246,0;0,0;0,0;5954320,0
86;87;0;0;9991064;3666522;3438050,0;228471,0;13817071,0;0,0;0,0;30896246,0;1,0;0,0;15945383,0
87;88;0;0;0;3666522;0,0;0,0;13817071,0;3666521,0;0,0;27229725,0;1,0;0,0;15945382,0
88;89;0;0;0;3666522;0,0;0,0;13817071,0;0,0;0,0;27229725,0;3666522,0;0,0;12278860,0
89;90;9998084;0;0;3666522;0,0;3180297,0;20634858,0;0,0;0,0;27229725,0;486225,0;0,0;11792635,0
90;91;10002847;0;0;3666522;3666522,0;0,0;26971183,0;0,0;0,0;27229725,0;0,0;0,0;11792635,0
91;92;0;0;0;3666522;2638057,0;0,0;24333126,0;0,0;0,0;27229725,0;1028465,0;0,0;10764170,0
92;93;0;0;0;3666522;279360,0;948568,0;23105198,0;0,0;0,0;27229725,0;2438594,0;0,0;8325576,0
93;94;0;0;0;3666522;228471,0;0,0;22876727,0;0,0;0,0;27229725,0;3438051,0;0,0;4887525,0
94;95;10001304;0;0;3666522;0,0;482486,0;32395545,0;0,0;0,0;27229725,0;3184036,0;0,0;1703489,0
95;96;10000283;0;0;3666522;1963034,0;0,0;40432794,0;0,0;0,0;27229725,0;1703488,0;0,0;1,0
96;97;0;0;10000428;3666522;0,0;0,0;40432794,0;0,0;486225,0;26743500,0;3180297,0;0,0;6820132,0
97;98;0;0;0;3666522;0,0;0,0;40432794,0;0,0;251621,0;26491879,0;3414901,0;0,0;3405231,0
98;99;0;0;0;3666522;1750661,0;0,0;38682133,0;0,0;0,0;26491879,0;1915861,0;0,0;1489370,0
99;100;0;0;0;3666522;2177153,0;0,0;36504980,0;0,0;0,0;26491879,0;1489369,0;0,0;1,0
100;101;10000090;0;0;3666522;0,0;3666522,0;42838548,0;0,0;0,0;26491879,0;0,0;0,0;1,0
101;102;10004371;0;0;3666522;0,0;3666522,0;49176397,0;0,0;0,0;26491879,0;0,0;0,0;1,0
102;103;0;0;0;3666522;3666522,0;0,0;45509875,0;0,0;0,0;26491879,0;0,0;0,0;1,0
103;104;9997942;0;0;3666522;1963034,0;0,0;53544783,0;0,0;1703488,0;24788391,0;0,0;0,0;1,0
104;105;0;0;0;3666522;1264657,0;2401865,0;49878261,0;0,0;0,0;24788391,0;0,0;0,0;1,0
105;106;0;0;9998793;3666522;487813,0;3178709,0;46211739,0;0,0;0,0;24788391,0;0,0;0,0;9998794,0
106;107;0;10003085;0;3666522;3666522,0;0,0;42545217,0;0,0;0,0;34791476,0;0,0;0,0;9998794,0
107;108;9999198;0;0;3666522;228472,0;3438050,0;48877893,0;0,0;0,0;34791476,0;0,0;0,0;9998794,0
108;109;0;0;0;3666522;0,0;0,0;48877893,0;0,0;0,0;34791476,0;0,0;3666522,0;6332272,0
109;110;0;0;10000251;3666522;998063,0;0,0;47879830,0;0,0;0,0;34791476,0;0,0;2668459,0;13664064,0
110;111;0;0;0;3666522;3666522,0;0,0;44213308,0;0,0;0,0;34791476,0;0,0;0,0;13664064,0
111;112;0;0;0;3666522;0,0;3666522,0;40546786,0;0,0;0,0;34791476,0;0,0;0,0;13664064,0
112;113;0;0;0;3666522;1028465,0;2638057,0;36880264,0;0,0;0,0;34791476,0;0,0;0,0;13664064,0
113;114;0;0;0;3666522;722196,0;279360,0;35878708,0;0,0;0,0;34791476,0;0,0;2664966,0;10999098,0
114;115;0;0;9999861;3666522;0,0;228471,0;35650237,0;2438594,0;0,0;32352882,0;0,0;999457,0;19999502,0
115;116;0;9996310;0;3666522;1,0;0,0;35650236,0;0,0;3666521,0;38682671,0;0,0;0,0;19999502,0
116;117;0;0;0;3666522;1703488,0;1963034,0;31983714,0;0,0;0,0;38682671,0;0,0;0,0;19999502,0
117;118;10000934;0;0;3666522;0,0;0,0;41984648,0;3666522,0;0,0;35016149,0;0,0;0,0;19999502,0
118;119;0;0;0;3666522;0,0;0,0;41984648,0;3666522,0;0,0;31349627,0;0,0;0,0;19999502,0
119;120;0;0;0;3666522;0,0;1750661,0;40233987,0;920112,0;0,0;30429515,0;0,0;995749,0;19003753,0
120;121;0;0;0;3666522;0,0;2177153,0;38056834,0;0,0;0,0;30429515,0;0,0;1489369,0;17514384,0
121;122;0;0;0;3666522;0,0;0,0;38056834,0;0,0;0,0;30429515,0;0,0;3666522,0;13847862,0
122;123;0;0;0;3666522;113968,0;0,0;37942866,0;0,0;0,0;30429515,0;0,0;3552554,0;10295308,0
123;124;0;0;0;3666522;0,0;3666522,0;34276344,0;0,0;0,0;30429515,0;0,0;0,0;10295308,0
124;125;0;0;0;3666522;0,0;1963034,0;32313310,0;1703488,0;0,0;28726027,0;0,0;0,0;10295308,0
125;126;0;0;0;3666522;0,0;1264657,0;31048653,0;2401865,0;0,0;26324162,0;0,0;0,0;10295308,0
126;127;0;0;0;3666522;0,0;487813,0;30560840,0;3178709,0;0,0;23145453,0;0,0;0,0;10295308,0
127;128;10007348;0;0;3666522;0,0;3666522,0;36901666,0;0,0;0,0;23145453,0;0,0;0,0;10295308,0
128;129;0;0;0;3666522;0,0;228472,0;36673194,0;1000113,0;0,0;22145340,0;0,0;2437937,0;7857371,0
129;130;0;0;0;3666522;0,0;0,0;36673194,0;3666522,0;0,0;18478818,0;0,0;0,0;7857371,0
130;131;0;9999968;0;3666522;0,0;998063,0;35675131,0;2185973,0;0,0;26292813,0;0,0;482486,0;7374885,0
131;132;0;0;0;3666522;0,0;3666522,0;32008609,0;0,0;0,0;26292813,0;0,0;0,0;7374885,0
132;133;0;0;9997593;3666522;0,0;0,0;32008609,0;1184602,0;0,0;25108211,0;0,0;2481920,0;14890558,0
133;134;9996699;0;0;3666522;0,0;1028465,0;40976843,0;2401865,0;0,0;22706346,0;0,0;236192,0;14654366,0
134;135;9999265;0;10000652;3666522;0,0;722196,0;50253912,0;0,0;0,0;22706346,0;0,0;2944326,0;21710692,0
135;136;0;0;0;3666522;0,0;0,0;50253912,0;3666522,0;0,0;19039824,0;0,0;0,0;21710692,0
136;137;0;0;0;3666522;0,0;1,0;50253911,0;3666521,0;0,0;15373303,0;0,0;0,0;21710692,0
137;138;0;0;0;3666522;1480549,0;1703488,0;47069874,0;482483,0;0,0;14890820,0;0,0;1,0;21710691,0
138;139;0;0;0;3666522;0,0;0,0;47069874,0;0,0;0,0;14890820,0;0,0;3666522,0;18044169,0
