,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4166651
1,2,0,10002746,0,0.0,0.0,0.0,4166651.0,0.0,5836095.0,0.0,0.0,0.0,4166651
2,3,0,0,0,0.0,0.0,0.0,4166651.0,0.0,1669444.0,0.0,0.0,0.0,4166651
3,4,0,0,0,0.0,0.0,0.0,1669444.0,0.0,0.0,0.0,0.0,0.0,4166651
4,5,0,0,9997206,0.0,0.0,0.0,-0.0,0.0,0.0,4166651.0,0.0,5830555.0,4166651
5,6,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,4166651.0,0.0,1663904.0,4166651
6,7,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,1663904.0,0.0,-0.0,4166651
7,8,0,0,9997720,0.0,0.0,0.0,-0.0,0.0,-0.0,1396775.0,0.0,8600945.0,4166651
8,9,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,8600945.0,4166651
9,10,0,0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,8600945.0,4166651
10,11,0,10002583,0,0.0,0.0,0.0,4166651.0,0.0,5835932.0,-0.0,0.0,8600945.0,4166651
11,12,9999078,0,0,2310247.0,0.0,7688831.0,1856404.0,0.0,3979528.0,-0.0,0.0,8600945.0,4166651
12,13,0,0,0,1050932.0,0.0,6637899.0,3115719.0,0.0,863809.0,-0.0,0.0,8600945.0,4166651
13,14,0,10003165,0,1050934.0,0.0,5586965.0,3115717.0,0.0,7751257.0,-0.0,0.0,8600945.0,4166651
14,15,0,0,0,1420312.0,0.0,4166653.0,2746339.0,0.0,5004918.0,-0.0,0.0,8600945.0,4166651
15,16,0,0,0,2.0,0.0,4166651.0,4166649.0,0.0,838269.0,-0.0,0.0,8600945.0,4166651
16,17,0,0,0,4166651.0,0.0,0.0,-0.0,0.0,838269.0,-0.0,0.0,8600945.0,4166651
17,18,0,0,9996667,-0.0,0.0,-0.0,838269.0,0.0,0.0,-0.0,0.0,18597612.0,4166651
18,19,0,0,0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,18597612.0,4166651
19,20,0,0,0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,18597612.0,4166651
