,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
4,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
6,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
7,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
8,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
9,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277972
10,11,10002984,0,10002388,4277972.0,0.0,5725012.0,0.0,0.0,0.0,0.0,0.0,10002388.0,4277972
11,12,0,0,0,4277972.0,0.0,1447040.0,0.0,0.0,0.0,0.0,0.0,10002388.0,4277972
12,13,0,0,0,1447040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10002388.0,4277972
13,14,0,9997599,0,0.0,0.0,0.0,4277972.0,0.0,5719627.0,0.0,0.0,10002388.0,4277972
14,15,0,0,0,0.0,0.0,0.0,1335225.0,0.0,4384402.0,0.0,0.0,10002388.0,4277972
15,16,0,0,0,0.0,0.0,0.0,0.0,0.0,4384402.0,0.0,0.0,10002388.0,4277972
16,17,0,0,10003173,0.0,0.0,0.0,0.0,0.0,4384402.0,0.0,0.0,20005561.0,4277972
17,18,10003148,0,0,3805248.0,0.0,6197900.0,0.0,0.0,4384402.0,0.0,0.0,20005561.0,4277972
18,19,0,0,0,2665712.0,0.0,3532188.0,0.0,0.0,4384402.0,0.0,0.0,20005561.0,4277972
19,20,0,0,10006026,3532188.0,0.0,0.0,106430.0,0.0,4277972.0,0.0,0.0,30011587.0,4277972
20,21,0,0,0,0.0,0.0,0.0,0.0,0.0,4277972.0,0.0,0.0,30011587.0,4277972
21,22,0,0,0,0.0,0.0,0.0,0.0,0.0,4277972.0,0.0,0.0,30011587.0,4277972
22,23,0,0,0,0.0,0.0,0.0,4277972.0,0.0,0.0,0.0,0.0,30011587.0,4277972
23,24,0,0,10002005,0.0,0.0,0.0,0.0,0.0,0.0,660516.0,0.0,39353076.0,4277972
24,25,0,0,10000994,0.0,0.0,0.0,0.0,0.0,0.0,4277972.0,0.0,45076098.0,4277972
25,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4277972.0,0.0,40798126.0,4277972
26,27,0,9996616,0,0.0,0.0,0.0,4277972.0,0.0,5718644.0,0.0,0.0,40798126.0,4277972
