,instance,arrival_pfizer,arrival_moderna,arrival_astrazeneca,first_doses_Pfizer,second_doses_Pfizer,stock_values_Pfizer,first_doses_Moderna,second_doses_Moderna,stock_values_Moderna,first_doses_Astrazeneca,second_doses_Astrazeneca,stock_values_Astrazeneca,capacity
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35199374
1,2,9998626,0,0,9998625.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35199374
2,3,0,10004549,0,1.0,0.0,0.0,9989012.0,0.0,15537.0,0.0,0.0,0.0,35199374
3,4,9997771,0,0,1735.0,0.0,9996036.0,0.0,0.0,15537.0,0.0,0.0,0.0,35199374
4,5,0,0,0,9996034.0,0.0,2.0,0.0,0.0,15537.0,0.0,0.0,0.0,35199374
5,6,0,0,0,0.0,0.0,2.0,0.0,0.0,15537.0,0.0,0.0,0.0,35199374
6,7,0,0,9998512,0.0,0.0,2.0,0.0,0.0,15537.0,9998512.0,0.0,0.0,35199374
7,8,0,0,0,0.0,0.0,2.0,0.0,0.0,15537.0,0.0,0.0,0.0,35199374
8,9,0,0,10000127,0.0,0.0,2.0,0.0,0.0,15537.0,10000127.0,0.0,0.0,35199374
9,10,0,0,0,0.0,0.0,2.0,15537.0,0.0,0.0,0.0,0.0,0.0,35199374
10,11,0,9999906,0,2.0,0.0,0.0,1.0,0.0,9999905.0,0.0,0.0,0.0,35199374
11,12,0,0,0,0.0,0.0,0.0,0.0,0.0,9999905.0,0.0,0.0,0.0,35199374
12,13,0,0,0,0.0,0.0,0.0,0.0,0.0,9999905.0,0.0,0.0,0.0,35199374
13,14,0,0,0,0.0,0.0,0.0,9999086.0,0.0,819.0,0.0,0.0,0.0,35199374
14,15,0,9997225,10006777,0.0,0.0,0.0,0.0,0.0,9998044.0,10006777.0,0.0,0.0,35199374
15,16,0,0,0,0.0,0.0,0.0,0.0,0.0,9998044.0,0.0,0.0,0.0,35199374
16,17,0,0,0,0.0,0.0,0.0,0.0,0.0,9998044.0,0.0,0.0,0.0,35199374
17,18,9994922,0,9997280,9994922.0,0.0,0.0,0.0,0.0,9998044.0,4999394.0,0.0,4997886.0,35199374
18,19,0,0,0,0.0,0.0,0.0,0.0,0.0,9998044.0,4997885.0,0.0,1.0,35199374
19,20,0,0,0,0.0,0.0,0.0,9998044.0,0.0,0.0,0.0,0.0,1.0,35199374
20,21,10002947,0,0,2585.0,0.0,10000362.0,0.0,0.0,0.0,0.0,0.0,1.0,35199374
21,22,0,0,0,0.0,0.0,10000362.0,0.0,0.0,0.0,0.0,0.0,1.0,35199374
22,23,0,9993038,0,1.0,9998625.0,1736.0,9993037.0,0.0,1.0,0.0,0.0,1.0,35199374
